Index	higherClassification
Animals	.*?\|Trochozoa\|$
Animals	.*?\|Agmata\|.*?
Animals	.*?\|Animalia\|(.*?\|)?Derris\|.*?
Animals	.*?\|Animalia\|(.*?\|)?Gastrotricha\|.*?
Animals	.*?\|Animalia\|(.*?\|)?Grossularia\|.*?
Animals	.*?\|Animalia\|(.*?\|)?Onychophora\|.*?
Animals	.*?\|Arboreomorpha\|.*?
Animals	.*?\|Atalotaenia\|.*?
Animals	.*?\|Ausiidae\|.*?
Animals	.*?\|Beroida\|.*?
Animals	.*?\|Bilateria\|(.*?\|)?Gastrotricha\|.*?
Animals	.*?\|Bomakellia\|.*?
Animals	.*?\|Broccoliforma\|.*?
Animals	.*?\|Bronicella\|.*?
Animals	.*?\|Cambroernids\|.*?
Animals	.*?\|Cephalochordata\|.*?
Animals	.*?\|Cephalorhyncha\|.*?
Animals	.*?\|Chaetognathifera\|.*?
Animals	.*?\|Chancelloriidae\|.*?
Animals	.*?\|Chenmengella\|.*?
Animals	.*?\|Chondroplon\|.*?
Animals	.*?\|Conicula\|.*?
Animals	.*?\|Convolutubus\|.*?
Animals	.*?\|Cycliophora\|.*?
Animals	.*?\|Deuteronectanebos\|.*?
Animals	.*?\|Dickinsoniomorpha\|.*?
Animals	.*?\|Dictyorhabdus\|.*?
Animals	.*?\|Dicyemida\|.*?
Animals	.*?\|Enopla\|.*?
Animals	.*?\|Entoprocta\|.*?
Animals	.*?\|Eoacanthocephala\|.*?
Animals	.*?\|Eoandromeda\|.*?
Animals	.*?\|Erniettomorpha\|.*?
Animals	.*?\|Euradiculata\|.*?
Animals	.*?\|Eurotatoria\|.*?
Animals	.*?\|Funisia\|.*?
Animals	.*?\|Gaojiashania\|.*?
Animals	.*?\|Gigantorhynchidae\|.*?
Animals	.*?\|Gnathostomulida\|.*?
Animals	.*?\|Goettingenia\|.*?
Animals	.*?\|Goniophycus\|.*?
Animals	.*?\|Hadranax\|.*?
Animals	.*?\|Helanoichnus\|.*?
Animals	.*?\|Hemichordata\|.*?
Animals	.*?\|Heteronemertea\|.*?
Animals	.*?\|Hyolitha\|.*?
Animals	.*?\|Hyolithelminthida\|.*?
Animals	.*?\|Ikaria\|.*?
Animals	.*?\|Khasaktidae\|.*?
Animals	.*?\|Kimberellomorpha\|.*?
Animals	.*?\|Kinorhyncha\|.*?
Animals	.*?\|Kinzeriidae\|.*?
Animals	.*?\|Krohnittidae\|.*?
Animals	.*?\|Kuckaraukia\|.*?
Animals	.*?\|Lenisambulatrix\|.*?
Animals	.*?\|Leptocardii\|.*?
Animals	.*?\|Lidaconus\|.*?
Animals	.*?\|Lomosovis\|.*?
Animals	.*?\|Loricifera\|.*?
Animals	.*?\|Luolishaniida\|.*?
Animals	.*?\|Mesozoa\|.*?
Animals	.*?\|Metaspriggina\|.*?
Animals	.*?\|Metazoa\|(.*?\|)?Gastrotricha\|.*?
Animals	.*?\|Metazoa\|(.*?\|)?Onychophora\|.*?
Animals	.*?\|Micrognathozoa\|.*?
Animals	.*?\|Namacalathus\|.*?
Animals	.*?\|Nectocarididae\|.*?
Animals	.*?\|Nematomorpha\|.*?
Animals	.*?\|Nemertea\|.*?
Animals	.*?\|Odontogriphidae\|.*?
Animals	.*?\|Odontogriphus\|.*?
Animals	.*?\|Onychodictyon\|.*?
Animals	.*?\|Palaeacanthocephala\|.*?
Animals	.*?\|Paracoelomata\|.*?
Animals	.*?\|Pararotatoria\|.*?
Animals	.*?\|Pauxillitidae\|.*?
Animals	.*?\|Phlogites\|.*?
Animals	.*?\|Phoronida\|.*?
Animals	.*?\|Pikaidae\|.*?
Animals	.*?\|Pikaiidae\|.*?
Animals	.*?\|Placozoa\|.*?
Animals	.*?\|Plexus\|.*?
Animals	.*?\|Priapulida\|.*?
Animals	.*?\|Priapulomorpha\|.*?
Animals	.*?\|Proarticulata\|.*?
Animals	.*?\|Problematica\|.*?
Animals	.*?\|Protostomia\|(.*?\|)?Gastrotricha\|.*?
Animals	.*?\|Quaestio\|.*?
Animals	.*?\|Rangeomorpha\|.*?
Animals	.*?\|Rhombocorniculum\|.*?
Animals	.*?\|Rhombozoa\|.*?
Animals	.*?\|Rotifera\|.*?
Animals	.*?\|Saccorhytida\|.*?
Animals	.*?\|Sachitida\|.*?
Animals	.*?\|Sagittidae\|.*?
Animals	.*?\|Scaldiphora\|.*?
Animals	.*?\|Scalidophora\|.*?
Animals	.*?\|Shufangtubulus\|.*?
Animals	.*?\|Siberion\|.*?
Animals	.*?\|Siphonoconcha\|.*?
Animals	.*?\|Siphusauctidae\|.*?
Animals	.*?\|Spygoria\|.*?
Animals	.*?\|Synascidia\|.*?
Animals	.*?\|Tardigrada\|.*?
Animals	.*?\|Tentaculata\|.*?
Animals	.*?\|Tetraradialomorpha\|.*?
Animals	.*?\|Triradialomorpha\|.*?
Animals	.*?\|Uncus\|.*?
Animals	.*?\|Vendobionta\|.*?
Animals	.*?\|Ventogyrus\|.*?
Animals	.*?\|Vetulicolia\|.*?
Animals	.*?\|Vetulocystida\|.*?
Animals	.*?\|Westgardia\|.*?
Animals	.*?\|Xenusia\|.*?
Animals	.*?\|Xidazoon\|.*?
Animals	.*?\|Yelovichnus\|.*?
Animals	.*?\|Yuknessia\|.*?
Animals	.*?\|Yunnanozoon\|.*?
Animals	.*?\|Diacoma\|.*?
Animals	.*?\|Mollusca\|(.*?\|)?Shishania\|.*?
Annelida	.*?\|Aciculata\|.*?
Annelida	.*?\|Annelida\|.*?
Annelida	.*?\|Bonelliidae\|.*?
Annelida	.*?\|Canalipalpata\|.*?
Annelida	.*?\|Capitellidae\|.*?
Annelida	.*?\|Chaetifera\|.*?
Annelida	.*?\|Clitellata\|.*?
Annelida	.*?\|Cossuridae\|.*?
Annelida	.*?\|Echiuridae\|.*?
Annelida	.*?\|Eunicida\|.*?
Annelida	.*?\|Hesionidae\|.*?
Annelida	.*?\|Maldanidae\|.*?
Annelida	.*?\|Onuphidae\|.*?
Annelida	.*?\|Opheliidae\|.*?
Annelida	.*?\|Orbiniidae\|.*?
Annelida	.*?\|Orthonectida\|.*?
Annelida	.*?\|Paraonidae\|.*?
Annelida	.*?\|Phyllodocida\|.*?
Annelida	.*?\|Sabellida\|.*?
Annelida	.*?\|Sipuncula\|.*?
Annelida	.*?\|Urechidae\|.*?
Arachnida	.*?\|Agelenidae\|.*?
Arachnida	.*?\|Animalia\|(.*?\|)?Bellonia\|.*?
Arachnida	.*?\|Arachnida\|.*?
Arachnida	.*?\|Araneae\|.*?
Arachnida	.*?\|Araneidae\|.*?
Arachnida	.*?\|Arthropoda\|(.*?\|)?Bellonia\|.*?
Arachnida	.*?\|Epeira\|.*?
Arachnida	.*?\|Haemalastor\|.*?
Arachnida	.*?\|Ixodida\|.*?
Arachnida	.*?\|Knemidokoptidae\|.*?
Arachnida	.*?\|Lycosidae\|.*?
Arachnida	.*?\|Mesostigmata\|.*?
Arachnida	.*?\|Opiliones\|.*?
Arachnida	.*?\|Pseudoscorpiones\|.*?
Arachnida	.*?\|Salticidae\|.*?
Arachnida	.*?\|Sarcoptiformes\|.*?
Arachnida	.*?\|Scorpiones\|.*?
Arachnida	.*?\|Scorpionida\|.*?
Arachnida	.*?\|Solifugae\|.*?
Arachnida	.*?\|Spelaeorhynchi\|.*?
Arachnida	.*?\|Theridiidae\|.*?
Arachnida	.*?\|Trombidiformes\|.*?
Arachnida	.*?\|Uropygi\|.*?
Arachnida	.*?\|Chiracanthium\|.*?
Archaea	.*?\|Biota\|Archaea\|.*?
Archaea	.*?\|Cellular Organisms\|Archaea\|.*?
Archaea	.*?\|Prokaryota\|Archaea\|.*?
Archaea	.*?\|Candidatus Geothermarchaeota\|.*?
Archaea	.*?\|Candidatus Lokiarchaeota\|.*?
Archaea	.*?\|Candidatus Odinarchaeota\|.*?
Archaea	.*?\|Crenarchaeota\|.*?
Archaea	.*?\|Euryarchaeota\|.*?
Archaea	.*?\|Geothermarchaeota\|.*?
Archaea	.*?\|Lokiarchaeota\|.*?
Archaea	.*?\|Odinarchaeota\|.*?
Archaea	.*?\|Thaumarchaeota\|.*?
Archaea	.*?\|Methanobacteriati\|.*?
Archaea	.*?\|Nanobdellati\|.*?
Archaea	.*?\|Promethearchaeati\|.*?
Archaea	.*?\|Thermoproteati\|.*?
Archaea	^\|Archaea\|$
Archaea	.*?\|Nanoarchaeota\|.*?
Archaea	.*?\|Thermoproteota\|.*?
Arthropoda	.*?\|Arthropoda\|Arachnomorpha\|.*?
Arthropoda	.*?\|Cercofilata\|Diplura\|.*?
Arthropoda	.*?\|Hexapoda\|Diplura\|.*?
Arthropoda	.*?\|Arthropoda\|Diplura\|.*?
Arthropoda	.*?\|Arthropoda\|$
Arthropoda	.*?\|Artiopoda\|$
Arthropoda	.*?\|Cercofilata\|$
Arthropoda	.*?\|Chelicerata\|$
Arthropoda	.*?\|Dekatriata\|$
Arthropoda	.*?\|Deuteropoda\|$
Arthropoda	.*?\|Entognatha\|$
Arthropoda	.*?\|Euchelicerata\|$
Arthropoda	.*?\|Hexapoda\|$
Arthropoda	.*?\|Mandibulata\|$
Arthropoda	.*?\|Pancrustacea\|$
Arthropoda	.*?\|Planaterga\|$
Arthropoda	.*?\|Prosomapoda\|$
Arthropoda	.*?\|Sclerophorata\|$
Arthropoda	.*?\|Trilobitomorpha\|$
Arthropoda	.*?\|Almenia\|.*?
Arthropoda	.*?\|Anderella\|.*?
Arthropoda	.*?\|Aquilonifer\|.*?
Arthropoda	.*?\|Bembicosoma\|.*?
Arthropoda	.*?\|Borchgrevinkium\|.*?
Arthropoda	.*?\|Bunaia\|.*?
Arthropoda	.*?\|Bunodacea\|.*?
Arthropoda	.*?\|Camanchia\|.*?
Arthropoda	.*?\|Chasmataspidida\|.*?
Arthropoda	.*?\|Chelicerata\|(.*?\|)?Pseudoniscus\|.*?
Arthropoda	.*?\|Conciliterga\|.*?
Arthropoda	.*?\|Dibasterium\|.*?
Arthropoda	.*?\|Dinocaridida\|.*?
Arthropoda	.*?\|Dongshanocaris\|.*?
Arthropoda	.*?\|Entognatha\|(.*?\|)?Diplura\|.*?
Arthropoda	.*?\|Esmeraldacaris\|.*?
Arthropoda	.*?\|Eurypterida\|.*?
Arthropoda	.*?\|Euthycarcinoidea\|.*?
Arthropoda	.*?\|Falcatamacaris\|.*?
Arthropoda	.*?\|Fuxianhuiida\|.*?
Arthropoda	.*?\|Guangweicarididae\|.*?
Arthropoda	.*?\|Habeliida\|.*?
Arthropoda	.*?\|Houia\|.*?
Arthropoda	.*?\|Hymenocarina\|.*?
Arthropoda	.*?\|Isoxyida\|.*?
Arthropoda	.*?\|Jianfengia\|.*?
Arthropoda	.*?\|Keurbos\|.*?
Arthropoda	.*?\|Kleptothule\|.*?
Arthropoda	.*?\|Kwanyinaspis\|.*?
Arthropoda	.*?\|Legrandella\|.*?
Arthropoda	.*?\|Leverhulmia\|.*?
Arthropoda	.*?\|Longquania\|.*?
Arthropoda	.*?\|Marrelomorpha\|.*?
Arthropoda	.*?\|Megacheira\|.*?
Arthropoda	.*?\|Meristosoma\|.*?
Arthropoda	.*?\|Merostomata\|.*?
Arthropoda	.*?\|Merostomoidea\|.*?
Arthropoda	.*?\|Mollisoniida\|.*?
Arthropoda	.*?\|Musacaris\|.*?
Arthropoda	.*?\|Nektaspidida\|.*?
Arthropoda	.*?\|Notchia\|.*?
Arthropoda	.*?\|Odaraiida\|.*?
Arthropoda	.*?\|Oelandocaris\|.*?
Arthropoda	.*?\|Offacolidae\|.*?
Arthropoda	.*?\|Opabiniidae\|.*?
Arthropoda	.*?\|Panlongia\|.*?
Arthropoda	.*?\|Parioscorpio\|.*?
Arthropoda	.*?\|Parvancorinomorpha\|.*?
Arthropoda	.*?\|Parvibellus\|.*?
Arthropoda	.*?\|Pauloterminus\|.*?
Arthropoda	.*?\|Pentapalaeopycnon\|.*?
Arthropoda	.*?\|Phytophilaspis\|.*?
Arthropoda	.*?\|Planaterga\|(.*?\|)?Bunodes\|.*?
Arthropoda	.*?\|Polystomurum\|.*?
Arthropoda	.*?\|Proricaris\|.*?
Arthropoda	.*?\|Protocaris\|.*?
Arthropoda	.*?\|Protura\|.*?
Arthropoda	.*?\|Pseudoiulia\|.*?
Arthropoda	.*?\|Pycnogonida\|.*?
Arthropoda	.*?\|Radiodonta\|.*?
Arthropoda	.*?\|Retifacies\|.*?
Arthropoda	.*?\|Rhynimonstrum\|.*?
Arthropoda	.*?\|Sanctacaris\|.*?
Arthropoda	.*?\|Shankouia\|.*?
Arthropoda	.*?\|Squamacula\|.*?
Arthropoda	.*?\|Thurandina\|.*?
Arthropoda	.*?\|Titanoprosoma\|.*?
Arthropoda	.*?\|Tuzoida\|.*?
Arthropoda	.*?\|Utahcaris\|.*?
Arthropoda	.*?\|Venustulus\|.*?
Arthropoda	.*?\|Vicissicaudata\|.*?
Arthropoda	.*?\|Waptiida\|.*?
Arthropoda	.*?\|Weinberginidae\|.*?
Arthropoda	.*?\|Winneshiekia\|.*?
Arthropoda	.*?\|Xandarellida\|.*?
Arthropoda	.*?\|Xiphosura\|.*?
Arthropoda	.*?\|Xiphosurida\|.*?
Arthropoda	.*?\|Yicaris\|.*?
Arthropoda	.*?\|Youti\|.*?
Arthropoda	.*?\|Zonoscutum\|.*?
Arthropoda	.*?\|Zonozoe\|.*?
Arthropoda	.*?\|Campodeidae\|.*?
Arthropoda	.*?\|Japygidae\|.*?
Bacteria	.*?\|Biota\|Bacteria\|.*?
Bacteria	.*?\|Cellular Organisms\|Bacteria\|.*?
Bacteria	.*?\|Chlorobiota\|$
Bacteria	.*?\|Actinobacteria\|.*?
Bacteria	.*?\|Algae\|(.*?\|)?Cryptozoon\|.*?
Bacteria	.*?\|Amganella\|.*?
Bacteria	.*?\|Aquificae\|.*?
Bacteria	.*?\|Babeliae\|.*?
Bacteria	.*?\|Bacillati\|.*?
Bacteria	.*?\|Bacteroidetes\|.*?
Bacteria	.*?\|Bogutschanophycus\|.*?
Bacteria	.*?\|Botominella\|.*?
Bacteria	.*?\|Bulbistroma\|.*?
Bacteria	.*?\|candidate division NC10\|.*?
Bacteria	.*?\|Candidatus Babeliae\|.*?
Bacteria	.*?\|Candidatus Melainabacteria\|.*?
Bacteria	.*?\|Candidatus Parcubacteria\|.*?
Bacteria	.*?\|Candidatus Saccharibacteria\|.*?
Bacteria	.*?\|Candidatus Thermoplasmatota\|.*?
Bacteria	.*?\|Chlamydiae\|.*?
Bacteria	.*?\|Chlorobi\|.*?
Bacteria	.*?\|Codonophycus\|.*?
Bacteria	.*?\|Collenella\|.*?
Bacteria	.*?\|Collenia\|.*?
Bacteria	.*?\|Concresceraria\|.*?
Bacteria	.*?\|Conophyton\|.*?
Bacteria	.*?\|Cyanobacteria\|.*?
Bacteria	.*?\|Cyanobacteria\|(.*?\|)?Tunicata\|.*?
Bacteria	.*?\|Cyanophyceae\|.*?
Bacteria	.*?\|Cyanophyceae\|(.*?\|)?Tunicata\|.*?
Bacteria	.*?\|Deinococcus-Thermus\|.*?
Bacteria	.*?\|Digitularia\|.*?
Bacteria	.*?\|Dikimdinella\|.*?
Bacteria	.*?\|Dolatophycus\|.*?
Bacteria	.*?\|Echaninia\|.*?
Bacteria	.*?\|Elusimicrobia\|.*?
Bacteria	.*?\|Eniseiella\|.*?
Bacteria	.*?\|Entophysalites\|.*?
Bacteria	.*?\|Fibrobacteres\|.*?
Bacteria	.*?\|Firmicutes\|.*?
Bacteria	.*?\|Foninia\|.*?
Bacteria	.*?\|Fusobacteria\|.*?
Bacteria	.*?\|Gyalosphaera\|.*?
Bacteria	.*?\|Hydrocorynites\|.*?
Bacteria	.*?\|Ilictidae\|(.*?\|)?Tunicata\|.*?
Bacteria	.*?\|Inzeria\|.*?
Bacteria	.*?\|Jurusania\|.*?
Bacteria	.*?\|Katangasia\|.*?
Bacteria	.*?\|Katavia\|.*?
Bacteria	.*?\|Kussiella\|.*?
Bacteria	.*?\|Lentisphaerae\|.*?
Bacteria	.*?\|Leptotrichomaria\|.*?
Bacteria	.*?\|Lithomyxa\|.*?
Bacteria	.*?\|Melainabacteria\|.*?
Bacteria	.*?\|Murandavia\|.*?
Bacteria	.*?\|Nanobacterium\|.*?
Bacteria	.*?\|Neospongiostroma\|.*?
Bacteria	.*?\|Nitrospirae\|.*?
Bacteria	.*?\|Nostocaceae\|.*?
Bacteria	.*?\|Nostocales\|.*?
Bacteria	.*?\|Nubecularites\|.*?
Bacteria	.*?\|Oscillatoriales\|.*?
Bacteria	.*?\|Ottonosia\|.*?
Bacteria	.*?\|Parcubacteria\|.*?
Bacteria	.*?\|Pilostroma\|.*?
Bacteria	.*?\|Planctomycetes\|.*?
Bacteria	.*?\|Plantae\|(.*?\|)?Baicalia\|.*?
Bacteria	.*?\|Plantae\|(.*?\|)?Brachydactylus\|.*?
Bacteria	.*?\|Plantae\|(.*?\|)?Dendractis\|.*?
Bacteria	.*?\|Plantae\|(.*?\|)?Monostychia\|.*?
Bacteria	.*?\|Plantae\|(.*?\|)?Protospira\|.*?
Bacteria	.*?\|Plantae\|(.*?\|)?Ramulus\|.*?
Bacteria	.*?\|Plantae\|(.*?\|)?Umbellula\|.*?
Bacteria	.*?\|Pleurocapsites\|.*?
Bacteria	.*?\|Poecilophycus\|.*?
Bacteria	.*?\|Polyangiaceae\|.*?
Bacteria	.*?\|Polytrichoides\|.*?
Bacteria	.*?\|Proaulopora\|.*?
Bacteria	.*?\|Prokaryota\|(.*?\|)?Bacteria\|.*?
Bacteria	.*?\|Proteobacteria\|.*?
Bacteria	.*?\|Pseudomonadati\|.*?
Bacteria	.*?\|Rhodothermaeota\|.*?
Bacteria	.*?\|Rivularialithus\|.*?
Bacteria	.*?\|Saccharibacteria\|.*?
Bacteria	.*?\|Schizotrichites\|.*?
Bacteria	.*?\|Spirochaetes\|.*?
Bacteria	.*?\|Spongophycus\|.*?
Bacteria	.*?\|Stereophycus\|.*?
Bacteria	.*?\|Synergistetes\|.*?
Bacteria	.*?\|Tenericutes\|.*?
Bacteria	.*?\|Thaumatophycus\|.*?
Bacteria	.*?\|Thermoplasmatota\|.*?
Bacteria	.*?\|Thermotogae\|.*?
Bacteria	.*?\|Tschichatschevia\|.*?
Bacteria	.*?\|Tubulistroma\|.*?
Bacteria	.*?\|Uranovia\|.*?
Bacteria	.*?\|Vermiphilus\|.*?
Bacteria	.*?\|Verrucomicrobia\|.*?
Bacteria	.*?\|Visheraia\|.*?
Bacteria	.*?\|Zonotrichites\|.*?
Bacteria	.*?\|Fidelibacterota\|.*?
Bacteria	.*?\|Fusobacteriati\|.*?
Bacteria	.*?\|Thermotogati\|.*?
Bacteria	.*?\|Vulcanimicrobiota\|.*?
Bacteria	^\|Bacteria\|$
Bacteria	.*?\|Actinobacteriota\|.*?
Bacteria	.*?\|Bacteria\|(.*?\|)?Atheia\|.*?
Bacteria	.*?\|Bacterium\|.*?
Bacteria	.*?\|Bacteroidota\|.*?
Bacteria	.*?\|Campylobacterota\|.*?
Bacteria	.*?\|Chlamydiota\|.*?
Bacteria	.*?\|Chloroflexota\|.*?
Bacteria	.*?\|Clostridia\|.*?
Bacteria	.*?\|Deinococcota\|.*?
Bacteria	.*?\|Desulfovibrionia\|.*?
Bacteria	.*?\|Fusobacteriota\|.*?
Bacteria	.*?\|Myxococcota\|.*?
Bacteria	.*?\|Negativicutes\|.*?
Bacteria	.*?\|Patescibacteria\|.*?
Bacteria	.*?\|Schizomycetes\|.*?
Bacteria	.*?\|Sphingobacteria\|.*?
Bacteria	.*?\|Spirochaetota\|.*?
Bacteria	.*?\|Bacteria\|(.*?\|)?Streptothrix\|.*?
Bacteria	.*?\|Synergistota\|.*?
Bacteria	.*?\|Zixibacteria\|.*?
Bivalvia	.*?\|Animalia\|(.*?\|)?Ortonella\|.*?
Bivalvia	.*?\|Bivalvia\|.*?
Bivalvia	.*?\|Dysmea\|.*?
Bivalvia	.*?\|Hirundinaria\|.*?
Bivalvia	.*?\|Mollusca\|(.*?\|)?Ortonella\|.*?
Bivalvia	.*?\|Reticulatus\|.*?
Blattodea	.*?\|Blabera\|.*?
Blattodea	.*?\|Blattellidae\|.*?
Blattodea	.*?\|Blattodea\|.*?
Blattodea	.*?\|Eopanorpella\|.*?
Blattodea	.*?\|Exopterygota\|(.*?\|)?Blattaria\|.*?
Blattodea	.*?\|Insecta\|(.*?\|)?Isoptera\|.*?
Blattodea	.*?\|Kinklidoblatta\|.*?
Blattodea	.*?\|Micropalentomidae\|.*?
Blattodea	.*?\|Nyctiboridae\|.*?
Blattodea	.*?\|Palaeotermes\|.*?
Blattodea	.*?\|Pozabudnutie\|.*?
Blattodea	.*?\|Protoblattinopsis\|.*?
Blattodea	.*?\|Pseudomopidae\|.*?
Blattodea	.*?\|Qilianiblatta\|.*?
Blattodea	.*?\|Sobytie\|.*?
Blattodea	.*?\|Sphalmatoblattina\|.*?
Blattodea	.*?\|Subioblattidae\|.*?
Brachiopoda	.*?\|Animalia\|(.*?\|)?Retaria\|.*?
Brachiopoda	.*?\|Brachiopoda\|.*?
Brachiopoda	.*?\|Metazoa\|(.*?\|)?Retaria\|.*?
Brachiopoda	.*?\|Terebratulida\|.*?
Bryophytes	.*?\|Bryophyta\|$
Bryophytes	.*?\|Acrobolbaceae\|.*?
Bryophytes	.*?\|Adelanthaceae\|.*?
Bryophytes	.*?\|Adelotheciaceae\|.*?
Bryophytes	.*?\|Amblystegiaceae\|.*?
Bryophytes	.*?\|Andreaeaceae\|.*?
Bryophytes	.*?\|Andreaeobryopsida\|.*?
Bryophytes	.*?\|Andreaeopsida\|.*?
Bryophytes	.*?\|Aneuraceae\|.*?
Bryophytes	.*?\|Anomodontaceae\|.*?
Bryophytes	.*?\|Anthocerotaceae\|.*?
Bryophytes	.*?\|Anthocerotophyta\|.*?
Bryophytes	.*?\|Anthocerotopsida\|.*?
Bryophytes	.*?\|Archidiaceae\|.*?
Bryophytes	.*?\|Arnelliaceae\|.*?
Bryophytes	.*?\|Aulacomniaceae\|.*?
Bryophytes	.*?\|Aytoniaceae\|.*?
Bryophytes	.*?\|Bachtia\|.*?
Bryophytes	.*?\|Bajdaievia\|.*?
Bryophytes	.*?\|Balantiopsidaceae\|.*?
Bryophytes	.*?\|Bartramiaceae\|.*?
Bryophytes	.*?\|Brachytheciaceae\|.*?
Bryophytes	.*?\|Bruchiaceae\|.*?
Bryophytes	.*?\|Bryaceae\|.*?
Bryophytes	.*?\|Bryobiotina\|.*?
Bryophytes	.*?\|Bryopsida\|.*?
Bryophytes	.*?\|Calliergonaceae\|.*?
Bryophytes	.*?\|Calymperaceae\|.*?
Bryophytes	.*?\|Calypogeiaceae\|.*?
Bryophytes	.*?\|Catagoniaceae\|.*?
Bryophytes	.*?\|Cephaloziaceae\|.*?
Bryophytes	.*?\|Cephaloziellaceae\|.*?
Bryophytes	.*?\|Chonecoleaceae\|.*?
Bryophytes	.*?\|Cirratriradites\|.*?
Bryophytes	.*?\|Cooksonites\|.*?
Bryophytes	.*?\|Corsiniaceae\|.*?
Bryophytes	.*?\|Cryphaeaceae\|.*?
Bryophytes	.*?\|Cyathodiaceae\|.*?
Bryophytes	.*?\|Daltoniaceae\|.*?
Bryophytes	.*?\|Dendrocerotaceae\|.*?
Bryophytes	.*?\|Dicranaceae\|.*?
Bryophytes	.*?\|Dicranites\|.*?
Bryophytes	.*?\|Diphysciaceae\|.*?
Bryophytes	.*?\|Ditrichaceae\|.*?
Bryophytes	.*?\|Dumortieraceae\|.*?
Bryophytes	.*?\|Entodontaceae\|.*?
Bryophytes	.*?\|Erpodiaceae\|.*?
Bryophytes	.*?\|Eustichiaceae\|.*?
Bryophytes	.*?\|Fabroniaceae\|.*?
Bryophytes	.*?\|Fissidentaceae\|.*?
Bryophytes	.*?\|Fontinalaceae\|.*?
Bryophytes	.*?\|Fossombroniaceae\|.*?
Bryophytes	.*?\|Frullaniaceae\|.*?
Bryophytes	.*?\|Funariaceae\|.*?
Bryophytes	.*?\|Geocalycaceae\|.*?
Bryophytes	.*?\|Glyphomitrium\|.*?
Bryophytes	.*?\|Grimmiaceae\|.*?
Bryophytes	.*?\|Gymnomitriaceae\|.*?
Bryophytes	.*?\|Haplomitriopsida\|.*?
Bryophytes	.*?\|Hedwigiaceae\|.*?
Bryophytes	.*?\|Helicophyllaceae\|.*?
Bryophytes	.*?\|Hepaticaephyton\|.*?
Bryophytes	.*?\|Hepaticopsida\|.*?
Bryophytes	.*?\|Hepatophyta\|.*?
Bryophytes	.*?\|Herbertaceae\|.*?
Bryophytes	.*?\|Hookeriaceae\|.*?
Bryophytes	.*?\|Hydropogonaceae\|.*?
Bryophytes	.*?\|Hygrohypnidium\|.*?
Bryophytes	.*?\|Hylocomiaceae\|.*?
Bryophytes	.*?\|Hypnaceae\|.*?
Bryophytes	.*?\|Hypnales\|.*?
Bryophytes	.*?\|Hypopterygiaceae\|.*?
Bryophytes	.*?\|Jamesoniellaceae\|.*?
Bryophytes	.*?\|Jubulaceae\|.*?
Bryophytes	.*?\|Jungermanniaceae\|.*?
Bryophytes	.*?\|Jungermanniopsida\|.*?
Bryophytes	.*?\|Junjagia\|.*?
Bryophytes	.*?\|Lejeuneaceae\|.*?
Bryophytes	.*?\|Lembophyllaceae\|.*?
Bryophytes	.*?\|Lepicoleaceae\|.*?
Bryophytes	.*?\|Lepidoziaceae\|.*?
Bryophytes	.*?\|Lepyrodontaceae\|.*?
Bryophytes	.*?\|Leskeaceae\|.*?
Bryophytes	.*?\|Leucobryaceae\|.*?
Bryophytes	.*?\|Leucodontaceae\|.*?
Bryophytes	.*?\|Leucomiaceae\|.*?
Bryophytes	.*?\|Lophocoleaceae\|.*?
Bryophytes	.*?\|Lunulariaceae\|.*?
Bryophytes	.*?\|Marchantiaceae\|.*?
Bryophytes	.*?\|Marchantiophyta\|.*?
Bryophytes	.*?\|Marchantiopsida\|.*?
Bryophytes	.*?\|Meteoriaceae\|.*?
Bryophytes	.*?\|Metzgeriaceae\|.*?
Bryophytes	.*?\|Mniaceae\|.*?
Bryophytes	.*?\|Monocleaceae\|.*?
Bryophytes	.*?\|Musciphyton\|.*?
Bryophytes	.*?\|Myriniaceae\|.*?
Bryophytes	.*?\|Naiadita\|.*?
Bryophytes	.*?\|Neckeraceae\|.*?
Bryophytes	.*?\|Notothyladaceae\|.*?
Bryophytes	.*?\|Orthodontiaceae\|.*?
Bryophytes	.*?\|Orthotrichaceae\|.*?
Bryophytes	.*?\|Oxymitraceae\|.*?
Bryophytes	.*?\|Palaeohepatica\|.*?
Bryophytes	.*?\|Pallaviciniaceae\|.*?
Bryophytes	.*?\|Pelliaceae\|.*?
Bryophytes	.*?\|Phyllodrepaniaceae\|.*?
Bryophytes	.*?\|Phyllogoniaceae\|.*?
Bryophytes	.*?\|Phymatocerotaceae\|.*?
Bryophytes	.*?\|Pilotrichaceae\|.*?
Bryophytes	.*?\|Plagiochilaceae\|.*?
Bryophytes	.*?\|Plagiotheciaceae\|.*?
Bryophytes	.*?\|Plantae\|(.*?\|)?Bassania\|.*?
Bryophytes	.*?\|Plantae\|(.*?\|)?Braunia\|.*?
Bryophytes	.*?\|Plantae\|(.*?\|)?Fucoides\|.*?
Bryophytes	.*?\|Plantae\|(.*?\|)?Salairia\|.*?
Bryophytes	.*?\|Plantae\|(.*?\|)?Sewardiella\|.*?
Bryophytes	.*?\|Pleuroziaceae\|.*?
Bryophytes	.*?\|Polyssaievia\|.*?
Bryophytes	.*?\|Polytrichaceae\|.*?
Bryophytes	.*?\|Polytrichopsida\|.*?
Bryophytes	.*?\|Porellaceae\|.*?
Bryophytes	.*?\|Pottiaceae\|.*?
Bryophytes	.*?\|Prionodontaceae\|.*?
