Index	higherClassification
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Scorpionida|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Shankouia|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Siberion|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Tuzoida|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Utahcaris|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Youti|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Dinocaridida|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Lenisambulatrix|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Luolishaniida|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Onychodictyon|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Opabiniidae|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Tardigrada|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Xenusia|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Scalidophora|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Uncus|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Chaetognathifera|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Gastrotricha|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Gnathifera|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|
Annelida	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Annelida|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Entoprocta|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Lophophorata|
Bryozoa	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Lophophorata|Bryozoa|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Lophophorata|Conicula|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Lophophorata|Hyolitha|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Lophophorata|Panbrachiopoda|
Brachiopoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Lophophorata|Panbrachiopoda|Brachiopoda|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Lophophorata|Panbrachiopoda|Stenothecoida|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Lophophorata|Phlogites|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Lophophorata|Tentaculitida|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Actinoconus|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Aldanolina|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Algomella|*
Bivalvia	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Bivalvia|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Calyptoptomatida|*
Cephalopoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Cephalopoda|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Corystos|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Dysmea|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Eosoconus|*
Gastropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Gastropoda|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Granoconus|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Helcionelloida|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Hemithecellitina|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Huangshandogoconus|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Kepinospira|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Khairkhaniidae|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Laticonus|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Liantuoconus|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Mackenziella|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Maikhanellidae|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Merismoconcha|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Minymerisma|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Odontogriphus|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Paragastropoda|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Porcaconus|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Proconus|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Rostroconchia|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Sachitida|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Salanyella|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Scaphopoda|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Serialia|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Sinuconus|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Spatuloconus|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Tergomya|*
Mollusca	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Mollusca|Yangtzemerisma|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Namacalathus|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Lophotrochozoa|Tentaculita|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Platyzoa|
Flatworms	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Platyzoa|Platyhelminthes|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Schizocoela|
Annelida	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Schizocoela|Sipuncula|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Trochozoa|
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Trochozoa|Eutrochozoa|
Annelida	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Trochozoa|Eutrochozoa|Chaetifera|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Spiralia|Trochozoa|Nemertea|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Ikaria|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Rhombocorniculum|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Siphusauctidae|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Yunnanozoon|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilaterialomorpha|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bomakellia|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Broccoliforma|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bronicella|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Chenmengella|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Chondroplon|*
Cnidaria	Life|Eucarya|Opisthokonta|Animalia|Cnidaria|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Convolutubus|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Deuteronectanebos|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Dictyorhabdus|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Eodiorygma|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Epitheliozoa|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Erniettomorpha|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Eumetazoa|
Animals	Life|Eucarya|Opisthokonta|Animalia|Eumetazoa|Ausiidae|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Eumetazoa|Bilateralomorpha|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Eumetazoa|Eoandromeda|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Eumetazoa|Funisia|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Eumetazoa|Placozoa|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Eumetazoa|Plexus|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Eumetazoa|Quaestio|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Eumetazoa|Rangeomorpha|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Eumetazoa|Shufangtubulus|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Eumetazoa|Triploblastica|
Animals	Life|Eucarya|Opisthokonta|Animalia|Eumetazoa|Triploblastica|Ctenophora|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Eumetazoa|Triploblastica|Eutriploblastica|
Animals	Life|Eucarya|Opisthokonta|Animalia|Eumetazoa|Triploblastica|Eutriploblastica|Neotriploblastica|
Animals	Life|Eucarya|Opisthokonta|Animalia|Eumetazoa|Triploblastica|Eutriploblastica|Neotriploblastica|Eucoelomata|
Animals	Life|Eucarya|Opisthokonta|Animalia|Eumetazoa|Triploblastica|Eutriploblastica|Neotriploblastica|Paracoelomata|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Euradiculata|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Gaojiashania|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Gephyrea|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Goettingenia|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Helanoichnus|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Hyolithelminthida|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Khasaktidae|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Kimberellomorpha|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Kinzeriidae|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Kuckaraukia|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Lidaconus|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Limacites|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Lomosovis|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Mesozoa|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Nectocarididae|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Odontogriphidae|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Palaeacmaea|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Persimedusites|*
Porifera	Life|Eucarya|Opisthokonta|Animalia|Porifera|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Proarticulata|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Problematica|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Scenellopsis|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Siphonoconcha|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Spygoria|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Tentaculitoidea|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Tetraradialomorpha|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Triradialomorpha|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Ventogyrus|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Westgardia|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Xidazoon|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Yelovichnus|*
Protists	Life|Eucarya|Opisthokonta|Choanozoa|*
Protists	Life|Eucarya|Opisthokonta|Holomycota|
Fungi	Life|Eucarya|Opisthokonta|Holomycota|Fungi|*
Protists	Life|Eucarya|Opisthokonta|Holomycota|Nucleariae|*
Protists	Life|Eucarya|Opisthokonta|Holozoa|
Protists	Life|Eucarya|Opisthokonta|Holozoa|Bicellum|*
Protists	Life|Eucarya|Trachycyrillium|*
Protists	Life|Eukarya|
Protists	Life|Eukarya|Archeoxybaphon|*
Protists	Life|Eukarya|Characodictyon|*
Protists	Life|Eukarya|Circidentatus|*
Protists	Life|Eukarya|Circitorquis|*
Protists	Life|Eukarya|Daedalosphaera|*
Protists	Life|Eukarya|Galerosphaera|*
Protists	Life|Eukarya|Gyalosphaera|*
Protists	Life|Eukarya|Herisphaera|*
Protists	Life|Eukarya|Hexacatillus|*
Protists	Life|Eukarya|Melanocyrillium|*
Protists	Life|Eukarya|Nunatsiaquus|*
Protists	Life|Eukarya|Ospercapatera|*
Protists	Life|Eukarya|Palaeastrum|*
Protists	Life|Eukarya|Palaeoarcella|*
Protists	Life|Eukarya|Paleohexadictyon|*
Protists	Life|Eukarya|Paleomegasquama|*
Protists	Life|Eukarya|Paleoscutula|*
Protists	Life|Eukarya|Petasisquama|*
Protists	Life|Eukarya|Protoctista|
Protists	Life|Eukarya|Protoctista|Chrysomonads|*
Protists	Life|Eukarya|Protoctista|Oomycota|*
Protists	Life|Eukarya|Protoctista|Phaeophyta|*
Protists	Life|Eukarya|Protoctista|Rhizopoda|*
Protists	Life|Eukarya|Quadrireticulum|*
Protists	Life|Eukarya|Squamosphaera|*
Protists	Life|Eukarya|Thorakidictyon|*
Protists	Life|Eukaryota|
Fungi	Life|Eukaryota|Allonema|*
Protists	Life|Eukaryota|Archaeplastida|
Plants	Life|Eukaryota|Archaeplastida|Chloroplastida|
Plants	Life|Eukaryota|Archaeplastida|Chloroplastida|Charophyta|*
Chlorophyta	Life|Eukaryota|Archaeplastida|Chloroplastida|Chlorophyta|*
Chlorophyta	Life|Eukaryota|Archaeplastida|Chloroplastida|Prasinophytae|*
Protists	Life|Eukaryota|Birrindudutuba|*
Protists	Life|Eukaryota|Chitinozoa|*
Protists	Life|Eukaryota|Chlorobiota|
Protists	Life|Eukaryota|Chlorobiota|Micromonadobionta|*
Plants	Life|Eukaryota|Chlorobiota|Streptobionta|
Plants	Life|Eukaryota|Chlorobiota|Streptobionta|Chaetosphaeridiobiotes|*
Chlorophyta	Life|Eukaryota|Chlorobiota|Ulvobionta|*
Protists	Life|Eukaryota|Chromalveolata|
Protists	Life|Eukaryota|Chromalveolata|Alveolata|
Protists	Life|Eukaryota|Chromalveolata|Alveolata|Myzozoa|*
Protists	Life|Eukaryota|Chromalveolata|Haptophyta|*
Protists	Life|Eukaryota|Chromista|
Protists	Life|Eukaryota|Chromista|Rhizaria|
Protists	Life|Eukaryota|Chromista|Rhizaria|Cercozoa|*
Foraminifera	Life|Eukaryota|Chromista|Rhizaria|Foraminifera|*
Protists	Life|Eukaryota|Chrysophyta|*
Protists	Life|Eukaryota|Conglobocella|*
Protists	Life|Eukaryota|Dapcodinium|*
Protists	Life|Eukaryota|Filinexum|*
Protists	Life|Eukaryota|Gigantosphaeridium|*
Protists	Life|Eukaryota|Glossophyton|*
Protists	Life|Eukaryota|Kamolineata|*
Protists	Life|Eukaryota|Limbunyasphaera|*
Protists	Life|Eukaryota|Mendicodinium|*
Protists	Life|Eukaryota|Ochrophyta|*
Protists	Life|Eukaryota|Palaeosiphonella|*
Plants	Life|Eukaryota|Plantae|
Plants	Life|Eukaryota|Plantae|Abditriletes|*
Rhodophyta	Life|Eukaryota|Plantae|Acanthina|*
Angiosperms	Life|Eukaryota|Plantae|Achillea|*
Angiosperms	Life|Eukaryota|Plantae|Achyranthes|*
Angiosperms	Life|Eukaryota|Plantae|Actaea|*
Plants	Life|Eukaryota|Plantae|Actinidioxylon|*
Angiosperms	Life|Eukaryota|Plantae|Adenanthera|*
Angiosperms	Life|Eukaryota|Plantae|Adonis|*
Angiosperms	Life|Eukaryota|Plantae|Aeginetia|*
Angiosperms	Life|Eukaryota|Plantae|Aegopodium|*
Plants	Life|Eukaryota|Plantae|Aerorhizos|*
Plants	Life|Eukaryota|Plantae|Aethusa|*
Plants	Life|Eukaryota|Plantae|Afzelioxylon|*
Plants	Life|Eukaryota|Plantae|Agarites|*
Plants	Life|Eukaryota|Plantae|Agathopsis|*
Plants	Life|Eukaryota|Plantae|Agavites|*
Angiosperms	Life|Eukaryota|Plantae|Ageratum|*
Plants	Life|Eukaryota|Plantae|Agnophyton|*
Plants	Life|Eukaryota|Plantae|Agnotocaulon|*
Angiosperms	Life|Eukaryota|Plantae|Agrimonia|*
Angiosperms	Life|Eukaryota|Plantae|Agrostemma|*
Plants	Life|Eukaryota|Plantae|Agrostidium|*
Angiosperms	Life|Eukaryota|Plantae|Agrostis|*
Angiosperms	Life|Eukaryota|Plantae|Aira|*
Angiosperms	Life|Eukaryota|Plantae|Aizoon|*
Plants	Life|Eukaryota|Plantae|Ajakmalajsoria|*
Angiosperms	Life|Eukaryota|Plantae|Ajuga|*
Plants	Life|Eukaryota|Plantae|Akdalaphyton|*
Plants	Life|Eukaryota|Plantae|Alatampulla|*
Angiosperms	Life|Eukaryota|Plantae|Alcea|*
Angiosperms	Life|Eukaryota|Plantae|Alchemilla|*
Plants	Life|Eukaryota|Plantae|Alcyonidiopsis|*
Plants	Life|Eukaryota|Plantae|Aldanophyton|*
Plants	Life|Eukaryota|Plantae|Alectorurus|*
Protists	Life|Eukaryota|Plantae|Algae|Algacites|*
Protists	Life|Eukaryota|Plantae|Algae|Bartenia|*
Protists	Life|Eukaryota|Plantae|Algae|Cancellophycus|*
Protists	Life|Eukaryota|Plantae|Algae|Collenia|*
Protists	Life|Eukaryota|Plantae|Algae|Confervites|*
Bacteria	Life|Eukaryota|Plantae|Algae|Conophyton|*
Bacteria	Life|Eukaryota|Plantae|Algae|Cryptozoon|*
Rhodophyta	Life|Eukaryota|Plantae|Algae|Delesseria|*
Protists	Life|Eukaryota|Plantae|Algae|Dendrophycus|*
Bryophytes	Life|Eukaryota|Plantae|Algae|Fucoides|*
Protists	Life|Eukaryota|Plantae|Algae|Gilbertina|*
Protists	Life|Eukaryota|Plantae|Algae|Gyrodendron|*
Protists	Life|Eukaryota|Plantae|Algae|Halymenites|*
Protists	Life|Eukaryota|Plantae|Algae|Jurusania|*
Protists	Life|Eukaryota|Plantae|Algae|Loperia|*
Protists	Life|Eukaryota|Plantae|Algae|Myelophycus|*
Protists	Life|Eukaryota|Plantae|Algae|Palaeodictyon|*
Protists	Life|Eukaryota|Plantae|Algae|Petrophyton|*
Protists	Life|Eukaryota|Plantae|Algae|Retiphycus|*
Plants	Life|Eukaryota|Plantae|Algae|Zygnemataceae|*
Angiosperms	Life|Eukaryota|Plantae|Allium|*
Plants	Life|Eukaryota|Plantae|Alloasterophyllites|*
Plants	Life|Eukaryota|Plantae|Alloiopteris|*
Angiosperms	Life|Eukaryota|Plantae|Aloe|*
Plants	Life|Eukaryota|Plantae|Aloites|*
Angiosperms	Life|Eukaryota|Plantae|Alopecurus|*
Plants	Life|Eukaryota|Plantae|Alsine|*
Plants	Life|Eukaryota|Plantae|Alsophilina|*
Angiosperms	Life|Eukaryota|Plantae|Althaea|*
Plants	Life|Eukaryota|Plantae|Altimonoletes|*
Angiosperms	Life|Eukaryota|Plantae|Alyssum|*
Plants	Life|Eukaryota|Plantae|Amadocarpus|*
Plants	Life|Eukaryota|Plantae|Amadokia|*
Angiosperms	Life|Eukaryota|Plantae|Amaryllis|*
Plants	Life|Eukaryota|Plantae|Amaryllites|*
Angiosperms	Life|Eukaryota|Plantae|Amethystea|*
Plants	Life|Eukaryota|Plantae|Amgaina|*
Plants	Life|Eukaryota|Plantae|Amganella|*
Plants	Life|Eukaryota|Plantae|Ammatophyllum|*
Angiosperms	Life|Eukaryota|Plantae|Ammi|*
Plants	Life|Eukaryota|Plantae|Ampelidaceae|*
Plants	Life|Eukaryota|Plantae|Ampelophyllites|*
Plants	Life|Eukaryota|Plantae|Ampeloxylon|*
Plants	Life|Eukaryota|Plantae|Amphitoa|*
Plants	Life|Eukaryota|Plantae|Amphitoites|*
Plants	Life|Eukaryota|Plantae|Amyoxylon|*
Plants	Life|Eukaryota|Plantae|Anabacaulus|*
Plants	Life|Eukaryota|Plantae|Anabara|*
Angiosperms	Life|Eukaryota|Plantae|Anabasis|*
Plants	Life|Eukaryota|Plantae|Anabathra|*
Plants	Life|Eukaryota|Plantae|Anachoropteris|*
Angiosperms	Life|Eukaryota|Plantae|Anacyclus|*
Plants	Life|Eukaryota|Plantae|Anagallis|*
Angiosperms	Life|Eukaryota|Plantae|Anagyris|*
Plants	Life|Eukaryota|Plantae|Anarthrocanna|*
Angiosperms	Life|Eukaryota|Plantae|Anastatica|*
Angiosperms	Life|Eukaryota|Plantae|Anchusa|*
Plants	Life|Eukaryota|Plantae|Ancistrophyllum|*
Plants	Life|Eukaryota|Plantae|Andriania|*
Plants	Life|Eukaryota|Plantae|Androphyllum|*
Angiosperms	Life|Eukaryota|Plantae|Androsace|*
Angiosperms	Life|Eukaryota|Plantae|Andryala|*
Angiosperms	Life|Eukaryota|Plantae|Anemone|*
Angiosperms	Life|Eukaryota|Plantae|Anethum|*
Plants	Life|Eukaryota|Plantae|Angariella|*
Plants	Life|Eukaryota|Plantae|Angarolaminariopsis|*
Plants	Life|Eukaryota|Plantae|Angarophloios|*
Angiosperms	Life|Eukaryota|Plantae|Angelica|*
Plants	Life|Eukaryota|Plantae|Angiodendron|*
Plants	Life|Eukaryota|Plantae|Angiotheca|*
Plants	Life|Eukaryota|Plantae|Annonoxylon|*
Plants	Life|Eukaryota|Plantae|Anomalochara|*
Plants	Life|Eukaryota|Plantae|Anomaloxylon|*
Angiosperms	Life|Eukaryota|Plantae|Anthericum|*
Plants	Life|Eukaryota|Plantae|Anthocephale|*
Plants	Life|Eukaryota|Plantae|Anthodiopsis|*
Plants	Life|Eukaryota|Plantae|Antholithes|*
Plants	Life|Eukaryota|Plantae|Antholithus|*
Plants	Life|Eukaryota|Plantae|Antholyza|*
Protists	Life|Eukaryota|Plantae|Anthophycus|*
Angiosperms	Life|Eukaryota|Plantae|Anthoxanthum|*
Plants	Life|Eukaryota|Plantae|Anthracochondrus|*
Plants	Life|Eukaryota|Plantae|Anthracoporellopsis|*
Angiosperms	Life|Eukaryota|Plantae|Anthyllis|*
Angiosperms	Life|Eukaryota|Plantae|Antirrhinum|*
Plants	Life|Eukaryota|Plantae|Antrophyopteris|*
Plants	Life|Eukaryota|Plantae|Antrosphaera|*
Angiosperms	Life|Eukaryota|Plantae|Aphanes|*
Pteridophytes	Life|Eukaryota|Plantae|Aphlebia|*
Plants	Life|Eukaryota|Plantae|Aphlebiopteris|*
Plants	Life|Eukaryota|Plantae|Aphyllopteris|*
Plants	Life|Eukaryota|Plantae|Aphyllostachys|*
Angiosperms	Life|Eukaryota|Plantae|Apium|*
Plants	Life|Eukaryota|Plantae|Aplophlebis|*
Angiosperms	Life|Eukaryota|Plantae|Apluda|*
Angiosperms	Life|Eukaryota|Plantae|Apocynum|*
Plants	Life|Eukaryota|Plantae|Aptiana|*
Angiosperms	Life|Eukaryota|Plantae|Aquilegia|*
