Index	higherClassification
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Apedolepis|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Artenolepis|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Craniota|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Cyclostomi|*
Tetrapoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Eosaurus|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Galeaspida|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|
Chondrichthyes	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Chondrichthyes|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Eugnathostomata|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Janusiscus|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Minjinia|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|
Actinopterygii	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Actinopterygii|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Andreolepis|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Coregonidae|*
Actinopterygii	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Crenilepis|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Cyclotomodon|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Dipneusta|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Ganoidei|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Hypostomata|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Iniomi|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Malacostomata|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Naxilepis|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Nothosoma|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Percidarum|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Achoania|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Coelacanthimorpha|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnoi|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnomorpha|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Choanata|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Diabolepis|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Styloichthys|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Tetrapodomorpha|
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Tetrapodomorpha|Canowindridae|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Tetrapodomorpha|Densignathus|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Tetrapodomorpha|Elginerpetontidae|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Tetrapodomorpha|Elpistostegalia|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Tetrapodomorpha|Eotetrapodiformes|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Tetrapodomorpha|Gogonasus|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Tetrapodomorpha|Harajicadectes|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Tetrapodomorpha|Hongyu|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Tetrapodomorpha|Hynerpeton|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Tetrapodomorpha|Ichthyostegidae|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Tetrapodomorpha|Jakubsonia|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Tetrapodomorpha|Kenichthys|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Tetrapodomorpha|Livoniana|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Tetrapodomorpha|Metaxygnathus|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Tetrapodomorpha|Sinostega|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Tetrapodomorpha|Spodichthys|*
Tetrapoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Tetrapodomorpha|Tetrapoda|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Tetrapodomorpha|Tulerpetidae|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Tetrapodomorpha|Tungsenia|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Dipnotetrapodomorpha|Tetrapodomorpha|Ventastega|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Guiyu|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Ligulalepis|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Onychodontida|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Onychodontiformes|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Osteolepidida|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Osteolepiformes|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Psarolepis|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Ptyctolepis|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Rhipidistia|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Rhizodontida|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Rhizodontiformes|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sarcopterygii|Youngolepis|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Sparalepis|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Osteichthyes|Teleostomata|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Placodermiomorphi|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Plectrodus|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Qilinyu|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Ramirosuarezia|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Thelodonti|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Gnathostomata|Xiushanosteus|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Lepidotosaurus|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Pachycardia|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Palaeoxyris|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Petromyzontida|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Thelodontomorphi|*
Vertebrata	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Chordata|Vertebrata|Zamponiopteron|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Saccorhytida|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Vetulicolia|*
Flatworms	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Deuterostomia|Xenacoelomorpha|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Cephalorhyncha|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Cycloneuralia|
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Cycloneuralia|Nematoidea|
Nematoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Cycloneuralia|Nematoidea|Nematoda|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Cycloneuralia|Nematoidea|Nematomorpha|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Cycloneuralia|Scaldiphora|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Onychophora|*
Animals	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Almenia|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Arachnomorpha|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Artiopoda|
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Artiopoda|Agnostida|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Artiopoda|Conciliterga|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Artiopoda|Falcatamacaris|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Artiopoda|Kwanyinaspis|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Artiopoda|Phytophilaspis|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Artiopoda|Retifacies|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Artiopoda|Squamacula|*
Trilobita	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Artiopoda|Trilobita|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Artiopoda|Trilobitomorpha|
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Artiopoda|Trilobitomorpha|Nektaspidida|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Artiopoda|Trilobitomorpha|Xandarellida|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Artiopoda|Vicissicaudata|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Artiopoda|Zonoscutum|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Artiopoda|Zonozoe|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Bradoriida|*
Crustacea	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Cryptocaris|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Dibasterium|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Houia|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Polystomurum|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Prosomapoda|
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Prosomapoda|Anderella|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Prosomapoda|Borchgrevinkium|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Prosomapoda|Bunodacea|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Prosomapoda|Camanchia|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Prosomapoda|Legrandella|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Prosomapoda|Planaterga|
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Prosomapoda|Planaterga|Bembicosoma|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Prosomapoda|Planaterga|Bunaia|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Prosomapoda|Planaterga|Bunodes|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Prosomapoda|Planaterga|Dekatriata|
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Prosomapoda|Planaterga|Dekatriata|Chasmataspidida|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Prosomapoda|Planaterga|Dekatriata|Sclerophorata|
Arachnida	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Prosomapoda|Planaterga|Dekatriata|Sclerophorata|Arachnida|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Prosomapoda|Planaterga|Dekatriata|Sclerophorata|Eurypterida|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Prosomapoda|Planaterga|Dekatriata|Winneshiekia|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Prosomapoda|Planaterga|Pseudoniscus|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Prosomapoda|Venustulus|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Prosomapoda|Weinberginidae|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Prosomapoda|Xiphosura|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Thurandina|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Euchelicerata|Titanoprosoma|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Habeliida|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Mollisoniida|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Offacolidae|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Chelicerata|Sanctacaris|*
Arthropoda	Life|Eucarya|Opisthokonta|Animalia|Bilateria|Eubilateria|Protostomia|Ecdysozoa|Panarthropoda|Arthropoda|Deuteropoda|Fuxianhuiida|*
