t.name,t.uri
Orinoco Delta Swamp Forests,http://eol.org/schema/terms/Orinoco_Delta_swamp_forests
Atlantic Coast Restingas,http://eol.org/schema/terms/Atlantic_Coast_restingas
Northern California Coastal Forests,http://eol.org/schema/terms/Northern_California_coastal_forests
Iran,http://www.geonames.org/130758
Sierra Madre De Oaxaca Pine-Oak Forests,http://eol.org/schema/terms/Sierra_Madre_de_Oaxaca_pine-oak_forests
Ecuador,http://www.geonames.org/3658394
Western Himalayan Broadleaf Forests,http://eol.org/schema/terms/Western_Himalayan_broadleaf_forests
Chimalapas Montane Forests,http://eol.org/schema/terms/Chimalapas_montane_forests
Low Monte,http://eol.org/schema/terms/Low_Monte
South Taiwan Monsoon Rain Forests,http://eol.org/schema/terms/South_Taiwan_monsoon_rain_forests
Pacific Coastal Mountain Icefields And Tundra,http://eol.org/schema/terms/Pacific_Coastal_Mountain_icefields_and_tundra
Tian Shan Montane Conifer Forests,http://eol.org/schema/terms/Tian_Shan_montane_conifer_forests
Cordillera Oriental Montane Forests,http://eol.org/schema/terms/Cordillera_Oriental_montane_forests
Luang Prabang Montane Rain Forests,http://eol.org/schema/terms/Luang_Prabang_montane_rain_forests
Indochina Mangroves,http://eol.org/schema/terms/Indochina_mangroves
Oceania (Australia And Islands),http://www.geonames.org/6255151
East Sudanian Savanna,http://eol.org/schema/terms/East_Sudanian_savanna
Sahelian Acacia Savanna,http://eol.org/schema/terms/Sahelian_Acacia_savanna
mediterranean dry woodlands and steppe,http://eol.org/schema/terms/Mediterranean_dry_woodlands_and_steppe
Northern Short Grasslands,http://eol.org/schema/terms/Northern_short_grasslands
Tasmanian Temperate Forests,http://eol.org/schema/terms/Tasmanian_temperate_forests
Southern Central Africa,http://eol.org/schema/terms/SouthernCentralAfrica
Eastern Australian Temperate Forests,http://eol.org/schema/terms/Eastern_Australian_temperate_forests
Eastern Guinean Forests,http://eol.org/schema/terms/Eastern_Guinean_forests
South China And Eastern Archipelagic Seas,http://www.marineregions.org/mrgid/4331
New England-Acadian Forests,http://eol.org/schema/terms/New_England-Acadian_forests
australasia,http://eol.org/schema/terms/Australasia
Central Africa,http://www.geonames.org/7729886
Southern Rift Montane Forest-Grassland Mosaic,http://eol.org/schema/terms/Southern_Rift_montane_forest-grassland_mosaic
Angolan Montane Forest-Grassland Mosaic,http://eol.org/schema/terms/Angolan_montane_forest-grassland_mosaic
Central And Southern Mixed Grasslands,http://eol.org/schema/terms/Central_and_Southern_mixed_grasslands
Zambezian Coastal Flooded Savanna,http://eol.org/schema/terms/Zambezian_coastal_flooded_savanna
Central Asian Southern Desert,http://eol.org/schema/terms/Central_Asian_southern_desert
Western Great Lakes Forests,http://eol.org/schema/terms/Western_Great_Lakes_forests
Iberian Sclerophyllous And Semi-Deciduous Forests,http://eol.org/schema/terms/Iberian_sclerophyllous_and_semi-deciduous_forests
Baja California Desert,http://eol.org/schema/terms/Baja_California_desert
South Central Rockies Forests,http://eol.org/schema/terms/South_Central_Rockies_forests
South Saharan Steppe And Woodlands,http://eol.org/schema/terms/South_Saharan_steppe_and_woodlands
Somalia,http://www.geonames.org/51537
Northern Zanzibar-Inhambane Coastal Forest Mosaic,http://eol.org/schema/terms/Northern_Zanzibar-Inhambane_coastal_forest_mosaic
coastal wetland,http://purl.obolibrary.org/obo/ENVO_00000230
Pamir Alpine Desert And Tundra,http://eol.org/schema/terms/Pamir_alpine_desert_and_tundra
Western Congolian Forest-Savanna Mosaic,http://eol.org/schema/terms/Western_Congolian_forest-savanna_mosaic
Allegheny Highlands Forests,http://eol.org/schema/terms/Allegheny_Highlands_forests
"mediterranean forests, woodlands and scrubs",http://eol.org/schema/terms/mediterranean_forests_woodlands_and_scrubs
Myanmar Coast Mangroves,http://eol.org/schema/terms/Myanmar_Coast_mangroves
Southern Africa Bushveld,http://eol.org/schema/terms/Southern_Africa_bushveld
deciduous forest,http://purl.obolibrary.org/obo/ENVO_01000816
Cerrado,http://eol.org/schema/terms/Cerrado
Niger,http://www.geonames.org/2440476
Jarrah-Karri Forest And Shrublands,http://eol.org/schema/terms/Jarrah-Karri_forest_and_shrublands
Middle Atlantic Coastal Forests,http://eol.org/schema/terms/Middle_Atlantic_coastal_forests
mediterranean woodlands and forests,http://eol.org/schema/terms/Mediterranean_woodlands_and_forests
Southern Zanzibar-Inhambane Coastal Forest Mosaic,http://eol.org/schema/terms/Southern_Zanzibar-Inhambane_coastal_forest_mosaic
The Afrotropics,http://eol.org/schema/terms/Afrotropical
mangrove swamp,http://purl.obolibrary.org/obo/ENVO_01000181
Canadian Aspen Forests And Parklands,http://eol.org/schema/terms/Canadian_Aspen_forests_and_parklands
Inner Niger Delta Flooded Savanna,http://eol.org/schema/terms/Inner_Niger_Delta_flooded_savanna
Bahia Interior Forests,http://eol.org/schema/terms/Bahia_interior_forests
Esperance Mallee,http://eol.org/schema/terms/Esperance_mallee
Madagascar Spiny Thickets,http://eol.org/schema/terms/Madagascar_spiny_thickets
Cross-Sanaga-Bioko Coastal Forests,http://eol.org/schema/terms/Cross-Sanaga-Bioko_coastal_forests
Tanzania,http://www.geonames.org/149590
Northwest Iberian Montane Forests,http://eol.org/schema/terms/Northwest_Iberian_montane_forests
Horn Of Africa,http://www.geonames.org/11820342
Southern Miombo Woodlands,http://eol.org/schema/terms/Southern_Miombo_woodlands
subpolar,http://purl.obolibrary.org/obo/ENVO_01000251
Northeast India-Myanmar Pine Forests,http://eol.org/schema/terms/Northeast_India-Myanmar_pine_forests
boreal forests (taiga),http://eol.org/schema/terms/boreal_forests_taiga
Kopet Dag Woodlands And Forest Steppe,http://eol.org/schema/terms/Kopet_Dag_woodlands_and_forest_steppe
"tropical and subtropical grasslands, savannas, and shrublands",http://eol.org/schema/terms/tropical_and_subtropical_grasslands_savannas_and_shrublands
Tirari-Sturt Stony Desert,http://eol.org/schema/terms/Tirari-Sturt_stony_desert
Zambezian Baikiaea Woodlands,http://eol.org/schema/terms/Zambezian_Baikiaea_woodlands
East Saharan Montane Xeric Woodlands,http://eol.org/schema/terms/East_Saharan_montane_xeric_woodlands
Espinal,http://eol.org/schema/terms/Espinal
Western Gulf Coastal Grasslands,http://eol.org/schema/terms/Western_Gulf_Coastal_grasslands
Central Congolian Lowland Forests,http://eol.org/schema/terms/Central_Congolian_lowland_forests
Southern Great Lakes Forests,http://eol.org/schema/terms/Southern_Great_Lakes_forests
Kalahari Acacia-Baikiaea Woodlands,http://eol.org/schema/terms/Kalahari_Acacia-Baikiaea_woodlands
desert,http://purl.obolibrary.org/obo/ENVO_01000179
Eastern Zimbabwe Montane Forest-Grassland Mosaic,http://eol.org/schema/terms/Eastern_Zimbabwe_montane_forest-grassland_mosaic
Cuba,http://www.geonames.org/3562981
Knysna-Amatole Montane Forests,http://eol.org/schema/terms/Knysna-Amatole_montane_forests
Northwestern Congolian Lowland Forests,http://eol.org/schema/terms/Northwestern_Congolian_lowland_forests
Qilian Mountains Conifer Forests,http://eol.org/schema/terms/Qilian_Mountains_conifer_forests
Nigerian Lowland Forests,http://eol.org/schema/terms/Nigerian_lowland_forests
Carpentaria Tropical Savanna,http://eol.org/schema/terms/Carpentaria_tropical_savanna
Zambezian Flooded Grasslands,http://eol.org/schema/terms/Zambezian_flooded_grasslands
Southwest Australia Savanna,http://eol.org/schema/terms/Southwest_Australia_savanna
Mozambique,http://www.geonames.org/1036973
Timor Sea,http://www.marineregions.org/gazetteer.php?p=details&id=4344
Northern Triangle Subtropical Forests,http://eol.org/schema/terms/Northern_Triangle_subtropical_forests
Egypt,http://www.geonames.org/357994
Qionglai-Minshan Conifer Forests,http://eol.org/schema/terms/Qionglai-Minshan_conifer_forests
Central Afghan Mountains Xeric Woodlands,http://eol.org/schema/terms/Central_Afghan_Mountains_xeric_woodlands
Namibian Savanna Woodlands,http://eol.org/schema/terms/Namibian_savanna_woodlands
Humid Chaco,http://eol.org/schema/terms/Humid_Chaco
Tenasserim-South Thailand Semi-Evergreen Rain Forests,http://eol.org/schema/terms/Tenasserim-South_Thailand_semi-evergreen_rain_forests
tropical and subtropical coniferous forests,http://eol.org/schema/terms/tropical_and_subtropical_coniferous_forests
Northern Triangle Temperate Forests,http://eol.org/schema/terms/Northern_Triangle_temperate_forests
Ethiopian Montane Grasslands And Woodlands,http://eol.org/schema/terms/Ethiopian_montane_grasslands_and_woodlands
Africa,http://www.geonames.org/6255146
marine,http://purl.obolibrary.org/obo/ENVO_00000447
Mid-Continental Canadian Forests,http://eol.org/schema/terms/Mid-Continental_Canadian_forests
Eastern Great Lakes Lowland Forests,http://eol.org/schema/terms/Eastern_Great_Lakes_lowland_forests
Guizhou Plateau Broadleaf And Mixed Forests,http://eol.org/schema/terms/Guizhou_Plateau_broadleaf_and_mixed_forests
Maputaland Coastal Forest Mosaic,http://eol.org/schema/terms/Maputaland_coastal_forest_mosaic
Central Forest-Grasslands Transition,http://eol.org/schema/terms/Central_forest-grasslands_transition
Angolan Mopane Woodlands,http://eol.org/schema/terms/Angolan_Mopane_woodlands
Turkey,http://www.geonames.org/298795
Southern Africa,http://www.geonames.org/9406051
Eastern Himalayan Broadleaf Forests,http://eol.org/schema/terms/Eastern_Himalayan_broadleaf_forests
Namibia,http://www.geonames.org/3355338
Gissaro-Alai Open Woodlands,http://eol.org/schema/terms/Gissaro-Alai_open_woodlands
Mediterranean Acacia-Argania Dry Woodlands And Succulent Thickets,http://eol.org/schema/terms/Mediterranean_acacia-argania_dry_woodlands_and_succulent_thickets
Eastern Arc Mountains,http://eol.org/schema/terms/Eastern_Arc_mountains
Myanmar Coastal Rain Forests,http://eol.org/schema/terms/Myanmar_coastal_rain_forests
Northeastern Congolian Lowland Forests,http://eol.org/schema/terms/Northeastern_Congolian_lowland_forests
scrubland,http://purl.obolibrary.org/obo/ENVO_00000300
Albertine Rift Montane Forests,http://eol.org/schema/terms/Albertine_Rift_montane_forests
Greater Antilles,http://www.geonames.org/3574469
Araucaria Moist Forests,http://eol.org/schema/terms/Araucaria_moist_forests
Timor Sea,http://www.marineregions.org/mrgid/4344
Northern Indochina Subtropical Forests,http://eol.org/schema/terms/Northern_Indochina_subtropical_forests
Canada,http://www.geonames.org/6251999
Northern Tall Grasslands,http://eol.org/schema/terms/Northern_tall_grasslands
Mandara Plateau Mosaic,http://eol.org/schema/terms/Mandara_Plateau_mosaic
Southeast Australia Temperate Savanna,http://eol.org/schema/terms/Southeast_Australia_temperate_savanna
Southeast Tibet Shrub And Meadows,http://eol.org/schema/terms/Southeast_Tibet_shrub_and_meadows
Mississippi Lowland Forests,http://eol.org/schema/terms/Mississippi_lowland_forests
Southern Acacia-Commiphora Bushlands And Thickets,http://eol.org/schema/terms/Southern_Acacia-Commiphora_bushlands_and_thickets
the indo-malayan realm,http://eol.org/schema/terms/IndoMalayan
The Congo,http://www.geonames.org/2260494
flooded grasslands and savannas,http://eol.org/schema/terms/flooded_grasslands_and_savannas
coastal,http://purl.obolibrary.org/obo/ENVO_01000687
Northeastern Spain And Southern France Mediterranean Forests,http://eol.org/schema/terms/Northeastern_Spain_and_Southern_France_Mediterranean_forests
Northeast Africa,http://eol.org/schema/terms/NortheastAfrica
Lowland Fynbos And Renosterveld,http://eol.org/schema/terms/Lowland_fynbos_and_renosterveld
Mount Lofty Woodlands,http://eol.org/schema/terms/Mount_Lofty_woodlands
Sulaiman Range Alpine Meadows,http://eol.org/schema/terms/Sulaiman_Range_alpine_meadows
tropical and subtropical moist broadleaf forests,http://eol.org/schema/terms/tropical_and_subtropical_moist_broadleaf_forests
forest,http://purl.obolibrary.org/obo/ENVO_01000174
Central Canadian Shield Forests,http://eol.org/schema/terms/Central_Canadian_Shield_forests
East African Montane Forests,http://eol.org/schema/terms/East_African_montane_forests
grassland,http://purl.obolibrary.org/obo/ENVO_01000177
Queensland Tropical Rain Forests,http://eol.org/schema/terms/Queensland_tropical_rain_forests
temperate coniferous forests,http://eol.org/schema/terms/temperate_coniferous_forests
Western Zambezian Grasslands,http://eol.org/schema/terms/Western_Zambezian_grasslands
Spain,http://www.geonames.org/2510769
Itigi-Sumbu Thicket,http://eol.org/schema/terms/Itigi-Sumbu_thicket
Eastern Miombo Woodlands,http://eol.org/schema/terms/Eastern_Miombo_woodlands
aquatic,http://purl.obolibrary.org/obo/ENVO_00002030
Kwazulu-Cape Coastal Forest Mosaic,http://eol.org/schema/terms/KwaZulu-Cape_coastal_forest_mosaic
Zambezian Cryptosepalum Dry Forests,http://eol.org/schema/terms/Zambezian_Cryptosepalum_dry_forests
Mediterranean Conifer And Mixed Forests,http://eol.org/schema/terms/Mediterranean_conifer_and_mixed_forests
Southwest Iberian Mediterranean Sclerophyllous And Mixed Forests,http://eol.org/schema/terms/Southwest_Iberian_Mediterranean_sclerophyllous_and_mixed_forests
Cameroonian Highlands Forests,http://eol.org/schema/terms/Cameroonian_Highlands_forests
Baluchistan Xeric Woodlands,http://eol.org/schema/terms/Baluchistan_xeric_woodlands
Yunnan Plateau Subtropical Evergreen Forests,http://eol.org/schema/terms/Yunnan_Plateau_subtropical_evergreen_forests
Daba Mountains Evergreen Forests,http://eol.org/schema/terms/Daba_Mountains_evergreen_forests
Southeast Asia,http://www.geonames.org/7729896
Chin Hills-Arakan Yoma Montane Forests,http://eol.org/schema/terms/Chin_Hills-Arakan_Yoma_montane_forests
Ethiopian Montane Forests,http://eol.org/schema/terms/Ethiopian_montane_forests
Eastern Arc Forests,http://eol.org/schema/terms/Eastern_Arc_forests
Indonesia,http://www.geonames.org/1643084
Southeastern Iberian Shrubs And Woodlands,http://eol.org/schema/terms/Southeastern_Iberian_shrubs_and_woodlands
Eastern Congolian Swamp Forests,http://eol.org/schema/terms/Eastern_Congolian_swamp_forests
Madagascar Succulent Woodlands,http://eol.org/schema/terms/Madagascar_succulent_woodlands
Madagascar Dry Deciduous Forests,http://eol.org/schema/terms/Madagascar_dry_deciduous_forests
Paropamisus Xeric Woodlands,http://eol.org/schema/terms/Paropamisus_xeric_woodlands
Albany Thickets,http://eol.org/schema/terms/Albany_thickets
Gulf Of St. Lawrence Lowland Forests,http://eol.org/schema/terms/Gulf_of_St._Lawrence_lowland_forests
Southeast Australia Temperate Forests,http://eol.org/schema/terms/Southeast_Australia_temperate_forests
Central U.S. Hardwood Forests,http://eol.org/schema/terms/Central_U.S._hardwood_forests
West Sudanian Savanna,http://eol.org/schema/terms/West_Sudanian_savanna
South Malawi Montane Forest-Grassland Mosaic,http://eol.org/schema/terms/South_Malawi_montane_forest-grassland_mosaic
Midwestern Canadian Shield Forests,http://eol.org/schema/terms/Midwestern_Canadian_Shield_forests
Angolan Miombo Woodlands,http://eol.org/schema/terms/Angolan_Miombo_woodlands
temperate,http://purl.obolibrary.org/obo/ENVO_01000206
Einasleigh Upland Savanna,http://eol.org/schema/terms/Einasleigh_upland_savanna
Ozark Mountain Forests,http://eol.org/schema/terms/Ozark_Mountain_forests
Indo-Pacific Ocean,http://www.marineregions.org/mrgid/14289
Atlantic Equatorial Coastal Forests,http://eol.org/schema/terms/Atlantic_Equatorial_coastal_forests
tropical and subtropical dry broadleaf forests,http://eol.org/schema/terms/tropical_and_subtropical_dry_broadleaf_forests
Central Zambezian Miombo Woodlands,http://eol.org/schema/terms/Central_Zambezian_Miombo_woodlands
Southern Congolian Forest-Savanna Mosaic,http://eol.org/schema/terms/Southern_Congolian_forest-savanna_mosaic
Eastern Anatolian Deciduous Forests,http://eol.org/schema/terms/Eastern_Anatolian_deciduous_forests
coastal land,http://purl.obolibrary.org/obo/ENVO_00000303
Morocco,http://www.geonames.org/2542007
Aegean And Western Turkey Sclerophyllous And Mixed Forests,http://eol.org/schema/terms/Aegean_and_Western_Turkey_sclerophyllous_and_mixed_forests
Eastern Forest-Boreal Transition,http://eol.org/schema/terms/Eastern_forest-boreal_transition
Meghalaya Subtropical Forests,http://eol.org/schema/terms/Meghalaya_subtropical_forests
Ethiopian Xeric Grasslands And Shrublands,http://eol.org/schema/terms/Ethiopian_xeric_grasslands_and_shrublands
Anatolian Conifer And Deciduous Mixed Forests,http://eol.org/schema/terms/Anatolian_conifer_and_deciduous_mixed_forests
arid,http://purl.obolibrary.org/obo/ENVO_01000230
Kimberly Tropical Savanna,http://eol.org/schema/terms/Kimberly_tropical_savanna
Qin Ling Mountains Deciduous Forests,http://eol.org/schema/terms/Qin_Ling_Mountains_deciduous_forests
Southern Cone Mesopotamian Savanna,http://eol.org/schema/terms/Southern_Cone_Mesopotamian_savanna
Tasmanian Central Highland Forests,http://eol.org/schema/terms/Tasmanian_Central_Highland_forests
shrubland,http://purl.obolibrary.org/obo/ENVO_01000176
Zambezian And Mopane Woodlands,http://eol.org/schema/terms/Zambezian_and_Mopane_woodlands
Cantabrian Mixed Forests,http://eol.org/schema/terms/Cantabrian_mixed_forests
Southeastern Mixed Forests,http://eol.org/schema/terms/Southeastern_mixed_forests
Cape York Peninsula Tropical Savanna,http://eol.org/schema/terms/Cape_York_Peninsula_tropical_savanna
Madagascar Lowland Forests,http://eol.org/schema/terms/Madagascar_lowland_forests
Southern Anatolian Montane Conifer And Deciduous Forests,http://eol.org/schema/terms/Southern_Anatolian_montane_conifer_and_deciduous_forests
Lake Chad Flooded Savanna,http://eol.org/schema/terms/Lake_Chad_flooded_savanna
Mizoram-Manipur-Kachin Rain Forests,http://eol.org/schema/terms/Mizoram-Manipur-Kachin_rain_forests
Paraná Flooded Savanna,http://eol.org/schema/terms/Parana_flooded_savanna
Nigeria,http://www.geonames.org/2328926
Niger Delta Swamp Forests,http://eol.org/schema/terms/Niger_Delta_swamp_forests
Brigalow Tropical Savanna,http://eol.org/schema/terms/Brigalow_tropical_savanna
Lower Gangetic Plains Moist Deciduous Forests,http://eol.org/schema/terms/Lower_Gangetic_Plains_moist_deciduous_forests
montane,http://purl.obolibrary.org/obo/ENVO_01000342
Southeastern Conifer Forests,http://eol.org/schema/terms/Southeastern_conifer_forests
Madagascar Subhumid Forests,http://eol.org/schema/terms/Madagascar_subhumid_forests
mediterranean region,http://eol.org/schema/terms/MediterraneanRegion
Western Africa,http://www.geonames.org/7729885
Central Tall Grasslands,http://eol.org/schema/terms/Central_tall_grasslands
Flint Hills Tall Grasslands,http://eol.org/schema/terms/Flint_Hills_tall_grasslands
Mali,http://www.geonames.org/2453866
Red Sea Coastal Desert,http://eol.org/schema/terms/Red_Sea_coastal_desert
Southwestern Arabian Foothills Savanna,http://eol.org/schema/terms/Southwestern_Arabian_foothills_savanna
Irrawaddy Dry Forests,http://eol.org/schema/terms/Irrawaddy_dry_forests
Appalachian-Blue Ridge Forests,http://eol.org/schema/terms/Appalachian-Blue_Ridge_forests
Mount Cameroon And Bioko Montane Forests,http://eol.org/schema/terms/Mount_Cameroon_and_Bioko_montane_forests
Masai Xeric Grasslands And Shrublands,http://eol.org/schema/terms/Masai_xeric_grasslands_and_shrublands
Eastern Mediterranean Conifer-Sclerophyllous-Broadleaf Forests,http://eol.org/schema/terms/Eastern_Mediterranean_conifer-sclerophyllous-broadleaf_forests
Saharan Halophytics,http://eol.org/schema/terms/Saharan_halophytics
Western Guinean Lowland Forests,http://eol.org/schema/terms/Western_Guinean_lowland_forests
Hengduan Mountains Subalpine Conifer Forests,http://eol.org/schema/terms/Hengduan_Mountains_subalpine_conifer_forests
Humid Pampas,http://eol.org/schema/terms/Humid_Pampas
Central America,http://www.geonames.org/7729892
Central Indochina Dry Forests,http://eol.org/schema/terms/Central_Indochina_dry_forests
Eastern Canadian Forests,http://eol.org/schema/terms/Eastern_Canadian_forests
Guinean Forest-Savanna Mosaic,http://eol.org/schema/terms/Guinean_forest-savanna_mosaic
Irrawaddy Moist Deciduous Forests,http://eol.org/schema/terms/Irrawaddy_moist_deciduous_forests
Central China Loess Plateau Mixed Forests,http://eol.org/schema/terms/Central_China_loess_plateau_mixed_forests
Tasmanian Temperate Rain Forests,http://eol.org/schema/terms/Tasmanian_temperate_rain_forests
Brahmaputra Valley Semi-Evergreen Forests,http://eol.org/schema/terms/Brahmaputra_Valley_semi-evergreen_forests
East Afghan Montane Conifer Forests,http://eol.org/schema/terms/East_Afghan_montane_conifer_forests
Appalachian Mixed Mesophytic Forests,http://eol.org/schema/terms/Appalachian_mixed_mesophytic_forests
Northern Acacia-Commiphora Bushlands And Thickets,http://eol.org/schema/terms/Northern_Acacia-Commiphora_bushlands_and_thickets
Nujiang Langcang Gorge Alpine Conifer And Mixed Forests,http://eol.org/schema/terms/Nujiang_Langcang_Gorge_alpine_conifer_and_mixed_forests
Eastern Australia Mulga Shrublands,http://eol.org/schema/terms/Eastern_Australia_mulga_shrublands
Saharan Flooded Grasslands,http://eol.org/schema/terms/Saharan_flooded_grasslands
Southern Pacific Dry Forests,http://eol.org/schema/terms/Southern_Pacific_dry_forests
"temperate grasslands, savannas, and shrublands",http://eol.org/schema/terms/temperate_grasslands_savannas_and_shrublands
Cross-Niger Transition Forests,http://eol.org/schema/terms/Cross-Niger_transition_forests
Madagascar Ericoid Thickets,http://eol.org/schema/terms/Madagascar_ericoid_thickets
Drakensberg Alti-Montane Grasslands And Woodlands,http://eol.org/schema/terms/Drakensberg_alti-montane_grasslands_and_woodlands
Sichuan Basin Evergreen Broadleaf Forests,http://eol.org/schema/terms/Sichuan_Basin_evergreen_broadleaf_forests
Mexico,http://www.geonames.org/3996063
Argentina,http://www.geonames.org/3865483
South Africa,http://www.geonames.org/953987
Northern Africa,http://www.geonames.org/7729887
Florida Sand Pine Scrub,http://eol.org/schema/terms/Florida_sand_pine_scrub
Atlantic Coastal Pine Barrens,http://eol.org/schema/terms/Atlantic_coastal_pine_barrens
Ethiopia,http://www.geonames.org/337996
Southern Asia,http://www.geonames.org/7729895
Mediterranean High Atlas Juniper Steppe,http://eol.org/schema/terms/Mediterranean_High_Atlas_juniper_steppe
Namib Desert,http://eol.org/schema/terms/Namib_desert
Cameroon,http://www.geonames.org/2233387
montane grassland and shrubland,http://eol.org/schema/terms/montane_grasslands_and_shrublands
Montane Fynbos And Renosterveld,http://eol.org/schema/terms/Montane_fynbos_and_renosterveld
coastal water,http://purl.obolibrary.org/obo/ENVO_00002150
"Drakensberg Montane Grasslands, Woodlands And Forests",http://eol.org/schema/terms/Drakensberg_montane_grasslands_woodlands_and_forests
Guinean Montane Forests,http://eol.org/schema/terms/Guinean_montane_forests
Kaokoveld Desert,http://eol.org/schema/terms/Kaokoveld_desert
Victoria Basin Forest-Savanna Mosaic,http://eol.org/schema/terms/Victoria_Basin_forest-savanna_mosaic
Nile Delta Flooded Savanna,http://eol.org/schema/terms/Nile_Delta_flooded_savanna
Piney Woods Forests,http://eol.org/schema/terms/Piney_Woods_forests
Northeastern Coastal Forests,http://eol.org/schema/terms/Northeastern_coastal_forests
saline water,http://purl.obolibrary.org/obo/ENVO_00002227
Badghyz And Karabil Semi-Desert,http://eol.org/schema/terms/Badghyz_and_Karabil_semi-desert
Somali Acacia-Commiphora Bushlands And Thickets,http://eol.org/schema/terms/Somali_Acacia-Commiphora_bushlands_and_thickets
Zagros Mountains Forest Steppe,http://eol.org/schema/terms/Zagros_Mountains_forest_steppe
Middle East,http://www.geonames.org/6269133
San Lucan Xeric Scrub,http://eol.org/schema/terms/San_Lucan_xeric_scrub
Western Congolian Swamp Forests,http://eol.org/schema/terms/Western_Congolian_swamp_forests
Southwest Australia Woodlands,http://eol.org/schema/terms/Southwest_Australia_woodlands
Ghorat-Hazarajat Alpine Meadow,http://eol.org/schema/terms/Ghorat-Hazarajat_alpine_meadow
Swan Coastal Plain Scrub And Woodlands,http://eol.org/schema/terms/Swan_Coastal_Plain_Scrub_and_Woodlands
Serengeti Volcanic Grasslands,http://eol.org/schema/terms/Serengeti_volcanic_grasslands
Iberian Conifer Forests,http://eol.org/schema/terms/Iberian_conifer_forests
Ethiopian Montane Moorlands,http://eol.org/schema/terms/Ethiopian_montane_moorlands
Kopet Dag Semi-Desert,http://eol.org/schema/terms/Kopet_Dag_semi-desert
Eyre And York Mallee,http://eol.org/schema/terms/Eyre_and_York_mallee
Central Persian Desert Basins,http://eol.org/schema/terms/Central_Persian_desert_basins
tropical or subtropical,http://eol.org/schema/terms/tropicalOrSubtropical
Madagascar,http://www.geonames.org/1062947
Succulent Karoo,http://eol.org/schema/terms/Succulent_Karoo
Atlantic Coastal Desert,http://eol.org/schema/terms/Atlantic_coastal_desert
Hobyo Grasslands And Shrublands,http://eol.org/schema/terms/Hobyo_grasslands_and_shrublands
Angolan Scarp Savanna And Woodlands,http://eol.org/schema/terms/Angolan_Scarp_savanna_and_woodlands
Eastern Africa,http://www.geonames.org/7729889
Campos Rupestres Montane Savanna,http://eol.org/schema/terms/Campos_Rupestres_montane_savanna
Northern Congolian Forest-Savanna Mosaic,http://eol.org/schema/terms/Northern_Congolian_forest-savanna_mosaic
temperate broadleaf and mixed forests,http://eol.org/schema/terms/temperate_broadleaf_and_mixed_forests
Northwest Africa,http://eol.org/schema/terms/NorthwestAfrica
Burma,http://www.geonames.org/1327865
Highveld Grasslands,http://eol.org/schema/terms/Highveld_grasslands
Kalahari Xeric Savanna,http://eol.org/schema/terms/Kalahari_xeric_savanna
Angola,http://www.geonames.org/3351879
Northern Mixed Grasslands,http://eol.org/schema/terms/Northern_mixed_grasslands
wetland,http://purl.obolibrary.org/obo/ENVO_00000043
Carnarvon Xeric Shrublands,http://eol.org/schema/terms/Carnarvon_xeric_shrublands
India,http://www.geonames.org/1269750
Murray-Darling Woodlands And Mallee,http://eol.org/schema/terms/Murray-Darling_woodlands_and_mallee
Afghanistan,http://www.geonames.org/1149361
Hindu Kush Alpine Meadow,http://eol.org/schema/terms/Hindu_Kush_alpine_meadow
elevated,http://purl.obolibrary.org/obo/ENVO_00000176
Naracoorte Woodlands,http://eol.org/schema/terms/Naracoorte_woodlands
Alto Paraná Atlantic Forests,http://eol.org/schema/terms/Alto_Parana_Atlantic_forests
Pilbara Shrublands,http://eol.org/schema/terms/Pilbara_shrublands
Nebraska Sand Hills Mixed Grasslands,http://eol.org/schema/terms/Nebraska_Sand_Hills_mixed_grasslands
Balsas Dry Forests,http://eol.org/schema/terms/Balsas_dry_forests
Western Short Grasslands,http://eol.org/schema/terms/Western_short_grasslands
Upper Midwest Forest-Savanna Transition,http://eol.org/schema/terms/Upper_Midwest_forest-savanna_transition
Maputaland-Pondoland Bushland And Thickets,http://eol.org/schema/terms/Maputaland-Pondoland_bushland_and_thickets
Eritrean Coastal Desert,http://eol.org/schema/terms/Eritrean_coastal_desert
Europe,http://www.geonames.org/6255148
Australia,http://www.geonames.org/2077456
Afghan Mountains Semi-Desert,http://eol.org/schema/terms/Afghan_Mountains_semi-desert
Somali Montane Xeric Woodlands,http://eol.org/schema/terms/Somali_montane_xeric_woodlands
Malawi,http://www.geonames.org/927384
Serra Do Mar Coastal Forests,http://eol.org/schema/terms/Serra_do_Mar_coastal_forests
Gulf Of California Xeric Scrub,http://eol.org/schema/terms/Gulf_of_California_xeric_scrub
Jos Plateau Forest-Grassland Mosaic,http://eol.org/schema/terms/Jos_Plateau_forest-grassland_mosaic
Nama Karoo,http://eol.org/schema/terms/Nama_Karoo
Southeastern Africa,http://eol.org/schema/terms/SoutheasternAfrica
Eastern North America,https://eol.org/schema/terms/eastern_north_america
U.S. Virgin Islands,http://www.geonames.org/4796775
South Atlantic,http://www.marineregions.org/mrgid/1914
South Georgia And South Sandwich Islands,http://www.geonames.org/3474415
Turks And Caicos Islands,http://www.geonames.org/3576916
southern hemisphere,https://www.wikidata.org/entity/Q41228
The Contiguous United States,http://www.wikidata.org/entity/Q578170
polar regions,https://www.wikidata.org/entity/Q60670
antarctic region,https://www.wikidata.org/entity/Q1555938
Southern Ocean,http://www.marineregions.org/mrgid/1907
British West Indies,http://www.geonames.org/3574922
