Identifier	ScientificName	Parent TaxonID	Kingdom	Phylum	Sub Phylum	Class	Infraclass	Super Cohort	Cohort	Super Order	Order	Suborder	Infraorder	Superfamily	Family	Subfamily	Tribe	Genus	Species	Infraspecies	TaxonRank	FurtherInformationURL	TaxonomicStatus	TaxonRemarks	NamePublishedIn	ReferenceID
10157	Cacosternum nanum parvum Polynton 1963		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Cacosterninae		Cacosternum	nanum 	parvum	Infraspecies			not recognised by catalogue of life		1
10158	Cacosternum platys Rose, 1950		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Cacosterninae		Cacosternum	platys 		Species			May also be in family Ranidae		1
10159	Cacosternum poyntoni Lambiris, 1988		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Cacosterninae		Cacosternum	poyntoni 		Species			May also be in family Ranidae		1
10160	Cacosternum striatum FitzSimons, 1947		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Cacosterninae		Cacosternum	striatum 		Species			May also be in family Ranidae		1
10161	Microbatrachella Hewitt, 1926		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Cacosterninae		Microbatrachella			Genus					1
10162	Microbatrachella capensis (Boulenger, 1910)		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Cacosterninae		Microbatrachella	capensis 		Species			May also be in family Ranidae		1
10163	Natalobatrachus Hewitt and Methuen, 1912		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Cacosterninae		Natalobatrachus			Genus					1
10164	Natalobatrachus bonebergi Hewitt & Methuen, 1912		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Cacosterninae		Natalobatrachus	bonebergi 		Species			May also be in family Ranidae		1
10165	Poyntonia Channing and Boycott, 1989		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Cacosterninae		Poyntonia			Genus					1
10166	Poyntonia paludicola Channing & Boycott, 1989		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Cacosterninae		Poyntonia	paludicola 		Species			May also be in family Ranidae		1
10167	Strongylopus Tschudi, 1838		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Cacosterninae		Strongylopus			Genus					1
10168	Strongylopus bonaespei (Dubois, 1981)		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Cacosterninae		Strongylopus	bonaespei 		Species			May also be in family Ranidae		1
10169	Strongylopus fasciatus (Smith, 1849)		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Cacosterninae		Strongylopus	fasciatus 		Species			May also be in family Ranidae		1
10170	Strongylopus grayii (Smith, 1849)		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Cacosterninae		Strongylopus	grayii 		Species			May also be in family Ranidae		1
10171	Strongylopus springbokensis Channing, 1986		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Cacosterninae		Strongylopus	springbokensis 		Species			May also be in family Ranidae		1
10172	Strongylopus wageri (Wager, 1961)		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Cacosterninae		Strongylopus	wageri 		Species			May also be in family Ranidae		1
10173	Amietia Dubois, 1987		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Cacosterninae		Amietia			Genus			may also be found in family Pyxicephalidae subfamily Cacosterninae		1
10174	Amietia angolensis (Bocage, 1866)		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Cacosterninae		Amietia	angolensis 		Species			may also be found in family Pyxicephalidae subfamily Cacosterninae or family Ranidae		1
10175	Amietia dracomontana (Channing, 1978)		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Cacosterninae		Amietia	dracomontana 		Species			may also be found in family Pyxicephalidae subfamily Cacosterninae or family Ranidae		1
10176	Amietia fuscigula (Duméril & Bibron, 1841)		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Cacosterninae		Amietia	fuscigula 		Species			may also be found in family Pyxicephalidae subfamily Cacosterninae or family Ranidae		1
10177	Amietia umbraculata		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Cacosterninae		Amietia	umbraculata		Species			may also be found in family Pyxicephalidae subfamily Cacosterninae or family Ranidae		1
10178	Amietia vandijki (Visser & Channing, 1997)		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Cacosterninae		Amietia	vandijki 		Species			may also be found in family Pyxicephalidae subfamily Cacosterninae or family Ranidae		1
10179	Amietia vertebralis (Hewitt, 1927)		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Cacosterninae		Amietia	vertebralis 		Species			may also be found in family Pyxicephalidae subfamily Cacosterninae or family Ranidae		1
10180	Pyxicephalinae		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Pyxicephalinae					Subfamily					1
10181	Pyxicephalus Tschudi, 1838		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Pyxicephalinae		Pyxicephalus			Genus					1
10182	Pyxicephalus adspersus Tschudi, 1838		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Pyxicephalinae		Pyxicephalus	adspersus 		Species			may also be found in family Pyxicephalidae or Ranidae		1
10183	Pyxicephalus edulis Peters, 1854		Animalia	Chordata	Vertebrata	Amphibia					Anura				Pyxicephalidae	Pyxicephalinae		Pyxicephalus	edulis 		Species			may also be found in family Pyxicephalidae or Ranidae		1
10184	Ranidae		Animalia	Chordata	Vertebrata	Amphibia					Anura				Ranidae						Family					1
10185	Tomopterna Duméril & Bibron, 1841		Animalia	Chordata	Vertebrata	Amphibia					Anura				Ranidae			Tomopterna			Genus					1
10186	Tomopterna cryptotis (Boulenger, 1907)		Animalia	Chordata	Vertebrata	Amphibia					Anura				Ranidae			Tomopterna	cryptotis 		Species			may also be found in family Pyxicephalidae or Ranidae		1
10187	Tomopterna delalandii (Tschudi, 1838)		Animalia	Chordata	Vertebrata	Amphibia					Anura				Ranidae			Tomopterna	delalandii 		Species			may also be found in family Pyxicephalidae or Ranidae		1
10188	Tomopterna krugerensis Passmore & Carruthers, 1975		Animalia	Chordata	Vertebrata	Amphibia					Anura				Ranidae			Tomopterna	krugerensis 		Species			may also be found in family Pyxicephalidae or Ranidae		1
10189	Tomopterna marmorata (Peters, 1854)		Animalia	Chordata	Vertebrata	Amphibia					Anura				Ranidae			Tomopterna	marmorata 		Species			may also be found in family Pyxicephalidae or Ranidae		1
10190	Tomopterna natalensis (Smith, 1849)		Animalia	Chordata	Vertebrata	Amphibia					Anura				Ranidae			Tomopterna	natalensis 		Species			may also be found in family Pyxicephalidae or Ranidae		1
10191	Tomopterna tandyi Channing & Bogart, 1996		Animalia	Chordata	Vertebrata	Amphibia					Anura				Ranidae			Tomopterna	tandyi 		Species			may also be found in family Pyxicephalidae or Ranidae		1
10192	Rhacophoridae		Animalia	Chordata	Vertebrata	Amphibia					Anura				Rhacophoridae						Family					1
10193	Rhacophorinae		Animalia	Chordata	Vertebrata	Amphibia					Anura				Rhacophoridae	Rhacophorinae					Subfamily					1
10194	Chiromantis Peters, 1854		Animalia	Chordata	Vertebrata	Amphibia					Anura				Rhacophoridae	Rhacophorinae		Chiromantis			Genus					1
10195	Chiromantis xerampelina Peters, 1854		Animalia	Chordata	Vertebrata	Amphibia					Anura				Rhacophoridae	Rhacophorinae		Chiromantis	xerampelina 		Species			May also be in family Ranidae		1
20004	Reptilia		Animalia	Chordata	Vertebrata	Reptilia															Class	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20005	Squamata		Animalia	Chordata	Vertebrata	Reptilia					Squamata										Order	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20006	Amphisbaenia		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia									Suborder	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20007	Amphisbaenidae		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae						Family	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20008	Chirindia Boulenger, 1907		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Chirindia			Genus	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20009	Chirindia langi Fitzsimons, 1939		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Chirindia	langi		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20010	Chirindia langi langi (Fitzsimons, 1939)		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Chirindia	langi	langi	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20011	Chirindia langi occidentalis Jacobsen, 1984		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Chirindia	langi	occidentalis	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20012	Dalophia Gray, 1865		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Dalophia			Genus	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20013	Dalophia pistillum Boettger, 1895		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Dalophia	pistillum		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20014	Monopeltis Smith, 1848		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Monopeltis			Genus	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20015	Monopeltis capensis Smith, 1848		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Monopeltis	capensis		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20016	Monopeltis capensis capensis (Smith, 1848)		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Monopeltis	capensis	capensis	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20017	Monopeltis capensis gazei Fitzsimons, 1937		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Monopeltis	capensis	gazei	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20018	Monopeltis decosteri Boulenger, 1910		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Monopeltis	decosteri		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20019	Monopeltis infuscata Broadley, 1997		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Monopeltis	infuscata		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20020	Monopeltis leonhardi Werner, 1910		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Monopeltis	leonhardi		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20021	Monopeltis mauricei Parker, 1935		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Monopeltis	mauricei		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20022	Monopeltis sphenorhynchus Peters, 1879		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Monopeltis	sphenorhynchus		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20023	Monopeltis sphenorhynchus sphenorhynchus Peter, 1879		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Monopeltis	sphenorhynchus	sphenorhynchus	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20024	Monopeltis sphenorhynchus mauricei Parker, 1935		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Monopeltis	sphenorhynchus	mauricei	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20025	Zygaspis Peters, 1854		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Zygaspis			Genus	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20026	Zygaspis quadrifrons Peters, 1862		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Zygaspis	quadrifrons		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20027	Zygaspis quadrifrons quadrifrons (Peters, 1862)		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Zygaspis	quadrifrons	quadrifrons	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20028	Zygaspis quadrifrons capensis (Thominot, 1887)		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Zygaspis	quadrifrons	capensis	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20029	Zygaspis quadrifrons dolichomenta (Witte & Laurent, 1942)		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Zygaspis	quadrifrons	dolichomenta	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20030	Zygaspis vandami Fitzsimons, 1930		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Zygaspis	vandami		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20031	Zygaspis vandami vandami (Fitzsimons, 1930)		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Zygaspis	vandami 	vandami	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20032	Zygaspis vandami arenicola Broadley & Broadley, 1997		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Amphisbaenia			Amphisbaenidae			Zygaspis	vandami	arenicola	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20033	Anguinomorpha		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Anguinomorpha									Suborder	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20034	Varanidae		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Anguinomorpha			Varanidae						Family	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20035	Varanus Merrem, 1820		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Anguinomorpha			Varanidae			Varanus			Genus	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20036	Varanus niloticus Linnaeus, 1758		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Anguinomorpha			Varanidae			Varanus	niloticus		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20037	Varanus albigularis Daudin, 1802		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Anguinomorpha			Varanidae			Varanus	albigularis		Species	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20038	Varanus albigularis albigularis Daudin, 1802		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Anguinomorpha			Varanidae			Varanus	albigularis	albigularis	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20039	Varanus albigularis angolensis Schmidt, 1933		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Anguinomorpha			Varanidae			Varanus	albigularis	angolensis	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20040	Varanus albigularis ionidesi Laurent, 1964		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Anguinomorpha			Varanidae			Varanus	albigularis	ionidesi	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20041	Varanus albigularis microstictus Boettger, 1893		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Anguinomorpha			Varanidae			Varanus	albigularis	microstictus	Infraspecies	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20042	Gekkota		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Gekkota									Suborder	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20043	Gekkonidae		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Gekkota			Gekkonidae						Family	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
20044	Gekkoninae		Animalia	Chordata	Vertebrata	Reptilia					Squamata	Gekkota			Gekkonidae	Gekkoninae					Subfamily	http://www.jcvi.org/reptiles/search.php|http://reptile-database.reptarium.cz/|http://www.catalogueoflife.org/col/browse/tree|http://sarca.adu.org.za/|				
