TaxonID	Name	Source Reference	Language	Locality	CountryCode	IsPreferredName	TaxonRemarks
Geronticus calvus	Kaapse ibis		Dutch				
Morus capensis	Kaapse jan-van-gent		Dutch				
Anthoscopus minutus	Kaapse kapokmees		Dutch				
Hirundo spilodera	Kaapse klifzwaluw		Dutch				
Sylvietta rufescens	Kaapse krombek		Dutch				
Trochocercus cyanomelas	Kaapse kuifmonarch		Dutch				
Motacilla capensis	Kaapse kwikstaart		Dutch				
Macronyx capensis	Kaapse langklauw		Dutch				
Cossypha caffra	Kaapse lawaaimaker		Dutch				
Turdus olivaceus	Kaapse lijster		Dutch				
Phyllastrephus terrestris	Kaapse loofbuulbuul		Dutch				
Parus afer	Kaapse mees		Dutch				
Parisoma subcaeruleum	Kaapse Meeszanger		Dutch				
Myrmecocichla formicivora	Kaapse miertapuit		Dutch				
Passer melanurus	Kaapse mus		Dutch				
Bubo capensis	Kaapse oehoe		Dutch				
Poicephalus robustus	Kaapse papegaai		Dutch				
Charadrius pallidus	Kaapse plevier		Dutch				
Acrocephalus gracilirostris	Kaapse rietzanger		Dutch				
Corvus capensis	Kaapse roek		Dutch				
Monticola rupestris	Kaapse rotslijster		Dutch				
Petronia superciliaris	Kaapse rotsmus		Dutch				
Chaetops frenatus	Kaapse rotsspringer		Dutch				
Hirundo fuligula	Kaapse rotszwaluw		Dutch				
Campephaga flava	Kaapse rupsvogel		Dutch				
Anas smithii	Kaapse slobeend		Dutch				
Daption capense	Kaapse Stormvogel		Dutch				
Bradypterus sylvaticus	Kaapse struikzanger		Dutch				
Promerops cafer	Kaapse suikervogel		Dutch				
Anas capensis	Kaapse taling		Dutch				
Streptopelia capicola	Kaapse tortel		Dutch				
Tchagra tchagra	Kaapse tsjagra		Dutch				
Muscicapa adusta	Kaapse vliegenvanger		Dutch				
Ploceus capensis	Kaapse wever		Dutch				
Hirundo cucullata	Kaapse zwaluw		Dutch				
Lioptilus nigricapillus	Kaapse zwartkaptimalia		Dutch				
Apus caffer	kaffergierzwaluw		Dutch				
Eremopterix australis	kafferleeuwerik		Dutch				
Cisticola aridulus	Kalahari-graszanger		Dutch				
Cercotrichas paena	Kalahari-waaierstaart		Dutch				
Anthus cinnamomeus	kaneelpieper		Dutch				
Aplopelia larvata	kaneeltortel		Dutch				
Necrosyrtes monachus	kapgier		Dutch				
Dendropicos fuscescens	kardinaalspecht		Dutch				
Merops nubicoides	karmijnrode bijeneter		Dutch				
Eremomela gregalis	Karoo-eremomela		Dutch				
Prinia maculosa	Karoo-prinia		Dutch				
Cercomela schlegelii	Karoo-spekvreter		Dutch				
Charadrius asiaticus	Kaspische plevier		Dutch				
Larus dominicanus	kelpmeeuw		Dutch				
Philomachus pugnax	kemphaan		Dutch				
Chrysococcyx klaas	klaaskoekoek		Dutch				
Mirafra apiata	klapperleeuwerik		Dutch				
Sigelus silens	klauwiervliegenvanger		Dutch				
Egretta caerulea	kleine blauwe reiger		Dutch				
Phoenicopterus minor	kleine flamingo		Dutch				
Fregata ariel	kleine fregatvogel		Dutch				
Tringa flavipes	kleine geelpootruiter		Dutch				
Pluvialis fulva	kleine goudplevier		Dutch				
Circaetus cinerascens	kleine grijze slangenarend		Dutch				
Indicator minor	kleine honingspeurder		Dutch				
Stercorarius parasiticus	kleine jager		Dutch				
Acrocephalus scirpaceus	kleine karekiet		Dutch				
Lanius minor	kleine klapekster		Dutch				
Cuculus poliocephalus	Kleine Koekoek		Dutch				
Cinnyris chalybeus	kleine kraaghoningzuiger		Dutch				
Larus fuscus	kleine mantelmeeuw		Dutch				
Anous tenuirostris	kleine noddy		Dutch				
Pelecanus rufescens	kleine pelikaan		Dutch				
Puffinus assimilis	kleine pijlstormvogel		Dutch				
Calamonastes stierlingi	kleine savannezanger		Dutch				
Calidris minuta	kleine strandloper		Dutch				
Ploceus intermedius	kleine textorwever		Dutch				
Falco naumanni	kleine torenvalk		Dutch				
Charadrius mongolus	kleine woestijnplevier		Dutch				
Egretta garzetta	kleine zilverreiger		Dutch				
Porzana pusilla	kleinst waterhoen		Dutch				
Stercorarius longicaudus	kleinste jager		Dutch				
Recurvirostra avosetta	kluut		Dutch				
Sarkidiornis melanotos	knobbeleend		Dutch				
Fulica cristata	knobbelmeerkoet		Dutch				
Campethera notata	Knysna-specht		Dutch				
Alcedo semitorquata	kobaltijsvogel		Dutch				
Cuculus canorus	Koekoek		Dutch				
Anomalospiza imberbis	koekoekswever		Dutch				
Bubulcus ibis	koereiger		Dutch				
Larus ridibundus	kokmeeuw		Dutch				
Diomedea epomophora	koningsalbatros		Dutch				
Aptenodytes patagonicus	koningspinguïn king		Dutch				
Vidua regia	koningswida		Dutch				
Anthus crenatus	kopjespieper		Dutch				
Euryptila subcinnamomea	kopjeszanger kopje		Dutch				
Ardeotis kori	koritrap		Dutch				
Anthus brachyurus	kortstaartpieper		Dutch				
Monticola brevipes	kortteen-rotslijster		Dutch				
Cisticola brachypterus	kortvleugel-graszanger		Dutch				
Acrocephalus baeticatus	kortvleugelkarakiet		Dutch				
Dromas ardeola	krabplevier		Dutch				
Locustella fluviatilis	krekelzanger		Dutch				
Calidris ferruginea	krombekstrandloper		Dutch				
Phalacrocorax coronatus	kroonaalscholver		Dutch				
Stephanoaetus coronatus	kroonarend		Dutch				
Guttera edouardi	kroonparelhoen		Dutch				
Calonectris diomedea	Kuhl-pijlstormvogel		Dutch				
Trachyphonus vaillantii	kuifbaardvogel		Dutch				
Dendroperdix sephaena	kuiffrankolijn		Dutch				
Clamator glandarius	kuifkoekoek		Dutch				
Tockus alboterminatus	kuiftok		Dutch				
Turdus libonyanus	Kurrichane-lijster		Dutch				
Phalacrocorax neglectus	kustaalscholver		Dutch				
Nycticorax nycticorax	kwak		Dutch				
Coturnix coturnix	kwartel		Dutch				
Ortygospiza atricollis	kwartelastrild		Dutch				
Crex crex	Kwartelkoning		Dutch				
Sterna nilotica	lachstern		Dutch				
Gypaetus barbatus	lammergier		Dutch				
Certhilauda curvirostris	langsnavelleeuwerik		Dutch				
Anthus similis	langsnavelpieper		Dutch				
Cisticola aberrans	langstaart-graszanger		Dutch				
Vanellus crassirostris	langteenkievit		Dutch				
Monticola explorator	langteen-rotslijster		Dutch				
Pterodroma macroptera	langvleugelstormvogel		Dutch				
Falco biarmicus	lannervalk		Dutch				
Parisoma layardi	Layards Meeszanger		Dutch				
Phoebastria immutabilis	laysanalbatros laysan		Dutch				
Emberiza impetuani	leeuwerikgors		Dutch				
Falco concolor	leigrijze valk		Dutch				
Actophilornis africanus	lelie-loper		Dutch				
Vanellus senegallus	lelkievit		Dutch				
Bugeranus carunculatus	lelkraanvogel		Dutch				
Creatophora cinerea	Lelspreeuw		Dutch				
Oenanthe oenanthe	leucorhoa		Dutch				
Clamator levaillantii	Levaillant-koekoek		Dutch				
Pinarocorys nigricans	lijsterleeuwerik		Dutch				
Bradornis infuscatus	lijstervliegenvanger		Dutch				
Butorides striata	little		Dutch				
Neotis ludwigii	Ludwig-trap		Dutch				
Eudyptes chrysolophus	macaronipinguïn		Dutch				
Cuculus rochii	Madagaskarkoekoek		Dutch				
Spheniscus magellanicus	magelhaenpinguïn		Dutch				
Plocepasser mahali	Mahali-wever		Dutch				
Alcedo cristata	malachietijsvogel		Dutch				
Thalassarche melanophrys	mallemok		Dutch				
Thalassarche melanophrys	malmokalbatros		Dutch				
Halcyon senegaloides	mangrove-ijsvogel		Dutch				
Butorides striata	mangrovereiger striated		Dutch				
Cinnyris mariquensis	Marico-honingzuiger Marico		Dutch				
Bradornis mariquensis	Marico-vliegenvanger		Dutch				
Cinnyris mariquensis	Mariqua		Dutch				
Hyliota australis	Mashona-hyliota		Dutch				
Pycnonotus nigricans	maskerbuulbuul		Dutch				
Oena capensis	maskerduif		Dutch				
Ploceus velatus	maskerwever		Dutch				
Oriolus larvatus	maskerwielewaal		Dutch				
Myioparus plumbeus	mees-vliegenvanger		Dutch				
Camaroptera brachyura	mekker-camaroptera		Dutch				
Pytilia melba	Melba-astrild		Dutch				
Lamprotornis mevesii	Meves-glansspreeuw		Dutch				
Poicephalus meyeri	Meyer-papegaai		Dutch				
Stercorarius pomarinus	middelste jager		Dutch				
Egretta intermedia	middelste zilverreiger		Dutch				
Caprimulgus natalensis	moerasnachtzwaluw		Dutch				
Bradypterus baboecala	moeras-struikzanger		Dutch				
Charadrius mongolus	Mongoolse plevier		Dutch				
Hirundo senegalensis	moskeezwaluw		Dutch				
Passer diffusus	Mozambique-mus		Dutch				
Crithagra mozambicus	Mozambiquesijs yellow-fronted		Dutch				
Mirafra passerina	musleeuwerik		Dutch				
Caprimulgus europaeus	nachtzwaluw		Dutch				
Spizocorys sclateri	Namagua-leeuwerik		Dutch				
Phragmacia substriata	Namaqua-prinia		Dutch				
Pterocles namaqua	Namaqua-zandhoen		Dutch				
Euplectes afer	napoleonwever		Dutch				
Apaloderma narina	Narina-trogon		Dutch				
Pternistis natalensis	Natal-frankolijn		Dutch				
Cisticola natalensis	Natalgraszanger		Dutch				
Cinnyris neergaardi	Neergaard-honingzuiger		Dutch				
Alopochen aegyptiaca	nijlgans		Dutch				
Anous stolidus	noddy		Dutch				
Macronectes halli	noordelijke reuzenstormvogel		Dutch				
Luscinia luscinia	Noordse nachtegaal		Dutch				
Sterna paradisaea	Noordse stern		Dutch				
Actitis hypoleucos	oeverloper		Dutch				
Riparia riparia	oeverzwaluw		Dutch				
Columba arquatrix	olijfduif		Dutch				
Telophorus olivaceus	olijfgroene bosklauwier		Dutch				
Cyanomitra olivacea	olijfgroene honingzuiger		Dutch				
Dendropicos griseocephalus	olijfspecht		Dutch				
Aegypius tracheliotos	oorgier		Dutch				
Accipiter minullus	Oostafrikaanse dwergsperwer		Dutch				
Telophorus sulfureopectus	oranje bosklauwier		Dutch				
Anthobaphes violacea	oranjeborst-honingzuiger		Dutch				
Cinnyris venustus	ornaathoningzuiger		Dutch				
Accipiter ovampensis	Ovambo-sperwer		Dutch				
Saxicola rubetra	paapje		Dutch				
Gypohierax angolensis	palmgier		Dutch				
Streptopelia senegalensis	palmtortel		Dutch				
Anthropoides paradiseus	paradijskraanvogel		Dutch				
Hypargos margaritatus	parelastrild		Dutch				
Hirundo dimidiata	parelborstzwaluw		Dutch				
Scotopelia peli	Pel-visuil		Dutch				
Agapornis roseicollis	perzikkopagapornis		Dutch				
Turdoides jardineii	pijlpuntbabbelaar		Dutch				
Anas acuta	pijlstaart		Dutch				
Dryoscopus cubla	poederdonsklauwier		Dutch				
Tringa stagnatilis	poelruiter		Dutch				
Gallinago media	poelsnip		Dutch				
Porzana porzana	porseleinhoen		Dutch				
Batis pririt	pririt-vliegenvanger		Dutch				
Sarkidiornis melanotos	pronkeend		Dutch				
Cinnyris bifasciatus	purperband-honingzuiger		Dutch				
Porphyrio madagascariensis	purperkoet		Dutch				
Gallirex porphyreolophus	purperkuiftoerako		Dutch				
Ardea purpurea	purperreiger		Dutch				
Vidua purpurascens	purperstaalvink		Dutch				
Ardeola ralloides	ralreiger		Dutch				
Cisticola chiniana	ratelgraszanger		Dutch				
Mirafra rufocinnamomea	ratelleeuwerik		Dutch				
Dicrurus ludwigii	rechtstaartdrongo		Dutch				
Telophorus nigrifrons	Reichenow-bosklauwier		Dutch				
Philetairus socius	republikeinwever		Dutch				
Prionops retzii	Retz-klauwier		Dutch				
Diomedea exulans	reuzenalbatros		Dutch				
Spermestes fringilloides	reuzenekstertje		Dutch				
Ardea goliath	reuzenreiger		Dutch				
Sterna caspia	reuzenstern		Dutch				
Acrocephalus schoenobaenus	rietzanger		Dutch				
Hypargos niveoguttatus	rode druppelastrild		Dutch				
Limosa haemastica	rode grutto		Dutch				
Botaurus stellaris	roerdomp		Dutch				
Prinia subflava	roestflankprinia		Dutch				
Eremomela usticollis	roesthals-eremomela		Dutch				
Caprimulgus pectoralis	roesthalsnachtzwaluw		Dutch				
Passer motitensis	roestmus		Dutch				
Cinnyris fuscus	roethoningzuiger		Dutch				
Phoebetria palpebrata	roetkopalbatros		Dutch				
Parus niger	roetmees		Dutch				
Anas erythrorhyncha	roodbekpijlstaart		Dutch				
Quelea quelea	roodbekwever		Dutch				
Chalcomitra senegalensis	roodborst-honingzuiger		Dutch				
Sarothrura rufa	roodborstral		Dutch				
Chaetops aurantius	roodborst-rotsspringer		Dutch				
Hirundo semirufa	roodborstzwaluw		Dutch				
Thamnolaea cinnamomeiventris	roodbuik-kliftapuit		Dutch				
Ardeola rufiventris	roodbuikreiger		Dutch				
Cossypha natalensis	roodkap-lawaaimaker		Dutch				
Calandrella cinerea	roodkapleeuwerik		Dutch				
Pternistis afer	roodkeelfrankolijn		Dutch				
Macronyx ameliae	roodkeel-langklauw		Dutch				
Anthus cervinus	roodkeelpieper		Dutch				
Calidris ruficollis	roodkeelstrandloper		Dutch				
Euplectes ardens	roodkeelwidavink		Dutch				
Amadina erythrocephala	roodkopamandine		Dutch				
Falco chicquera	roodkopsmelleken		Dutch				
Quelea erythrops	roodkopwever		Dutch				
Coracias naevius	roodkruinscharrelaar		Dutch				
Hirundo smithii	roodkruinzwaluw		Dutch				
Cisticola erythrops	roodmasker-graszanger		Dutch				
Mirafra africana	roodnekleeuwerik		Dutch				
Streptopelia semitorquata	roodoogtortel		Dutch				
Malcorus pectoralis	Roodoorprinia		Dutch				
Sula sula	roodpootgent		Dutch				
Falco vespertinus	roodpootvalk		Dutch				
Pelecanus rufescens	roodrugpelikaan		Dutch				
Lamprotornis nitens	roodschouder-glansspreeuw		Dutch				
Euplectes axillaris	roodschouderwidavink		Dutch				
Bubalornis niger	roodsnavel-buffelwever		Dutch				
Pternistis adspersus	roodsnavelfrankolijn		Dutch				
Phaethon aethereus	roodsnavelkeerkringvogel		Dutch				
Spizocorys conirostris	roodsnavelleeuwerik		Dutch				
Buphagus erythrorhynchus	roodsnavel-ossepikker		Dutch				
Tockus erythrorhynchus	roodsnaveltok		Dutch				
Cisticola rufilatus	roodstaart-graszanger		Dutch				
Phaethon rubricauda	roodstaartkeerkringvogel		Dutch				
Cercomela familiaris	roodstaart-spekvreter		Dutch				
Scleroptila levaillantii	roodvleugel-frankolijn		Dutch				
Onychognathus morio	roodvleugelspreeuw		Dutch				
Pogoniulus pusillus	roodvoorhoofd-ketellapper		Dutch				
Urocolius indicus	roodwangmuisvogel		Dutch				
Caprimulgus rufigena	roodwangnachtzwaluw		Dutch				
Dendrocygna bicolor	rosse fluiteend		Dutch				
Phalaropus fulicaria	rosse franjepoot		Dutch				
Limosa lapponica	rosse grutto		Dutch				
Cursorius rufus	Rosse Renvogel		Dutch				
Columba livia	rotsduif		Dutch				
Cisticola subruficapilla	rotsgraszanger		Dutch				
Caprimulgus tristigma	rotsnachtzwaluw		Dutch				
Eudyptes chrysocome	rotspinguïn		Dutch				
Glareola nuchalis	rotsvorkstaartplevier		Dutch				
Vanellus lugubris	rouwkievit		Dutch				
Lagonosticta rhodopareia	roze amarant		Dutch				
Pelecanus onocrotalus	roze pelikaan		Dutch				
Apalis ruddi	Rudd-apalis		Dutch				
Gyps rueppellii	Rüppellgier		Dutch				
Motacilla flava	Russische gele kwikstaart		Dutch				
Calendulauda sabota	Sabota-leeuwerik		Dutch				
Ploceus xanthops	saffraanwever		Dutch				
Pachyptila salvini	Salvin-prion		Dutch				
Calendulauda africanoides	savanne-leeuwerik		Dutch				
Anthus caffer	savanne-pieper		Dutch				
Hirundo abyssinica	savanne-zwaluw		Dutch				
Anaplectes melanotis	scharlaken wever		Dutch				
Coracias garrulus	scharrelaar		Dutch				
Corvus albus	schildraaf		Dutch				
Pterodroma incerta	Schlegel-stormvogel		Dutch				
Haematopus ostralegus	scholekster		Dutch				
Aquila pomarina	schreeuwarend		Dutch				
Indicator variegatus	schubkeel-honingspeurder		Dutch				
Sagittarius serpentarius	secretarisvogel		Dutch				
Halcyon senegalensis	Senegalese ijsvogel		Dutch				
Eupodotis senegalensis	Senegaltrap		Dutch				
Egretta vinaceigula	Sharpe-reiger		Dutch				
Scleroptila shelleyi	Shelley-frankolijn		Dutch				
Accipiter badius	shikra		Dutch				
Larus heuglini	Siberische meeuw		Dutch				
Estrilda astrild	sint-helenafazantje		Dutch				
Chersomanes albofasciata	sjirpleeuwerik		Dutch				
Falco peregrinus	slechtvalk		Dutch				
Anas clypeata	slobeend		Dutch				
Vidua paradisaea	smalstaart-paradijswida		Dutch				
Chrysococcyx cupreus	smaragdkoekoek		Dutch				
Turtur chalcospilos	smaragdvlekduif		Dutch				
Vanellus armatus	smidsplevier		Dutch				
Euplectes albonotatus	spiegelwidavink		Dutch				
Malaconotus blanchoti	spookklauwier		Dutch				
Plectropterus gambensis	spoorwiekgans		Dutch				
Heteromirafra ruddi	sporenleeuwerik		Dutch				
Mirafra cheniana	spotleeuwerik		Dutch				
Hippolais icterina	spotvogel		Dutch				
Sturnus vulgaris	spreeuw		Dutch				
Vidua chalybeata	staalvink		Dutch				
Turtur afer	staalvlekduif		Dutch				
Arenaria interpres	steenloper		Dutch				
Prionops scopifrons	stekelkopklauwier		Dutch				
Himantopus himantopus	steltkluut		Dutch				
Aquila nipalensis	steppearend		Dutch				
Circus macrourus	steppekiekendief		Dutch				
Glareola nordmanni	steppevorkstaartplevier		Dutch				
Pogonocichla stellata	sterrepaapje		Dutch				
Crithagra gularis	streepkopkanarie		Dutch				
Cercotrichas quadrivirgata	streepkop-waaierstaart		Dutch				
Oenanthe bifasciata	streeptapuit		Dutch				
Sarothrura affinis	strepenral		Dutch				
Struthio camelus	struisvogel		Dutch				
Catharacta antarctica	subantarctische		Dutch				
Pternistis swainsonii	Swainson-frankolijn		Dutch				
Calidris subminuta	Taigastrandloper		Dutch				
Falco fasciinucha	Taita-valk		Dutch				
Turtur tympanistria	tamboerijnduif		Dutch				
Cursorius temminckii	Temmincks Renvogel		Dutch				
Calidris temminckii	Temminck-strandloper		Dutch				
Xenus cinereus	terekruiter		Dutch				
Cisticola textrix	Tinktink-graszanger		Dutch				
Falco rupicolus	torenvalk		Dutch				
Streptopelia turtur	tortelduif		Dutch				
Acridotheres tristis	treurmaina		Dutch				
Streptopelia decipiens	treurtortel		Dutch				
Bycanistes bucinator	trompetneushoornvogel trumpeter hornbill		Dutch				
Sylvia borin	tuinfluiter		Dutch				
Spreo bicolor	tweekleurige glansspreeuw		Dutch				
Anthus vaalensis	vaal-rivierpieper		Dutch				
Oceanodroma leucorhoa	vaalstormvogeltje		Dutch				
Onychognathus nabouroup	vaalvleugelspreeuw		Dutch				
Andropadus importunus	vale buulbuul		Dutch				
Apus pallidus	vale gierzwaluw		Dutch				
Riparia paludicola	vale oeverzwaluw		Dutch				
Puffinus puffinus	vale pijlstormvogel		Dutch				
Puffinus mauretanicus	vale pijlstormvogel		Dutch				
Charadrius marginatus	vale strandplevier		Dutch				
Corythaixoides concolor	vale toerako		Dutch				
Bradornis pallidus	vale vliegenvanger		Dutch				
Cisticola tinniens	vallei-graszanger		Dutch				
Polemaetus bellicosus	vechtarend		Dutch				
Bubo lacteus	Verreaux-oehoe		Dutch				
Cryptillas victorini	Victorin-struikzanger		Dutch				
Fringilla coelebs	vink		Dutch				
Pandion haliaetus	visarend		Dutch				
Sterna hirundo	visdiefje		Dutch				
Coracias spatulatus	vlagstaartscharrelaar		Dutch				
Cercomela sinuata	vlakte-spekvreter		Dutch				
Macheiramphus alcinus	vleermuiswouw		Dutch				
Larus sabini	vorkstaartmeeuw		Dutch				
Glareola pratincola	vorkstaartplevier		Dutch				
Coracias caudatus	vorkstaartscharrelaar		Dutch				
Lagonosticta senegala	vuurvinkje		Dutch				
Aquila wahlbergi	Wahlberg-arend Wahlberg's		Dutch				
Laniarius ferrugineus	waterfiskaal		Dutch				
Burhinus vermiculatus	watergriel		Dutch				
Gallinula chloropus	waterhoentje		Dutch				
Podica senegalensis	watertrapper		Dutch				
Pytilia afra	wenerastrild		Dutch				
Centropus superciliosus	wenkbrauwspoorkoekoek		Dutch				
Pernis apivorus	wespendief		Dutch				
Egretta gularis	westelijke rifreiger		Dutch				
Stactolaema whytii	Whyte-baardvogel		Dutch				
Oriolus oriolus	wielewaal		Dutch				
Puffinus pacificus	wigstaartpijlstormvogel		Dutch				
Anas platyrhynchos	wilde eend		Dutch				
Oceanites oceanicus	Wilson-stormvogeltje		Dutch				
Macrodipteryx vexillarius	wimpelnachtzwaluw		Dutch				
Crithagra leucopterus	witbandkanarie		Dutch				
Coracina pectoralis	witborst-rupsvogel		Dutch				
Cossypha heuglini	witbrauw-lawaaimaker		Dutch				
Cercotrichas leucophrys	witbrauw-waaierstaart		Dutch				
Riparia cincta	witbrauwzwaluw		Dutch				
Cinnyris talatala	witbuik-honingzuiger		Dutch				
Fregetta grallaria	witbuikstormvogeltje		Dutch				
Batis molitor	witflank-vliegenvanger		Dutch				
Tringa ochropus	witgatje		Dutch				
Ficedula albicollis	withalsvliegenvanger collared		Dutch				
Thalassarche cauta	witkapalbatros		Dutch				
Merops bullockoides	witkapbijeneter		Dutch				
Merops albicollis	witkeelbijeneter		Dutch				
Crithagra albogularis	witkeelkanarie		Dutch				
Cossypha humeralis	witkeel-lawaaimaker		Dutch				
Hirundo albigularis	witkeelzwaluw		Dutch				
Procellaria aequinoctialis	witkinstormvogel		Dutch				
Aegypius occipitalis	Witkopgier		Dutch				
Psalidoprocne albiceps	witkopkamzwaluw		Dutch				
Pterodroma lessonii	witkopstormvogel		Dutch				
Vanellus albiceps	witkruinkievit		Dutch				
Eurocephalus anguitimens	witkruinklauwier		Dutch				
Corvus albicollis	witnekraaf		Dutch				
Stactolaema leucotis	witoor-baardvogel		Dutch				
Thalassornis leuconotus	witrugeend		Dutch				
Gyps africanus	witruggier		Dutch				
Gorsachius leuconotus	witrugkwak		Dutch				
Phaethon lepturus	witstaartkeerkringvogel		Dutch				
Colius colius	witstuitmuisvogel		Dutch				
Neophron percnopterus	witte krenggier		Dutch				
Sarothrura ayresi	witvleugelral		Dutch				
Chlidonias leucopterus	Witvleugelstern		Dutch				
Ptilopsis granti	witwangdwergooruil		Dutch				
Dendrocygna viduata	witwangfluiteend		Dutch				
Chlidonias hybrida	witwangstern		Dutch				
Charadrius leschenaultii	woestijnplevier		Dutch				
Cercomela tractrac	woestijn-spekvreter		Dutch				
Falco concolor	woestijnvalk		Dutch				
Batis fratrum	Woodward-vliegenvanger		Dutch				
Ixobrychus minutus	woudaapje		Dutch				
Ploceus bicolor	woudwever		Dutch				
Numenius arquata	wulp		Dutch				
Ephippiorhynchus senegalensis	zadelbekooievaar		Dutch				
Cichladusa arquata	Zambesi-palmlijster		Dutch				
Melierax canorus	zanghavik		Dutch				
Emberiza tahapisi	zevenstrepen-gors		Dutch				
Bycanistes brevis	zilveroor-neushoornvogel		Dutch				
Pluvialis squatarola	zilverplevier		Dutch				
Anas querquedula	zomertaling		Dutch				
Streptopelia turtur	zomertortel		Dutch				
Rhinopomastus cyanomelas	Zuidafrikaanse boomhop		Dutch				
Lophotis ruficrista	Zuidafrikaanse kuiftrap		Dutch				
Bucorvus leadbeateri	zuidelijke hoornraaf Southern		Dutch				
Macronectes giganteus	zuidelijke reuzenstormvogel		Dutch				
Netta erythrophthalma	zuidelijke tafeleend		Dutch				
Catharacta maccormicki	Zuidpooljager		Dutch				
Chionis albus	Zuidpoolkip		Dutch				
Sterna vittata	zuidpoolstern		Dutch				
Merops hirundineus	zwaluwstaartbijeneter		Dutch				
Amaurornis  flavirostris	zwart poseleinhoen		Dutch				
Prinia flavicans	zwartborstprinia		Dutch				
Lamprotornis corruscus	zwartbuik-glansspreeuw		Dutch				
Fregetta tropica	zwartbuikstormvogeltje		Dutch				
Lissotis melanogaster	zwartbuiktrap		Dutch				
Phoebetria fusca	zwarte		Dutch				
Aquila verreauxii	zwarte arend		Dutch				
Accipiter melanoleucus	zwarte havik		Dutch				
Plegadis falcinellus	zwarte ibis		Dutch				
Psalidoprocne holomelaena	zwarte kamzwaluw		Dutch				
Circus maurus	zwarte kiekendief		Dutch				
Cuculus clamosus	Zwarte Koekoek		Dutch				
Ciconia nigra	zwarte ooievaar		Dutch				
Egretta ardesiaca	zwarte reiger		Dutch				
Tringa erythropus	zwarte ruiter		Dutch				
Centropus grillii	zwarte spoorkoekoek		Dutch				
Chlidonias niger	Zwarte Stern		Dutch				
Afrotis afra	zwarte trap		Dutch				
Milvus migrans	zwarte wouw		Dutch				
Lybius torquatus	zwarthalsbaardvogel		Dutch				
Crithagra atrogularis	zwartkeelkanarie		Dutch				
Platysteira peltata	zwartkeel-lelvliegenvanger		Dutch				
Eupodotis vigorsii	zwartkintrap		Dutch				
Sylvia atricapilla	zwartkop		Dutch				
Ardea melanocephala	zwartkopreiger		Dutch				
Tchagra senegalus	zwartkruintsjagra		Dutch				
Sterna sumatrana	zwartnekstern		Dutch				
Cisticola galactotes	zwartrug-graszanger		Dutch				
Estrilda perreini	zwartstaartastrild		Dutch				
Vanellus melanopterus	zwartvleugelkievit		Dutch				
Spheniscus demersus	zwartvoetpinguïn		Dutch				
Bias musicus	zwartwitte klauwiervliegenvanger		Dutch				
Crithagra sulphuratus	zwavelkanarie		Dutch				
Arctocephalus gazella	Antarctic fur seal		English				
Eremitalpa granti	Grant's golden mole		English				
Raphicerus sharpei 	Sharpe's grysbok		English				
Orycteropus afer	Aardvark		English				
Proteles cristatus	Aardwolf		English				
Ciconia abdimii	Abdim's Stork		English				
Tricholaema leucomelas	Acacia Pied Barbet		English				
Thallomys paedulcus 	Acacia rat		English				
Glaucidium capense	African Barred Owlet		English				
Anas sparsa	African Black Duck		English				
Haematopus moquini	African Black Oystercatcher		English				
Apus barbatus	African Black Swift		English				
Smithornis capensis	African Broadbill		English				
Syncerus caffer	African buffalo		English				
Civettictis civetta	African civet		English				
Aonyx capensis 	African clawless otter		English				
Crecopsis egregia	African Crake		English				
Stephanoaetus coronatus	African Crowned Eagle		English				
Cuculus gularis	African Cuckoo		English				
Aviceda cuculoides	African Cuckoo Hawk		English				
Anhinga rufa	African Darter		English				
Muscicapa adusta	African Dusky Flycatcher		English				
Loxodonta africana	African elephant		English				
Chrysococcyx cupreus	African Emerald Cuckoo		English				
Podica senegalensis	African Finfoot		English				
Lagonosticta rubricata	African Firefinch		English				
Haliaeetus vocifer	African Fish-Eagle		English				
Trachylepis quinquetaeniata 	African Five-lined Skink		English				
Elapsoidea sundevallii sundevallii 	African Garter Snake		English				
Oriolus auratus	African Golden Oriole		English				
Accipiter tachiro	African Goshawk		English				
Tyto capensis	African Grass-Owl		English				
Treron calvus	African Green-Pigeon		English				
Tockus nasutus	African Grey Hornbill		English				
Polyboroides typus	African Harrier-Hawk		English				
Aquila spilogaster	African Hawk-Eagle		English				
Falco cuvierii	African Hobby		English				
Upupa africana	African Hoopoe		English				
Actophilornis africanus	African Jacana		English				
Dasymys incomtus 	African marsh rat		English				
Circus ranivorus	African Marsh-Harrier		English				
Cryptomys hottentotus 	African mole-rat		English				
Streptopelia decipiens	African Mourning Dove		English				
Columba arquatrix	African Olive-Pigeon		English				
Anastomus lamelligerus	African Openbill		English				
Cypsiurus parvus	African Palm-Swift		English				
Terpsiphone viridis	African Paradise-Flycatcher		English				
Spheniscus demersus	African Penguin		English				
Motacilla aguimp	African Pied Wagtail		English				
Pipistrellus hesperidus 	African pipistrelle		English				
Anthus cinnamomeus	African Pipit		English				
Pitta angolensis	African Pitta		English				
Porphyrio madagascariensis	African Purple Swamphen		English				
Nettapus auritus	African Pygmy-Goose		English				
Ispidina picta	African Pygmy-Kingfisher		English				
Ortygospiza atricollis	African Quailfinch		English				
Rallus caerulescens	African Rail		English				
Pycnonotus nigricans	African Red-eyed Bulbul		English				
Acrocephalus baeticatus	African Reed-Warbler		English				
Anthus crenatus	African Rock Pipit		English				
Threskiornis aethiopicus	African Sacred Ibis		English				
