TaxonID	Name	Source Reference	Language	Locality	CountryCode	IsPreferredName	TaxonRemarks
Apalis thoracica	Apalis à collier		French				
Apalis flavida	Apalis à gorge jaune		French				
Apalis ruddi	Apalis de Rudd		French				
Coccopygia melanotis	Astrild à joues noires		French				
Estrilda erythronotos	Astrild à moustaches		French				
Estrilda perreini	Astrild à queue noire		French				
Estrilda astrild	Astrild ondulé		French				
Ortygospiza atricollis	Astrild-caille à lunettes		French				
Thryonomys swinderianus	Aulacode grand		French				
Melierax canorus	Autour chanteur		French				
Melierax gabar	Autour gabar		French				
Accipiter melanoleucus	Autour noir		French				
Melierax metabates	Autour sombre		French				
Accipiter tachiro	Autour tachiro		French				
Kaupifalco monogrammicus	Autour unibande		French				
Struthio camelus	Autruche d'Afrique		French				
Recurvirostra avosetta	Avocette élégante		French				
Prionops scopifrons	Bagadais à front roux		French				
Prionops plumatus	Bagadais casqué		French				
Prionops retzii	Bagadais de Retz		French				
Pandion haliaetus	Balbuzard pêcheur		French				
Megaptera novaeangliae 	Baleine à bosse		French				
Balaenoptera musculus 	Baleine bleue		French				
Balaenoptera acutorostrata	Baleine d'este a bec		French				
Balaenoptera borealis 	Baleine noire		French				
Lybius torquatus	Barbican à collier		French				
Stactolaema whytii	Barbican de Whyte		French				
Stactolaema olivacea	Barbican olivâtre		French				
Stactolaema leucotis	Barbican oreillard		French				
Tricholaema leucomelas	Barbican pie		French				
Trachyphonus vaillantii	Barbican promépic		French				
Pogoniulus bilineatus	Barbion à croupion jaune		French				
Pogoniulus chrysoconus	Barbion à front jaune		French				
Pogoniulus pusillus	Barbion à front rouge		French				
Limosa limosa	Barge à queue noire		French				
Limosa lapponica	Barge hudsonienne		French				
Limosa haemastica	Barge rousse		French				
Terathopius ecaudatus	Bateleur des savanes		French				
Aviceda cuculoides	Baza coucou		French				
Pytilia afra	Beaumarquet à dos jaune		French				
Pytilia melba	Beaumarquet melba		French				
Calidris ruficollis	Bécasseau à col roux		French				
Calidris bairdii	Bécasseau à croupion blanc		French				
Calidris subminuta	Bécasseau à longs doigts		French				
Calidris melanotos	Bécasseau à poitrine cendrée		French				
Calidris ferruginea	Bécasseau cocorli		French				
Calidris fuscicollis	Bécasseau de Baird		French				
Calidris tenuirostris	Bécasseau de l'Anadyr		French				
Calidris temminckii	Bécasseau de Temminck		French				
Limicola falcinellus	Bécasseau falcinelle		French				
Calidris canutus	Bécasseau maubèche		French				
Calidris minuta	Bécasseau minute		French				
Tryngites subruficollis	Bécasseau roussâtre		French				
Calidris alba	Bécasseau sanderling		French				
Calidris alpina	Bécasseau variable		French				
Gallinago nigripennis	Bécassine africaine		French				
Gallinago media	Bécassine double		French				
Rynchops flavirostris	Bec-en-ciseaux d'Afrique		French				
Anastomus lamelligerus	Bec-ouvert africain		French				
Sporaeginthus subflavus	Bengali zébré		French				
Motacilla clara	Bergeronnette à longue queue		French				
Motacilla citreola	Bergeronnette citrine		French				
Motacilla cinerea	Bergeronnette des ruisseaux		French				
Motacilla capensis	Bergeronnette du Cap		French				
Motacilla aguimp	Bergeronnette pie		French				
Motacilla flava	Bergeronnette printanière		French				
Bias musicus	Bias musicien		French				
Gorsachius leuconotus	Bihoreau à dos blanc		French				
Nycticorax nycticorax	Bihoreau gris		French				
Damaliscus pygargua phillipsi	Blesbok		French				
Ixobrychus sturmii	Blongios de Sturm		French				
Ixobrychus minutus	Blongios nain		French				
Pernis apivorus	Bondrée apivore		French				
Damaliscus pygargua pygargua	Bontebok		French				
Bradypterus baboecala	Bouscarle caqueteuse		French				
Bradypterus sylvaticus	Bouscarle de Knysna		French				
Cryptillas victorini	Bouscarle de Victorin		French				
Bradypterus barratti	Bouscarle des fourrés		French				
Pitta angolensis	Brève de l'Angola		French				
Emberiza flaviventris	Bruant à poitrine dorée		French				
Emberiza tahapisi	Bruant cannelle		French				
Emberiza impetuani	Bruant des rochers		French				
Emberiza capensis	Bruant du Cap		French				
Nilaus afer	Brubru africain		French				
AIcelaphus buselaphus 	Bubale		French				
Alcelaphus lichtensteinii 	Bubale de Lichtenstein		French				
Bucorvus leadbeateri	Bucorve du Sud		French				
Syncerus caffer	Buffle d'Afrique		French				
Chlorocichla flaviventris	Bulbul à poitrine jaune		French				
Phyllastrephus flavostriatus	Bulbul à stries jaunes		French				
Nicator gularis	Bulbul à tête brune		French				
Pycnonotus nigricans	Bulbul brunoir		French				
Pycnonotus capensis	Bulbul du Cap		French				
Andropadus importunus	Bulbul importun		French				
Phyllastrephus terrestris	Bulbul jaboteur		French				
Pycnonotus tricolor	Bulbul tricolore		French				
Circus pygargus	Busard cendré		French				
Circus aeruginosus	Busard des roseaux		French				
Circus ranivorus	Busard grenouillard		French				
Circus maurus	Busard maure		French				
Circus macrourus	Busard pâle		French				
Buteo augur	Buse augure		French				
Buteo vulpinus	Buse des steppes		French				
Buteo rufinus	Buse féroce		French				
Buteo trizonatus	Buse forestière		French				
Buteo rufofuscus	Buse rounoir		French				
Botaurus stellaris	Butor étoilé		French				
Physeter catodon	Cachalot		French				
Kogia breviceps 	Cachalot nain		French				
Coturnix delegorguei	Caille arlequin		French				
Coturnix adansonii	Caille bleue		French				
Coturnix coturnix	Caille des blés		French				
Tockus nasutus	Calao à bec noir		French				
Tockus erythrorhynchus	Calao à bec rouge		French				
Bycanistes brevis	Calao à joues argent		French				
Tockus alboterminatus	Calao couronné		French				
Tockus leucomelas	Calao leucomèle		French				
Bycanistes bucinator	Calao trompette		French				
Camaroptera brevicaudata	Camaroptère à dos gris		French				
Camaroptera brachyura	Camaroptère à tête grise		French				
Calamonastes fasciolatus	Camaroptère barrée		French				
Euryptila subcinnamomea	Camaroptère cannelle		French				
Calamonastes stierlingi	Camaroptère de Stierling		French				
Anas undulata	Canard à bec jaune		French				
Anas erythrorhyncha	Canard à bec rouge		French				
Sarkidiornis melanotos	Canard à bosse		French				
Anas platyrhynchos	Canard colvert		French				
Anas smithii	Canard de Smith		French				
Anas capensis	Canard du Cap		French				
Anas sparsa	Canard noirâtre		French				
Anas acuta	Canard pilet		French				
Anas clypeata	Canard souchet		French				
Spermestes bicolor	Capucin à dos brun		French				
Spermestes cucullatus	Capucin nonnette		French				
Spermestes fringilloides	Capucin pie		French				
Caracal caracal 	Caracal		French				
Philantomba monticola 	Céphalophe bleu		French				
Sylvicapra grimmia 	Céphalophe couronné		French				
Cephalophus natalensis 	Céphalophe de Natal		French				
Cercopithecus albogularis 	Cercopithèque à diadème		French				
Canis mesomelas 	Chacal à chabraque		French				
Canis adustus 	Chacal à flancs rayé		French				
Felis nigripes	Chat à pieds noir		French				
Felis silvestris 	Chat ganté		French				
Felis silvestris 	Chat sauvage d'Afrique		French				
Leptailurus serval 	Chat-tigre		French				
Chaetops frenatus	Chétopse bridé		French				
Chaetops aurantius	Chétopse doré		French				
Tringa nebularia	Chevalier aboyeur		French				
Tringa erythropus	Chevalier arlequin		French				
Xenus cinereus	Chevalier bargette		French				
Tringa ochropus	Chevalier cul-blanc		French				
Tringa totanus	Chevalier gambette		French				
Actitis hypoleucos	Chevalier guignette		French				
Tringa stagnatilis	Chevalier stagnatile		French				
Tringa glareola	Chevalier sylvain		French				
Glaucidium capense	Chevêchette du Cap		French				
Glaucidium perlatum	Chevêchette perlée		French				
Chionis albus	Chionis blanc		French				
Chloropeta natalensis	Chloropète jaune		French				
Lamprotornis nitens	Choucador à épaulettes rouges		French				
Lamprotornis chalybaeus	Choucador à oreillons bleus		French				
Lamprotornis corruscus	Choucador à ventre noir		French				
Lamprotornis australis	Choucador de Burchell		French				
Lamprotornis mevesii	Choucador de Meves		French				
Lamprotornis elisabeth	Choucador élisabeth		French				
Strix woodfordii	Chouette africaine		French				
Scotopelia peli	Chouette-pêcheuse de Pel		French				
Cichladusa arquata	Cichladuse à collier		French				
Ciconia ciconia	Cigogne blanche		French				
Ciconia abdimii	Cigogne d'Abdim		French				
Ciconia episcopus	Cigogne épiscopale		French				
Ciconia nigra	Cigogne noire		French				
Circaetus pectoralis	Circaète à poitrine noire		French				
Circaetus fasciolatus	Circaète barré		French				
Circaetus cinereus	Circaète brun		French				
Circaetus cinerascens	Circaète cendré		French				
Cisticola brachypterus	Cisticole à ailes courtes		French				
Cisticola fulvicapilla	Cisticole à couronne rousse		French				
Cisticola subruficapilla	Cisticole à dos gris		French				
Cisticola erythrops	Cisticole à face rousse		French				
Cisticola tinniens	Cisticole à sonnette		French				
Cisticola cinnamomeus	Cisticole châtain		French				
Cisticola juncidis	Cisticole des joncs		French				
Cisticola aridulus	Cisticole du désert		French				
Cisticola ayresii	Cisticole gratte-nuage		French				
Cisticola chiniana	Cisticole grinçante		French				
Cisticola rufilatus	Cisticole grise		French				
Cisticola aberrans	Cisticole paresseuse		French				
Cisticola textrix	Cisticole pinc-pinc		French				
Cisticola lais	Cisticole plaintive		French				
Cisticola galactotes	Cisticole roussâtre		French				
Cisticola natalensis	Cisticole striée		French				
Civettictis civetta	Civette d' Afrique		French				
Kobus ellipsiprymnus	Cobe à croissant		French				
Redunca arundinum	Cobe des roseaux		French				
Galerida magnirostris	Cochevis à gros bec		French				
Colius colius	Coliou à dos blanc		French				
Urocolius indicus	Coliou quiriva		French				
Colius striatus	Coliou rayé		French				
Treron calvus	Colombar à front nu		French				
Vidua codringtoni	Combassou de Codrington		French				
Vidua chalybeata	Combassou du Sénégal		French				
Vidua funerea	Combassou noir		French				
Vidua purpurascens	Combassou violacé		French				
Philomachus pugnax	Combattant varié		French				
Corvus albicollis	Corbeau à nuque blanche		French				
Corvus splendens	Corbeau familier		French				
Corvus albus	Corbeau pie		French				
Uraeginthus angolensis	Cordonbleu de l'Angola		French				
Granatina granatina	Cordonbleu grenadin		French				
Phalacrocorax lucidus	Cormoran à poitrine blanche		French				
Phalacrocorax africanus	Cormoran africain		French				
Phalacrocorax coronatus	Cormoran couronné		French				
Phalacrocorax neglectus	Cormoran des bancs		French				
Phalacrocorax capensis	Cormoran du Cap		French				
Corvus capensis	Corneille du Cap		French				
Corvinella melanoleuca	Corvinelle noir et blanc		French				
Cossypha natalensis	Cossyphe à calotte rousse		French				
Cossypha humeralis	Cossyphe à gorge blanche		French				
Cossypha dichroa	Cossyphe choriste		French				
Cossypha heuglini	Cossyphe de Heuglin		French				
Cossypha caffra	Cossyphe du Cap		French				
Centropus superciliosus	Coucal à sourcils blancs		French				
Centropus burchellii	Coucal de Burchell		French				
Centropus grillii	Coucal noir		French				
Cuculus gularis	Coucou africain		French				
Cuculus clamosus	Coucou criard		French				
Pachycoccyx audeberti	Coucou d'Audebert		French				
Chrysococcyx klaas	Coucou de Klaas		French				
Clamator levaillantii	Coucou de Levaillant		French				
Cuculus rochii	Coucou de Madagascar		French				
Chrysococcyx caprius	Coucou didric		French				
Chrysococcyx cupreus	Coucou foliotocol		French				
Clamator glandarius	Coucou geai		French				
Cuculus canorus	Coucou gris		French				
Clamator jacobinus	Coucou jacobin		French				
Cuculus solitarius	Coucou solitaire		French				
Numenius arquata	Courlis cendré		French				
Numenius phaeopus	Courlis corlieu		French				
Rhinoptilus chalcopterus	Courvite à ailes bronzées		French				
Rhinoptilus africanus	Courvite à double collier		French				
Rhinoptilus cinctus	Courvite à triple collier		French				
Cursorius rufus	Courvite de Burchell		French				
Cursorius temminckii	Courvite de Temminck		French				
Ardeola rufiventris	Crabier à ventre roux		French				
Ardeola ralloides	Crabier chevelu		French				
Turdoides bicolor	Cratérope bicolore		French				
Turdoides jardineii	Cratérope fléché		French				
Falco rupicoloides	Crécerelle aux yeux blancs		French				
Sylvietta rufescens	Crombec à long bec		French				
Dryoscopus cubla	Cubla boule-de-neige		French				
Lycaon pictus 	Cynhyène		French				
Damaliscus lunatus 	Damalisque		French				
Dendrohyrax arboreus 	Daman d'arbre		French				
Procavia capensis 	Daman de rocher		French				
Heterohyrax brucei 	Daman de steppe		French				
Daption capense	Damier du Cap		French				
Steno bredanensis 	Dauphin à bec étroit		French				
Steno bredanensis 	Dauphin à dents rugueses		French				
Steno bredanensis 	dauphin à long bec		French				
Stenella attenuata	Dauphin à petites pectorales		French				
Stenella longirostris 	Dauphin à ventre rose		French				
Stenella coeruleoalba	Dauphin bleu et blanc		French				
Lagenodelphis hosei 	Dauphin de Fraser		French				
Stenella coeruleoalba	Dauphin euphrosine		French				
Stenella attenuata	Dauphin veloce		French				
Thalassornis leuconotus	Dendrocygne à dos blanc		French				
Dendrocygna bicolor	Dendrocygne fauve		French				
Dendrocygna viduata	Dendrocygne veuf		French				
Pterodroma baraui	Diablotin de Barau		French				
Dromas ardeola	Drome ardéole		French				
Dicrurus adsimilis	Drongo brillant		French				
Dicrurus ludwigii	Drongo de Ludwig		French				
Himantopus himantopus	Échasse blanche		French				
Campephaga flava	Échenilleur à épaulettes jaunes		French				
Coracina pectoralis	Échenilleur à ventre blanc		French				
Coracina caesia	Échenilleur gris		French				
Xerus inauris	Écureuil foisseur de Cap		French				
Tyto alba	Effraie des clochers		French				
Tyto capensis	Effraie du Cap		French				
Taurotragus oryx 	Élan du Cap		French				
Elanus caeruleus	Élanion blanc		French				
Loxodonta africana	Eléphant d'Afrique		French				
Caprimulgus rufigena	Engoulevent à joues rousses		French				
Caprimulgus europaeus	Engoulevent d'Europe		French				
Caprimulgus fossii	Engoulevent du Mozambique		French				
Caprimulgus natalensis	Engoulevent du Natal		French				
Caprimulgus pectoralis	Engoulevent musicien		French				
Caprimulgus tristigma	Engoulevent pointillé		French				
Macrodipteryx vexillarius	Engoulevent porte-étendard		French				
Accipiter ovampensis	Épervier de l'Ovampo		French				
Accipiter rufiventris	Épervier menu		French				
Accipiter minullus	Épervier minule		French				
Accipiter badius	Épervier shikra		French				
Eremomela scotops	Érémomèle à calotte verte		French				
Eremomela usticollis	Érémomèle à cou roux		French				
Eremomela icteropygialis	Érémomèle à croupion jaune		French				
Eremomela gregalis	Érémomèle du Karroo		French				
Oxyura maccoa	Érismature maccoa		French				
Stenostira scita	Érythrocerque de Livingstone		French				
Creatophora cinerea	Étourneau caronculé		French				
Sturnus vulgaris	Étourneau sansonnet		French				
Euplectes capensis	Euplecte à croupion jaune		French				
Euplectes albonotatus	Euplecte à épaules blanches		French				
Euplectes axillaris	Euplecte à épaules orangées		French				
Euplectes progne	Euplecte à longue queue		French				
Euplectes orix	Euplecte ignicolore		French				
Euplectes ardens	Euplecte veuve-noire		French				
Euplectes afer	Euplecte vorabé		French				
Eurocephalus anguitimens	Eurocéphale à couronne blanche		French				
Smithornis capensis	Eurylaime du Cap		French				
Falco chicquera	Faucon chicquera		French				
Falco concolor	Faucon concolore		French				
Falco rupicolus	Faucon crécerelle		French				
Falco naumanni	Faucon crécerellette		French				
Falco cuvierii	Faucon de Cuvier		French				
Falco dickinsoni	Faucon de Dickinson		French				
Falco amurensis	Faucon de l'Amour		French				
Falco eleonorae	Faucon d'Éléonore		French				
Falco subbuteo	Faucon hobereau		French				
Falco vespertinus	Faucon kobez		French				
Falco biarmicus	Faucon lanier		French				
Falco peregrinus	Faucon pèlerin		French				
Falco fasciinucha	Faucon taita		French				
Polihierax semitorquatus	Fauconnet d'Afrique		French				
Sylvia atricapilla	Fauvette à tête noire		French				
Sylvia borin	Fauvette des jardins		French				
Sylvia communis	Fauvette grisette		French				
Phoenicopterus minor	Flamant nain		French				
Phoenicopterus ruber	Flamant rose		French				
Sula sula	Fou à pieds rouges		French				
Morus serrator	Fou austral		French				
Sula leucogaster	Fou brun		French				
Morus capensis	Fou du Cap		French				
Bathyergus suillus 	Fouisseur		French				
Fulica cristata	Foulque à crête		French				
Scleroptila africanus	Francolin à ailes grises		French				
Pternistis adspersus	Francolin à bec rouge		French				
Pternistis afer	Francolin à gorge rouge		French				
Peliperdix coqui	Francolin coqui		French				
Pternistis capensis	Francolin criard		French				
Scleroptila levaillantoides	Francolin d'Archer		French				
Scleroptila levaillantii	Francolin de Levaillant		French				
Scleroptila shelleyi	Francolin de Shelley		French				
Pternistis swainsonii	Francolin de Swainson		French				
Pternistis natalensis	Francolin du Natal		French				
Dendroperdix sephaena	Francolin huppé		French				
Fregata ariel	Frégate ariel		French				
Fregata minor	Frégate du Pacifique		French				
Fulmarus glacialoides	Fulmar argenté		French				
Gallinula angulata	Gallinule africaine		French				
Gallinula chloropus	Gallinule poule-d'eau		French				
Stenella attenuata	Gamin		French				
Pterocles gutturalis	Ganga à gorge jaune		French				
Pterocles bicinctus	Ganga bibande		French				
Pterocles burchelli	Ganga de Burchell		French				
Pterocles namaqua	Ganga namaqua		French				
Oryx gazella 	Gemsbok		French				
Genetta tigrina 	Genetta à grandes taches		French				
Genetta tigrina 	Genetta tigrine		French				
Genetta genetta 	Genette commune		French				
Genetta genetta 	Genette vulgaire		French				
Gerbilliscus  afra 	Gerboise du Cap		French				
Giraffa camelopordalis	Girafe		French				
Telophorus nigrifrons	Gladiateur à front noir		French				
Telophorus zeylonus	Gladiateur bacbakiri		French				
Malaconotus blanchoti	Gladiateur de Blanchot		French				
Telophorus olivaceus	Gladiateur olive		French				
Telophorus viridis	Gladiateur quadricolore		French				
Telophorus sulfureopectus	Gladiateur soufré		French				
Glareola nordmanni	Glaréole à ailes noires		French				
Glareola pratincola	Glaréole à collier		French				
Glareola nuchalis	Glaréole auréolée		French				
Connochaetes gnou	Gnou à queue blanche		French				
Connochaetes taurinus	Gnou à queue noire		French				
Connochaetes taurinus	Gnou bleu		French				
Ficedula albicollis	Gobemouche à collier		French				
Muscicapa caerulescens	Gobemouche à lunettes		French				
Bradornis mariquensis	Gobemouche du Marico		French				
Sigelus silens	Gobemouche fiscal		French				
Muscicapa striata	Gobemouche gris		French				
Myioparus plumbeus	Gobemouche mésange		French				
Bradornis pallidus	Gobemouche pâle		French				
Muscicapa adusta	Gobemouche sombre		French				
Melaenornis pammelaina	Gobemouche sud-africain		French				
Bradornis infuscatus	Gobemouche traquet		French				
Larus fuscus	Goéland brun		French				
Larus heuglini	Goéland de Heuglin		French				
Larus dominicanus	Goéland dominicain		French				
Larus genei	Goéland railleur		French				
Laniarius ferrugineus	Gonolek boubou		French				
Laniarius aethiopicus	Gonolek d'Abyssinie		French				
Laniarius atrococcineus	Gonolek rouge et noir		French				
Eudyptes chrysolophus	Gorfou doré		French				
Eudyptes chrysocome	Gorfou sauteur		French				
Schoenicola brevirostris	Graminicole à bec court		French				
Tringa melanoleuca	Grand Chevalier		French				
Indicator indicator	Grand Indicateur		French				
Passer motitensis	Grand Moineau		French				
Bubo africanus	Grand-duc africain		French				
Bubo lacteus	Grand-duc de Verreaux		French				
Bubo capensis	Grand-duc du Cap		French				
Egretta alba	Grande Aigrette		French				
Graphiurus ocularis 	Graphiure		French				
Podiceps nigricollis	Grèbe à cou noir		French				
Tachybaptus ruficollis	Grèbe castagneux		French				
Podiceps cristatus	Grèbe huppé		French				
Podica senegalensis	Grébifoulque d'Afrique		French				
Zoothera gurneyi	Grive de Gurney		French				
Zoothera guttata	Grive tachetée		French				
Bugeranus carunculatus	Grue caronculée		French				
Anthropoides paradiseus	Grue de paradis		French				
Balearica regulorum	Grue royale		French				
Raphicerus melanotis 	Grysbok		French				
Raphicerus melanotis 	Grysbok du Cap		French				
Raphicerus sharpei 	Grysbok du Sharpe		French				
Acinonyx jubatus 	Guépard		French				
Merops bullockoides	Guêpier à front blanc		French				
Merops albicollis	Guêpier à gorge blanche		French				
Merops hirundineus	Guêpier à queue d'aronde		French				
Merops nubicoides	Guêpier carmin		French				
Merops superciliosus	Guêpier de Madagascar		French				
Merops persicus	Guêpier de Perse		French				
Merops apiaster	Guêpier d'Europe		French				
Merops pusillus	Guêpier nain		French				
Tragelaphus scriptus	Guib		French				
Chlidonias leucopterus	Guifette leucoptère		French				
Chlidonias hybrida	Guifette moustac		French				
Chlidonias niger	Guifette noire		French				
Polyboroides typus	Gymnogène d'Afrique		French				
Gypaetus barbatus	Gypaète barbu		French				
Atelerix frontalis 	Hérisson d' Afrique du Sud		French				
Egretta intermedia	Héron à bec jaune		French				
Ardea cinerea	Héron cendré		French				
Bubulcus ibis	Héron garde-boeufs		French				
Ardea goliath	Héron goliath		French				
Ardea melanocephala	Héron mélanocéphale		French				
Ardea purpurea	Héron pourpré		French				
Butorides striata	Héron strié		French				
Asio capensis	Hibou du Cap		French				
Hippopotamus amphibius 	Hippopotame		French				
Hippotragus equinus 	Hippotrague		French				
Hippotragus niger 	Hippotrague noir		French				
Riparia cincta	Hirondelle à collier		French				
Pseudhirundo griseopyga	Hirondelle à croupion gris		French				
Hirundo albigularis	Hirondelle à gorge blanche		French				
Hirundo dimidiata	Hirondelle à gorge perlée		French				
Hirundo smithii	Hirondelle à longs brins		French				
Psalidoprocne albiceps	Hirondelle à tête blanche		French				
Hirundo cucullata	Hirondelle à tête rousse		French				
Hirundo semirufa	Hirondelle à ventre roux		French				
Hirundo atrocaerulea	Hirondelle bleue		French				
Delichon urbicum	Hirondelle de fenêtre		French				
Psalidoprocne orientalis	Hirondelle de Reichenow		French				
Riparia riparia	Hirondelle de rivage		French				
Hirundo senegalensis	Hirondelle des mosquées		French				
Psalidoprocne holomelaena	Hirondelle du Ruwenzori		French				
Hirundo fuligula	Hirondelle isabelline		French				
Riparia paludicola	Hirondelle paludicole		French				
Hirundo rustica	Hirondelle rustique		French				
Hirundo abyssinica	Hirondelle striée		French				
Hirundo spilodera	Hirondelle sud-africaine		French				
Haematopus moquini	Huîtrier de Moquin		French				
Haematopus ostralegus	Huîtrier pie		French				
Upupa africana	Huppe d'Afrique		French				
Hyaena brunnea 	Hyène brune		French				
Crocuta crocuta 	Hyène tachetèe		French				
Hyliota australis	Hyliote australe		French				
Hippolais olivetorum	Hypolaïs des oliviers		French				
Hippolais icterina	Hypolaïs ictérine		French				
Geronticus calvus	Ibis du Cap		French				
Plegadis falcinellus	Ibis falcinelle		French				
Bostrychia hagedash	Ibis hagedash		French				
Threskiornis aethiopicus	Ibis sacré		French				
Aepyceros melampus 	Impala		French				
Prodotiscus regulus	Indicateur de Wahlberg		French				
Indicator variegatus	Indicateur varié		French				
Agapornis roseicollis	Inséparable rosegorge		French				
Phoeniculus purpureus	Irrisor moqueur		French				
Rhinopomastus cyanomelas	Irrisor namaquois		French				
Ephippiorhynchus senegalensis	Jabiru d'Afrique		French				
Actophilornis africanus	Jacana à poitrine dorée		French				
Microparra capensis	Jacana nain		French				
Tragelaphus strepsiceros 	Koudou		French				
Stercorarius longicaudus	Labbe à longue queue		French				
Catharacta antarctica	Labbe antarctique		French				
Catharacta maccormicki	Labbe de McCormick		French				
Stercorarius parasiticus	Labbe parasite		French				
Stercorarius pomarinus	Labbe pomarin		French				
Papio hamadryas 	Le chacma		French				
Paraxerus cepapi 	L'écureuils des bois		French				
Panthera pardus 	Léopard		French				
Bunolagus monticularis 	Lièvre des buissons		French				
Lepus capensis 	Lièvre du Cap		French				
Pronolagus randensis 	Lièvre roux de Jameson		French				
Pronolagus crassicaudatus 	Lièvre roux de Natal		French				
Pronolagus rupestris 	Lièvre roux de Smith		French				
Pedetes capensis 	Lièvre sauteur		French				
Panthera leo	Lion d' Afrique		French				
Lioptilus nigricapillus	Lioptile à calotte noire		French				
Locustella fluviatilis	Locustelle fluviatile		French				
Oriolus oriolus	Loriot d'Europe		French				
Oriolus auratus	Loriot doré		French				
Oriolus larvatus	Loriot masqué		French				
Lutra maculicollis 	Loutre à cou tacheté		French				
Aonyx capensis 	Loutre à joues blanches		French				
Leptailurus serval 	Lynx tacheté		French				
Macroscelides proboscideus	Macroscélide de I' Afrique du Sud		French				
Plocepasser mahali	Mahali à sourcils blancs		French				
Ceuthmochares aereus	Malcoha à bec jaune		French				
Spheniscus magellanicus	Manchot de Magellan		French				
Spheniscus demersus	Manchot du Cap		French				
Pygoscelis papua	Manchot papou		French				
Aptenodytes patagonicus	Manchot royal		French				
Ichneumia albicauda 	Mangouste à queue blanc		French				
Rhynchogale melleri 	Mangouste de Meller		French				
Paracynictus selousi 	Mangouste de Selous		French				
Atilax paludinosus 	Mangouste des marais		French				
Cynictis penicillata 	Mangouste fauve		French				
Galerella pulverulenta 	Mangouste gris du Cap		French				
Herpestes ichneumon	Mangouste ichneumon		French				
Helogale parvula 	Mangouste nain		French				
Galerella sanguinea	Mangouste rouge		French				
Mungos mungo	Mangue rayée		French				
Leptoptilos crumeniferus	Marabout d'Afrique		French				
Porzana pusilla	Marouette de Baillon		French				
Porzana porzana	Marouette ponctuée		French				
Aenigmatolimnas marginalis	Marouette rayée		French				
Acridotheres tristis	Martin triste		French				
Halcyon albiventris	Martin-chasseur à tête brune		French				
Halcyon leucocephala	Martin-chasseur à tête grise		French				
Halcyon senegaloides	Martin-chasseur des mangroves		French				
Halcyon senegalensis	Martin-chasseur du Sénégal		French				
Halcyon chelicuti	Martin-chasseur strié		French				
Tachymarptis melba	Martinet à ventre blanc		French				
Apus caffer	Martinet cafre		French				
Neafrapus boehmi	Martinet de Böhm		French				
Apus bradfieldi	Martinet de Bradfield		French				
Apus affinis	Martinet des maisons		French				
Cypsiurus parvus	Martinet des palmes		French				
Apus barbatus	Martinet du Cap		French				
Telacanthura ussheri	Martinet d'Ussher		French				
Apus horus	Martinet horus		French				
Apus apus	Martinet noir		French				
Apus pallidus	Martinet pâle		French				
Alcedo semitorquata	Martin-pêcheur à demi-collier		French				
Megaceryle maximus	Martin-pêcheur géant		French				
Alcedo cristata	Martin-pêcheur huppé		French				
Ceryle rudis	Martin-pêcheur pie		French				
Ispidina picta	Martin-pêcheur pygmée		French				
Turdus smithi	Merle du Karroo		French				
Turdus libonyanus	Merle kurrichane		French				
Psophocichla litsitsirupa	Merle litsipsirupa		French				
Turdus olivaceus	Merle olivâtre		French				
Parus cinerascens	Mésange cendrée		French				
Parus niger	Mésange nègre		French				
Parus afer	Mésange petit-deuil		French				
Sagittarius serpentarius	Messager sagittaire		French				
Milvus migrans	Milan d'Afrique		French				
Macheiramphus alcinus	Milan des chauves-souris		French				
Petronia superciliaris	Moineau bridé		French				
Passer domesticus	Moineau domestique		French				
Passer melanurus	Moineau mélanure		French				
Passer diffusus	Moineau sud-africain		French				
Eremopterix verticalis	Moinelette à dos gris		French				
Eremopterix leucotis	Moinelette à oreillons blancs		French				
Eremopterix australis	Moinelette à oreillons noirs		French				
Monticola brevipes	Monticole à doigts courts		French				
Monticola explorator	Monticole espion		French				
Monticola rupestris	Monticole rocar		French				
Larus cirrocephalus	Mouette à tête grise		French				
Larus pipixcan	Mouette de Franklin		French				
Larus hartlaubii	Mouette de Hartlaub		French				
Larus sabini	Mouette de Sabine		French				
Larus ridibundus	Mouette rieuse		French				
Rissa tridactyla	Mouette tridactyle		French				
Netta erythrophthalma	Nette brune		French				
Anous stolidus	Noddi brun		French				
Anous tenuirostris	Noddi marianne		French				
Tragelaphus angasii 	Nyala		French				
Nycteris thebaica 	Nyctère de Geoffroy		French				
Fregetta grallaria	Océanite à ventre blanc		French				
Fregetta tropica	Océanite à ventre noir		French				
Oceanodroma leucorhoa	Océanite cul-blanc		French				
Oceanodroma matsudairae	Océanite de Matsudaira		French				
Oceanites oceanicus	Océanite de Wilson		French				
Pelagodroma marina	Océanite frégate		French				
Hydrobates pelagicus	Océanite tempête		French				
Burhinus capensis	Oedicnème tachard		French				
Burhinus vermiculatus	Oedicnème vermiculé		French				
Plectropterus gambensis	Oie-armée de Gambie		French				
Scopus umbretta	Ombrette africaine		French				
Oreotragus oreotragus 	Oréotrague		French				
Orycteropus afer	Oryctérope		French				
Otocyon megalotis	Otocyon		French				
Alopochen aegyptiaca	Ouette d'Égypte		French				
Ourebia Ourebi 	Ourébi		French				
Afrotis afraoides	Outarde à miroir blanc		French				
Lissotis melanogaster	Outarde à ventre noir		French				
Eupodotis senegalensis	Outarde de Barrow		French				
Neotis denhami	Outarde de Denham		French				
