ref_entity	Taxon	page
Q117188304	Alstonia	257
Q117188304	A. quaternata	258
Q117188304	A. sect. Tonduzia	259
Q117188304	Alstonieae	257
Q117188304	Alyxia	276
Q117188304	A. concatenata	276
Q117188304	Alyxieae	274
Q117188304	Amalocalyx	306
Q117188304	Amarella	488
Q117188304	Ambelania	267
Q117188304	Amblyopetalum	386
Q117188304	Ammi	98
Q117188304	A. majus	14
Q117188304	Ammodaucus	99
Q117188304	Ammoides	99
Q117188304	Ammoselinum	99
Q117188304	Ampelamus	377
Q117188304	Amphidetes	391
Q117188304	Amphineurion	302
Q117188304	Amphistelma	380
Q117188304	Amphorella	388
Q117188304	Amsonia	271
Q117188304	Amsonieae	271
Q117188304	Anagallidium	489
Q117188304	Anakasia	436
Q117188304	Anatropanthus	329
Q117188304	Ancylobothrys	263
Q117188304	Andrewsia	486
Q117188304	Andriana	99
Q117188304	Anechites	278
Q117188304	Anemotrochus	387
Q117188304	Anethum	99
Q117188304	Angadenia	294
Q117188304	Angelica	100
Q117188304	A. czernaevia	18
Q117188304	A. decurrens	14
Q117188304	Anginon	100
Q117188304	Angolluma	349
Q117188304	Angoseseli	100
Q117188304	Anidrum	
Q117188304	Anidrum sect. Lipskya	149
Q117188304	Anisopoda	101
Q117188304	Anisopus	329
Q117188304	Anisosciadium	101
Q117188304	Anisotoma	341
Q117188304	Anisotomaria	341
Q117188304	Anisotome	101
Q117188304	Anisotominae	341
Q117188304	Annesorhiza	101
Q117188304	Anodendron	302
Q117188304	Anomalluma	342
Q117188304	Anomopanax	84
Q117188304	Anomotassa	381
Q117188304	Anthanotis	370
Q117188304	Anthocleista	493
Q117188304	Anthoclitandra	264
Q117188304	Anthriscus	102
Q117188304	A. caucalis	102
Q117188304	A. caucalis var. caucalis	102
Q117188304	A. caucalis var. gymnocarpa	102
Q117188304	A. kotschyi	102
Q117188304	A. sylvestris	102
Q117188304	Antiostelma	333
Q117188304	Antonia	520
Q117188304	Antoniaceae	511
Q117188304	Antonieae	520
Q117188304	Antoniinae	520
Q117188304	Apegia	344
Q117188304	Aphanopleura	102
Q117188304	Aphanostelma	386
Q117188304	Aphanostylis	264
Q117188304	Apiaceae	9
Q117188304	Apiastrum	103
Q117188304	Apioideae	95
Q117188304	Apiopetalum	82
Q117188304	A. glabratum	83
Q117188304	A. velutinum	83
Q117188304	Apium	103
Q117188304	Apocinae	207
Q117188304	Apocynaceae	207
Q117188304	Apocyneae	301
Q117188304	Apocynoideae	281
Q117188304	Apocynoids	281
Q117188304	Apocynum	304
Q117188304	Apodicarpum	103
Q117188304	Apophragma	472
Q117188304	Apoxyanthera	318
Q117188304	Apteranthes	343
Q117188304	Arafoe	103
Q117188304	Aralia	432
Q117188304	A. californica	419
Q117188304	A. nudicaulis	419
Q117188304	A. tibetana	432
Q117188304	Araliaceae	413
Q117188304	Aralidium	552
Q117188304	A. pinnatifidum	553
Q117188304	Araujia	384
Q117188304	Arctogentia	488
Q117188304	Arctopus	93
Q117188304	Arcuatopterus	103
Q117188304	Argelia	375
Q117188304	Argyronerium	307
Q117188304	Aripuana	496
Q117188304	Arracacia	104
Q117188304	Artedia	104
Q117188304	Arthrophyllum	435
Q117188304	Artia	301
Q117188304	Asciadium	104
Q117188304	Asclepiadaceae	207
Q117188304	Asclepiadeae	354
Q117188304	Asclepiadinae	370
Q117188304	Asclepiadoideae	324
Q117188304	Asclepias	370
Q117188304	Asclepiodella	370
Q117188304	Asketanthera	299
Q117188304	Aspidoglossum	371
Q117188304	Aspidonepsis	371
Q117188304	Aspidosperma	256
Q117188304	A. excelsum	257
Q117188304	A. neblinae	257
Q117188304	A. pachypterum	257
Q117188304	Aspidospermateae	255
Q117188304	Astelma	334
Q117188304	Astephaninae	369
Q117188304	Astephanus	369
Q117188304	Asteriscium	86
Q117188304	Asterostemma	329
Q117188304	Astomaea	104
Q117188304	Astomatopsis	105
Q117188304	Astrantia	93
Q117188304	A.major	14
Q117188304	A. maxima	18
Q117188304	A. pontica	16
Q117188304	A. trifida	93
Q117188304	Astrodaucus	105
Q117188304	A. littoralis	18
Q117188304	Astropanax	431
Q117188304	Astrotricha	428
Q117188304	Astydamia	105
Q117188304	Athamanta	105
Q117188304	Atherandra	311
Q117188304	Atherolepis	315
Q117188304	Atherostemon	311
Q117188304	Atrema	106
Q117188304	Atrostemma	387
Q117188304	Aulacospermum	106
Q117188304	A. anomalum	14
Q117188304	A. sect. Pseudotrachydium	176
Q117188304	Aulostephanus	341
Q117188304	Auranticarpa	545
Q117188304	Australluma	343
Q117188304	Austrochthamalia	387
Q117188304	Austropeucedanum	106
Q117188304	Autumnalia	106
Q117188304	A. innopinata	107
Q117188304	Azilia	107
Q117188304	Azorella	86
Q117188304	Azorelloideae	86
Q117188304	Baeolepis	314
Q117188304	Baharuia	306
Q117188304	Bahiella	300
Q117188304	Baissea	308
Q117188304	Baisseeae	307
Q117188304	Ballyanthus	346
Q117188304	Barjonia	381
Q117188304	Baroniella	311
Q117188304	Barrowia	340
Q117188304	Bartonia	486
Q117188304	Baseonema	312
Q117188304	Batesanthus	312
Q117188304	Baynesia	343
Q117188304	Beaumontia	304
Q117188304	Belmontia	473
Q117188304	Bentleya	546
Q117188304	Berula	107
Q117188304	B. erecta	108
Q117188304	Bidaria	332
Q117188304	Bifora	107
Q117188304	Bilacunaria	108
Q117188304	Billardiera	545
Q117188304	Billburttia	108
Q117188304	Biondia	378
Q117188304	Bisgoeppertia	492
Q117188304	Blaberopus	257
Q117188304	Blackstonia	476
Q117188304	Bleekeria	259
Q117188304	Blepharaden	489
Q117188304	Blepharanthera	344
Q117188304	Blepharodon	381
Q117188304	Blyttia	378
Q117188304	Boerlagiodendron	429
Q117188304	Bolax	87
Q117188304	Bonannia	108
Q117188304	Bonyunia	520
Q117188304	B. superba	512
Q117188304	Borealluma	343
Q117188304	Boucerosia	343
Q117188304	Bousigonia	262
Q117188304	Bowlesia	87
Q117188304	B. palmata	88
Q117188304	Brachyapium	191
Q117188304	Brachycodon	496
Q117188304	Brachylepis	314
Q117188304	Brachyscias	82
Q117188304	Brachystelma	344
Q117188304	Brachystelmaria	344
Q117188304	Brargentina	388
Q117188304	Brassaia	436
Q117188304	Brassaiopsis	440
Q117188304	Bruceholstia	388
Q117188304	Bubon	109
Q117188304	Buckollia	312
Q117188304	Buniella	127
Q117188304	Bunium	109
Q117188304	Bupleurum	109
Q117188304	B. lophocarpum	18
Q117188304	B. papillosum	19
Q117188304	B. rotundifolium	15
Q117188304	B. sibiricum	18
Q117188304	Bursaria	544
Q117188304	Cabucala	260
Q117188304	Cachrys	109
Q117188304	Calathiana	483
Q117188304	Calathostelma	381
Q117188304	Calciphila	371
Q117188304	Callaeolepium	391
Q117188304	Callichilia	268
Q117188304	Calocrater	269
Q117188304	Calolisianthus	498
Q117188304	Calotropis	371
Q117188304	Calpicarpum	259
Q117188304	Calyptranthera	322
Q117188304	Calyptrosciadium	110
Q117188304	Cameraria	278
Q117188304	Campelepis	317
Q117188304	Campestigma	330
Q117188304	Camptocarpus	312
Q117188304	Canaria	181
Q117188304	Cannaboides	110
Q117188304	Canscora	480
Q117188304	C. roxburghii	476
Q117188304	Canscorinae	479
Q117188304	Canscorinella	480
Q117188304	Capnophyllum	110
Q117188304	Caralluma	344
Q117188304	Carissa	280
Q117188304	C. lanceolata	281
Q117188304	C. laxiflora	476
Q117188304	C. ovata	281
Q117188304	C. scabra	281
Q117188304	Carisseae	280
Q117188304	Carlesia	110
Q117188304	Caropsis	111
Q117188304	Caroselinum	123
Q117188304	Carpodinopsis	274
Q117188304	Carpodinus	264
Q117188304	Carruthersia	289
Q117188304	Carum	111
Q117188304	Caruncularia	352
Q117188304	Carvalhoa	270
Q117188304	Cascabela	279
Q117188304	Catharanthus	260
Q117188304	Cathetostemma	330
Q117188304	Caucalis	111
Q117188304	C. platycarpos	14
Q117188304	Caudanthera	344
Q117188304	Celiantha	496
Q117188304	Cenolophium	111
Q117188304	Centaurella	486
Q117188304	Centaurium	477
Q117188304	C. beyrichii	476
Q117188304	C. sect. Spicaria	479
Q117188304	Centella	83
Q117188304	Cephalaralia	429
Q117188304	Cephalopodum	112
Q117188304	Ceramanthus	385
Q117188304	Cerbera	279
Q117188304	C. laeta	279
Q117188304	Cerberiopsis	280
Q117188304	Cerberoideae	253
Q117188304	Ceropegia	344
Q117188304	C. zambesiaca	345
Q117188304	Ceropegieae	336
Q117188304	Cervaria	112
Q117188304	Chabraea	123
Q117188304	Chaerefolium	102
Q117188304	Chaerophyllopsis	112
Q117188304	Chaerophyllum	112
Q117188304	C. aureum	18
Q117188304	C. prescottii	14
Q117188304	Chaetosciadium	113
Q117188304	C. trichospermum	18
Q117188304	Chamaeclitandra	264
Q117188304	Chamaele	96
Q117188304	Chamaesciadium	113
Q117188304	Chamaesium	113
Q117188304	Chamarea	113
Q117188304	Changium	114
Q117188304	Chavannesia	305
Q117188304	Cheiranthera	546
Q117188304	Cheirodendron	430
Q117188304	Chelidospermum	545
Q117188304	Chelonanthus	498
Q117188304	C. alatus	494
Q117188304	Chengiopanax	439
Q117188304	Chilocarpus	275
Q117188304	Chionogentias	488
Q117188304	Chironia	477
Q117188304	Chironieae	476
Q117188304	Chironiinae	476
Q117188304	Chlaenosciadium	83
Q117188304	Chlora	476
Q117188304	Chlorocodon	316
Q117188304	Chlorocyathus	313
Q117188304	Chloropetalum	388
Q117188304	Chondrophylla	483
Q117188304	Chonemorpha	305
Q117188304	Chorisepalum	495
Q117188304	Choristigma	385
Q117188304	Choritaenia	114
Q117188304	Christya	286
Q117188304	Chthamalia	388
Q117188304	Chuanminshen	114
Q117188304	Chunechites	305
Q117188304	Chymocormus	325
Q117188304	Chymsydia	114
Q117188304	Cibirhiza	325
Q117188304	Cicendia	477
Q117188304	Cicuta	114
Q117188304	Ciminalis	483
Q117188304	Cionura	330
Q117188304	Citriobatus	543
Q117188304	Cleghornia	304
Q117188304	Clemensia	333
Q117188304	Clemensiella	333
Q117188304	Clitandra	263
Q117188304	C. sect. Chamaeclitandra	264
Q117188304	Clitandropsis	273
Q117188304	Cnidiocarpa	115
Q117188304	Cnidium	115
Q117188304	C. monnieri	14
Q117188304	Coaxana	115
Q117188304	Coelostelma	389
Q117188304	Coelostyleae	522
Q117188304	Coelostylis	522
Q117188304	Comastoma	487
Q117188304	Condylocarpon	275
Q117188304	Congolanthus	489
Q117188304	Conioselinum	116
Q117188304	Conium	116
Q117188304	Conomitra	340
Q117188304	Conopodium	116
Q117188304	Cordylogyne	372
Q117188304	Coriandropsis	116
Q117188304	Coriandrum	116
Q117188304	Coristospermum	117
Q117188304	Cornacchinia	314
Q117188304	Corollonema	386
Q117188304	Cortia	117
Q117188304	Cortiella	117
Q117188304	Cosmostigma	330
Q117188304	Costantina	333
Q117188304	Cotopaxia	117
Q117188304	Cotylanthera	474
Q117188304	Coulterophytum	118
Q117188304	Couma	266
Q117188304	Couthovia	523
Q117188304	Coutoubea	481
Q117188304	C. spicata	476
Q117188304	Coutoubeinae	481
Q117188304	Coxella	95
Q117188304	Cracosna	480
Q117188304	Craspidospermum	272
Q117188304	C. verticillatum	272
Q117188304	Crawfurdia	484
Q117188304	Crenosciadium	118
Q117188304	Crenulluma	345
Q117188304	Crepinella	436
Q117188304	Crioceras	269
Q117188304	Cristobalia	389
Q117188304	Crithmum	118
Q117188304	Crossopetalum	485
Q117188304	Cryptolepis	313
Q117188304	C. macrophylla	313
Q117188304	Cryptolluma	344
Q117188304	Cryptostegia	314
Q117188304	Cryptotaenia	118
Q117188304	Cuminum	119
Q117188304	Cuphocarpus	435
Q117188304	Curroria	313
Q117188304	Curtia	472
Q117188304	C. obtusifolia	472
Q117188304	C. tenuifolia	472
Q117188304	Cussonia	430
Q117188304	Cyathoselinum	119
Q117188304	Cyathostelma	380
Q117188304	Cycladenia	293
Q117188304	Cyclocotyla	262
Q117188304	Cyclodon	389
Q117188304	Cyclorhiza	119
Q117188304	Cyclospermum	119
Q117188304	Cylindrilluma	348
Q117188304	Cylindropsis	262
Q117188304	Cylixylon	315
Q117188304	Cymbocarpum	119
Q117188304	Cymopterus	120
Q117188304	Cynanchinae	377
Q117188304	Cynanchum	377
Q117188304	C. sect. Formosum	380
Q117188304	C. sect. Microphyllum	380
Q117188304	Cynapium	120
Q117188304	Cynoctonum	521
Q117188304	Cynorhiza	120
Q117188304	Cynosciadium	121
Q117188304	Cyprinia	317
Q117188304	Cyrtophyllum	492
Q117188304	Dactylostelma	386
Q117188304	Dahliaphyllum	121
Q117188304	Dalzielia	334
Q117188304	Dasispermum	121
Q117188304	Dasystephana	483
Q117188304	Daucosma	121
Q117188304	Daucus	122
Q117188304	Decabelone	352
Q117188304	Decalepis	314
Q117188304	Decanema	377
Q117188304	Decanemopsis	377
Q117188304	Decodontia	347
Q117188304	Decostea	507
Q117188304	Deianira	482
Q117188304	Delarbrea	530
Q117188304	D. montana ssp.	
Q117188304	montana	531
Q117188304	Delphyodon	300
Q117188304	Demavendia	122
Q117188304	Dendropanax	439
Q117188304	D. fluminensis	440
Q117188304	Desmidorchis	345
Q117188304	Dethawia	122
Q117188304	Deverra	123
Q117188304	Dewevrella	308
Q117188304	Dicarpophora	380
Q117188304	Dicerolepis	315
Q117188304	Dichaelia	344
Q117188304	Dichoropetalum	123
Q117188304	Dichosciadium	87
Q117188304	Dickinsia	87
Q117188304	Dictyanthus	389
Q117188304	Dictyophleba	263
Q117188304	Dicyclophora	123
Q117188304	Didiscus	427
Q117188304	Didymopanax	436
Q117188304	Dimorphosciadium	123
Q117188304	Dipladenia	296
Q117188304	Diplaspis	88
Q117188304	Diplocyatha	349
Q117188304	Index	565
Q117188304	Diplolepinae	379
Q117188304	Diplolepis	379
Q117188304	Diplolophium	124
Q117188304	Diplorhynchus	271
Q117188304	Diplostigma	378
Q117188304	Diplotaenia	124
Q117188304	Diposis	88
Q117188304	Discalyxia	276
Q117188304	Dischidanthus	334
Q117188304	Dischidia	330
Q117188304	Dischidiopsis	330
Q117188304	Distichoselinum	194
Q117188304	Ditassa	381
Q117188304	Dittoceras	339
Q117188304	Dizygotheca	434
Q117188304	Djaloniella	490
Q117188304	Dolichopetalum	331
Q117188304	Dolichostegia	330
Q117188304	Dolpojestella	113
Q117188304	Domeykoa	89
Q117188304	Donnellsmithia	124
Q117188304	Dorema	124
Q117188304	Dorystephania	335
Q117188304	Dracosciadium	125
Q117188304	Drakebrockmania	353
Q117188304	Dregea	331
Q117188304	Drusa	89
Q117188304	Ducrosia	125
Q117188304	Duplipetala	480
Q117188304	Duvalia	345
Q117188304	Duvaliandra	346
Q117188304	Dyera	258
Q117188304	Dystaenia	125
Q117188304	Ecdysanthera	305
Q117188304	Echidnopsis	346
Q117188304	E. bentii	346
Q117188304	Echinopanax	437
Q117188304	Echinophora	125
Q117188304	Echinosciadium	101
Q117188304	Echiteae	297
Q117188304	Echites	300
Q117188304	E. sect. Aganosma	306
Q117188304	Echitoideae	281
Q117188304	Ectadiopsis	313
Q117188304	Ectadium	314
Q117188304	Ecua	300
Q117188304	Edisonia	389
Q117188304	Edithcolea	347
Q117188304	Ekimia	126
Q117188304	Elaeoselinum	194
Q117188304	Elaeosticta	126
Q117188304	E. knorringiana	126
Q117188304	Eleutherococcus	441
Q117188304	Eleutherospermum	126
Q117188304	Ellertonia	260
Q117188304	Elwendia	127
Q117188304	Elytropus	295
Q117188304	Emicocarpus	353
Q117188304	E. fissifolius	353
Q117188304	Emplectanthus	341
Q117188304	Enantiophylla	127
Q117188304	Endressia	127
Q117188304	Enicostema	491
Q117188304	E. verticillatum	490
Q117188304	Ephippiocarpa	268
Q117188304	Epigynum	307
Q117188304	Epikeros	100
Q117188304	Epistemma	314
Q117188304	Eremocharis	89
Q117188304	Eremodaucus	127
Q117188304	E. lehmannii	128
Q117188304	Eremopanax	435
Q117188304	Ergocarpon	128
Q117188304	Ericoila	483
Q117188304	Erigenia	128
Q117188304	Eriopetalum	344
Q117188304	Eriosynaphe	129
Q117188304	Eryngium	94
Q117188304	E. bungei	94
Q117188304	E. maritimum	14
Q117188304	E. planum	18
Q117188304	Erythraea	477
Q117188304	E. sect. Gyrandra	478
Q117188304	Erythroselinum	147
Q117188304	Esmeraldia	382
Q117188304	Eucorymbia	289
Q117188304	Eudoxia	488
Q117188304	Euphorbiopsis	481
Q117188304	Eurytaenia	129
Q117188304	Eustegia	354
Q117188304	Eustegieae	353
Q117188304	Eustoma	478
Q117188304	E. grandiflorum	476
Q117188304	Eutropis	378
Q117188304	Evodiopanax	439
Q117188304	Exaceae	473
Q117188304	Exaculum	479
Q117188304	Exacum	474
Q117188304	E. axillare	473
Q117188304	E. tenuis	473
Q117188304	E. tetragonum	473
Q117188304	Excavatia	259
Q117188304	Exoacantha	129
Q117188304	Exochaenium	474
Q117188304	Exolobus	390
Q117188304	Exothostemon	296
Q117188304	Ezosciadium	129
Q117188304	Fagraea	493
Q117188304	F. berteroana	490
Q117188304	F. sect. Cyrtophyllum	492
Q117188304	F. subg. Cyrtophyllum	492
Q117188304	Falcaria	130
Q117188304	Fanninia	372
Q117188304	Faroa	490
Q117188304	Faroinae	489
Q117188304	Farquharia	287
Q117188304	Fatsia	438
Q117188304	Favargera	483
Q117188304	Fergania	130
Q117188304	Fernaldia	300
Q117188304	Ferula	130
Q117188304	F. rutbaensis	16
Q117188304	Ferulago	130
Q117188304	Ferulopsis	131
Q117188304	Fimbristemma	390
Q117188304	Finlaysonia	315
Q117188304	Fischeria	390
Q117188304	Flanagania	377
Q117188304	Fockea	325
Q117188304	F. edulis	326
Q117188304	Fockeeae	325
Q117188304	Foeniculum	131
Q117188304	Folotsia	377
Q117188304	Fontellaea	386
Q117188304	Formosia	302
Q117188304	Formosum	380
Q117188304	Forsteronia	296
Q117188304	F. sect. Thyrsanthella	292
Q117188304	Frasera	486
Q117188304	Frerea	343
Q117188304	Frommia	131
Q117188304	Froriepia	131
Q117188304	Fuernrohria	131
Q117188304	Funastrum	385
Q117188304	Funastruma	
Q117188304	F. angustifolium	385
Q117188304	Funtumia	291
Q117188304	Galactophora	288
Q117188304	Galagania	132
Q117188304	Gamblea	439
Q117188304	Gardnereae	511
Q117188304	Gardneria	523
Q117188304	Gardneriaceae	511
Q117188304	Gardnerieae	523
Q117188304	Gasparrinia	132
Q117188304	Gastonia	435
Q117188304	Geissospermum	256
Q117188304	Gelibia	435
Q117188304	Gelsemiaceae	447
Q117188304	Gelsemium	450
Q117188304	G. elegans	450
Q117188304	Genianthus	322
Q117188304	Geniostemon	478
Q117188304	Geniostoma	521
Q117188304	G. huttonii	512
Q117188304	Geniostomaceae	511
Q117188304	Geniostomateae	520
Q117188304	Geniostomeae	520
Q117188304	Gentiana	483
Q117188304	G. sect. Crossopetalum	485
Q117188304	G. sect. Gentianopsis	485
Q117188304	G. sect. Megacodon	486
Q117188304	G. sect. Otophora	483
Q117188304	G. subg. Eublephis	485
Q117188304	G. vandellioides	482
Q117188304	Gentianaceae	453
Q117188304	Gentianeae	482
Q117188304	Gentianella	488
Q117188304	G. sp.	482
Q117188304	G. subg. Comastoma	487
Q117188304	G. subg. Gentianopsis	485
Q117188304	Gentianinae	482
Q117188304	Gentianodes	483
Q117188304	Gentianopsis	485
Q117188304	Gentianothamnus	475
Q117188304	Geocaryum	132
Q117188304	G. macrocarpum	16
Q117188304	Geopanax	431
Q117188304	Giadotrum	304
Q117188304	Gingidia	132
Q117188304	Glaucosciadium	133
Q117188304	Glehnia	133
Q117188304	Glia	133
Q117188304	Gliopsis	181
Q117188304	Glossonema	377
Q117188304	Glossostelma	372
Q117188304	Glossostephanus	370
Q117188304	Gomphocarpus	372
Q117188304	G. subsect. Trachycalymma	376
Q117188304	Gomphopetalum	164
Q117188304	Gongronema	331
Q117188304	Gongylosciadium	133
Q117188304	Gongylosperma	320
Q117188304	Gongylotaxis	134
Q117188304	Gonioanthela	383
Q117188304	Gonioma	273
Q117188304	Goniostemma	322
Q117188304	Gonocrypta	317
Q117188304	Gonolobinae	387
Q117188304	Gonolobium	390
Q117188304	Gonolobus	390
Q117188304	Gonostemon	351
Q117188304	Goydera	378
Q117188304	Graciemoriana	390
Q117188304	Grafia	134
Q117188304	Grammosciadium	134
Q117188304	Graphistemma	377
Q117188304	Grisebachiella	379
Q117188304	Griselinia	507
Q117188304	G. lucida	507
Q117188304	Griseliniaceae	505
Q117188304	Grisseea	300
Q117188304	Guillonea	194
Q117188304	Gunnessia	332
Q117188304	Gymnanthera	315
Q117188304	Gymnema	332
Q117188304	G. latifolium	332
Q117188304	G. subg. Gongronema	331
Q117188304	Gymnolaema	319
Q117188304	Gymnophyton	89
Q117188304	Gynophyge	97
Q117188304	Gyrandra	478
Q117188304	Gyrostelma	390
Q117188304	Hacquetia	94
Q117188304	Haemax	369
Q117188304	Halenia	486
Q117188304	H. elliptica	482
Q117188304	Halosciastrum	134
Q117188304	Haloselinum	135
Q117188304	Hancornia	265
Q117188304	Hanghomia	315
Q117188304	Hansenia	135
Q117188304	Haplophyton	256
Q117188304	Haplosciadium	135
Q117188304	Haplosphaera	135
Q117188304	Harbouria	136
Q117188304	Harmandiella	334
Q117188304	Harmsiopanax	428
Q117188304	H. ingens	428
Q117188304	Harpanema	312
Q117188304	Harperella	136
Q117188304	Harrisonia	334
Q117188304	Harrysmithia	136
Q117188304	Haussknechtia	136
Q117188304	Hedera	441
Q117188304	H. helix	441
Q117188304	Hederopsis	442
Q117188304	Helia	498
Q117188304	Helieae	494
Q117188304	Heliostemma	394
Q117188304	Hellenocarum	136
Q117188304	Helosciadium	137
Q117188304	Hemidesmus	315
Q117188304	Hemipogon	382
Q117188304	Henricea	489
Q117188304	Heptapleurum	436
Q117188304	Heptaptera	137
Q117188304	Heracleum	137
Q117188304	H. chorodanum	15
Q117188304	H. grandiflorum	18
Q117188304	H. sosnowskyi	18
Q117188304	Hermanschwartzia	352
Q117188304	Hermas	90
Q117188304	Heterocanscora	480
Q117188304	Heteromorpha	137
Q117188304	Heteropanax	438
Q117188304	Heterostemma	339
Q117188304	Heterostemminae	339
Q117188304	Heynella	332
Q117188304	Hickenia	385
Q117188304	Himantostemma	391
Q117188304	Himatanthus	278
Q117188304	Hladnikia	138
Q117188304	Hockinia	472
Q117188304	Hohenackeria	138
Q117188304	Holandrea	123
Q117188304	Holarrhena	289
Q117188304	Holostemma	377
Q117188304	Homalocarpus	90
Q117188304	Homalosciadium	83
Q117188304	Hoodia	347
Q117188304	Hoodiopsis	347
Q117188304	Hoppea	480
Q117188304	Horstrissea	138
Q117188304	Hostea	392
Q117188304	Hoya	333
Q117188304	H. sect. Antiostelma	333
Q117188304	Hoyella	330
Q117188304	Huanaca	86
Q117188304	Huernia	347
Q117188304	Huerniopsis	350
Q117188304	Huetia	132
Q117188304	Hunteria	273
Q117188304	H. zeylanica	274
Q117188304	Hunterieae	273
Q117188304	Husnotia	381
Q117188304	Hutchinia	343
Q117188304	Hyalolaena	138
Q117188304	Hydrocotylaceae	413
Q117188304	Hydrocotyle	426
Q117188304	H. apolobambensis	426
Q117188304	H. palmata	426
Q117188304	Hylaea	298
Q117188304	H. acutifolia	298
Q117188304	H. arborescens	298
Q117188304	H. vaupesiana	298
Q117188304	Hymenidium	139
Q117188304	Hymenolaena	139
Q117188304	H. pimpinellifolia	139
Q117188304	Hymenolyma	138
Q117188304	Hymenosporum	545
Q117188304	Hypolobus	382
Q117188304	Ibatia	391
Q117188304	Ichnocarpus	307
Q117188304	Imperatoria	140
Q117188304	Indoschulzia	142
Q117188304	Irlbachia	496
Q117188304	Isaura	335
Q117188304	Ischnolepis	316
Q117188304	Ischnostemma	378
Q117188304	Isonema	286
Q117188304	Itasina	140
Q117188304	Ixanthus	477
Q117188304	Ixodonerium	302
Q117188304	Jacaima	391
Q117188304	Jaeschkea	487
Q117188304	Janakia	314
Q117188304	Jasminanthes	333
Q117188304	Jobinia	380
Q117188304	Johrenia	140
Q117188304	Johreniopsis	123
Q117188304	Kadenia	140
Q117188304	Kafirnigania	141
Q117188304	Kailashia	141
Q117188304	Kalakia	141
Q117188304	Kalopanax	442
Q117188304	Kamelinia	143
Q117188304	Kamettia	260
Q117188304	Kanahia	373
Q117188304	Kandaharia	141
Q117188304	Karatavia	141
Q117188304	Karimbolea	377
Q117188304	Karina	490
Q117188304	Karnataka	142
Q117188304	Katapsuxis	142
Q117188304	K. silaifolia	16
Q117188304	Kedarnatha	142
Q117188304	Kelussia	142
Q117188304	Kentia	492
Q117188304	Kentrochrosia	259
Q117188304	Keraymonia	142
Q117188304	Kerbera	380
Q117188304	Kibatalia	290
Q117188304	Kinepetalum	344
Q117188304	Kingdon-Wardia	489
Q117188304	Kirkophytum	86
Q117188304	Kissodendron	435
Q117188304	Kitagawia	143
Q117188304	Klackenbergia	474
Q117188304	Klotzschia	90
Q117188304	Koelzella	173
Q117188304	Komarovia	143
Q117188304	K. anisosperma	143
Q117188304	Kompitsia	317
Q117188304	Kopsia	259
Q117188304	Korovinia	132
Q117188304	Korshinskia	143
Q117188304	Kosopoljanskia	183
Q117188304	Kozlovia	144
Q117188304	Krasnovia	144
Q117188304	Krebsia	376
Q117188304	Krubera	144
Q117188304	Kuepferella	483
Q117188304	Kuepferia	483
Q117188304	Kuhlia	492
Q117188304	Kundmannia	144
Q117188304	Kuramosciadium	145
Q117188304	Labidostelma	394
Q117188304	Labordia	521
Q117188304	Labordieae	520
Q117188304	Lachnostoma	391
Q117188304	Lacmellea	266
Q117188304	Lactaria	259
Q117188304	Ladyginia	145
Q117188304	Lagarinthus	375
Q117188304	Lagenanthus	497
Q117188304	Lagenias	474
Q117188304	Lagoecia	145
Q117188304	L. cuminoides	16
Q117188304	Lalldhwojia	145
Q117188304	Lamechites	305
Q117188304	Landolphia	264
Q117188304	L. letestui	265
Q117188304	L. sect. Saba	264
Q117188304	Lapithea	479
Q117188304	Laretia	86
Q117188304	Larryleachia	347
Q117188304	Laser	146
Q117188304	L. trilobum	15
Q117188304	Laserpitium	146
Q117188304	L. latifolium	15
Q117188304	Lasiostelma	344
Q117188304	Latouchea	485
Q117188304	Laubertia	297
Q117188304	Lavrania	348
Q117188304	Laxoplumeria	259
Q117188304	Leachia	347
Q117188304	Leachiella	347
Q117188304	Lecokia	146
Q117188304	Ledebouriella	146
Q117188304	Lefebvrea	147
Q117188304	Lehmanniella	497
Q117188304	Leianthus	492
Q117188304	Leichardtia	333
Q117188304	Leiothamnus	499
Q117188304	Leiotulus	147
Q117188304	Lepinia	276
Q117188304	Lepiniopsis	276
Q117188304	Leptadenia	340
Q117188304	Leptadeniinae	340
Q117188304	Lereschia	118
Q117188304	Leucocraspedum	486
Q117188304	Leuconotis	262
Q117188304	Leutea	147
Q117188304	Levisticum	147
Q117188304	Lichtensteinia	148
Q117188304	Liedea	380
Q117188304	Lignocarpa	148
Q117188304	Ligusticopsis	148
Q117188304	Ligusticum	149
Q117188304	Lilaeopsis	149
Q117188304	Limahlania	493
Q117188304	Limnosciadium	149
Q117188304	Lipskya	149
Q117188304	Lisaea	150
Q117188304	Lisianthiinae	492
Q117188304	Lisianthius	492
Q117188304	L. laxiflorus	490
Q117188304	L. sect. Adenolisianthus	497
Q117188304	L. sect. Brachycodon	496
Q117188304	L. sect. Chelonanthus	498
Q117188304	Lithosciadium	150
Q117188304	Lobostephanus	353
Q117188304	Logania	521
Q117188304	L. minor	512
Q117188304	Loganiaceae	511
Q117188304	Loganieae	511
Q117188304	Lomatium	150
Q117188304	Lomatocarpa	150
Q117188304	Lomatogoniopsis	487
Q117188304	Lomatogonium	487
Q117188304	L. sect. Comastoma	487
Q117188304	Loniceroides	334
Q117188304	Lophostephus	341
Q117188304	Lygisma	333
Q117188304	Lyonia	385
Q117188304	Lyonsia	300
