taxonID	EOLid
Q23892245	91546
Q23894329	new
Q2391176	47108851
Q2391385	new
Q23928479	28372
Q23975958	46503828
Q2400058	34871
Q24041642	97293
Q2405078	35323768
Q24075693	11889640
Q241151	47156249
Q2413669	47161044
Q2414970	45956
Q2416352	584037
Q2416669	5183838
Q2417381	47149380
Q2418768	47055957
Q24254296	new
Q2433471	38450
Q2436088	1046647
Q2441005	47160558
Q2442871	51891942
Q244452	567
Q2452808	47140869
Q2455038	45518099
Q2460800	47160667
Q2461772	2885752
Q24691629	47141121
Q24693005	47132903
Q24700132	5810461
Q24700282	5800278
Q2470099	5130250
Q2473735	47139561
Q247393	703939
Q247836	42195
Q2478936	47143456
Q2479682	112760
Q2481764	47160582
Q2482833	47160549
Q24837151	46471506
Q24851421	6211801
Q24851430	2879231
Q24851824	49190989
Q24852412	648714
Q24852459	679795
Q24871785	49905918
Q2487233	46450796
Q2491470	47143479
Q2491792	46567436
Q2493771	51501093
Q2495248	47149549
Q24956199	51516345
Q24975387	8532198
Q2498123	45511771
Q249826	45510649
Q249907	2772971
Q2503868	11887105
Q2505493	57756
Q2508347	45512380
Q250851	47148855
Q2510483	69807
Q25115552	50287593
Q2512062	46552446
Q25122168	50586327
Q25131884	46506325
Q25204606	5326474
Q25205113	88442
Q2521736	46813815
Q25241	2774383
Q2524440	89040
Q252831	46312
Q2533831	89986
Q25349942	1120520
Q25361946	8807319
Q25364467	91393
Q25364712	6806452
Q25364904	3060943
Q25365397	new
Q25365730	2976317
Q25365836	90073
Q25366137	11749
Q25366582	new
Q25366689	47077901
Q25366807	47077954
Q25366918	47077507
Q25367148	89801
Q25367383	72795
Q25367430	47076798
Q25367842	new
Q25368354	107687
Q25368624	new
Q25368649	46592651
Q25368785	39307401
Q253870	47160835
Q25394929	32023142
Q25398745	95942
Q25406957	46851330
Q25419	972688
Q254426	5393505
Q2547920	47160924
Q2552132	36121
Q2562522	72842
Q256304	47141343
Q2563273	72843
Q2564461	596341
Q25654245	new
Q25660988	92019
Q25661053	90596
Q25661057	47075855
Q25661060	21653270
Q25661066	46588767
Q25661068	46588876
Q25661108	46588902
Q25661134	91062
Q25661231	39289510
Q25661266	59433
Q25661326	47080711
Q25661331	90237
Q25661376	89957
Q25661390	90248
Q25661394	47081311
Q25661416	23388
Q25661496	89809
Q25661498	47076859
Q25661503	47076863
Q25661505	new
Q25661520	46592182
Q25661562	new
Q25661614	new
Q25661625	90149
Q25661806	57373673
Q25661812	57371254
Q25661841	new
Q25661859	new
Q25661863	new
Q25661894	new
Q25661900	57371273
Q25661957	new
Q2566619	17296
Q2568982	47154501
Q2569205	45510063
Q2570239	44226
Q2570694	291013
Q25708321	46474625
Q2576670	46563063
Q2579542	47162375
Q25804008	60287175
Q25804009	new
Q2582589	47065416
Q25834462	4841
Q2583793	596375
Q2585316	47119497
Q25859291	975706
Q2588511	16363696
Q25912935	16471
Q25915531	new
Q2592281	46563262
Q2593152	47121279
Q2597964	37375
Q2599422	988714
Q2601563	47141037
Q2602694	29236
Q2606037	46819351
Q2607246	46556282
Q2611218	46581390
Q2612158	46578417
Q2614003	237187
Q2614040	9090754
Q2615285	44040
Q26160977	88149
Q2616418	47121403
Q2618691	69624
Q2619215	2895268
Q26214	46557929
Q26219521	97822
Q26231824	52768571
Q2623321	47121870
Q26233477	38352
Q26235091	46588321
Q26250616	27894
Q26250617	46845751
Q26252264	46509855
Q2625486	1331243
Q26271235	46587769
Q26274052	new
Q2628493	47113850
Q26288884	995338
Q2629047	16160
Q26291204	1015412
Q26308	1643
Q2641201	new
Q2649687	9091011
Q2655455	29279
Q2659251	new
Q26617	8023
Q2662073	47116708
Q2662997	29390
Q2664199	329764
Q2665205	2873854
Q2666273	29331
Q26700308	97760
Q2670134	29404
Q26708382	55651759
Q2671368	47114771
Q26714852	52504086
Q26714903	47181429
Q26722459	47011509
Q2673646	29890
Q2673653	29998
Q26769371	2911753
Q26771	47136658
Q2677164	46974521
Q267766	25880
Q2679253	51891915
Q26819688	90751
Q26833489	82455
Q26838058	11808699
Q26844244	47184955
Q26844258	55568648
Q2684551	108169
Q268597	47140940
Q26869584	47181430
Q26869746	47181320
Q26869797	47182626
Q2688882	35137
Q26913042	55199
Q2694494	35323770
Q2697235	47160729
Q26973091	52707295
Q2697396	47152598
Q2698575	59393
Q2700657	18255
Q2700686	47148666
Q2701240	21179752
Q2702282	28426
Q2702846	2922092
Q2702870	47142834
Q2703245	19842
Q2704906	47148505
Q2705497	584591
Q2705909	4858319
Q27062484	24274008
Q2706479	47112915
Q2706684	17473
Q2706712	46554309
Q2708290	16380
Q2708315	59001072
Q2708411	47143529
Q2708462	71288
Q2709263	47124092
Q2709465	2865819
Q2709663	47124905
Q2709712	46493321
Q2710470	2865202
Q2710965	47129574
Q2710975	56565
Q2711133	46704918
Q2711191	38350
Q2711260	47143411
Q2711319	38357
Q2711718	47123874
Q2711739	47161234
Q2714202	47126421
Q2714357	47156286
Q2714434	14469
Q2716146	47016938
Q2716398	467917
Q2717836	47142417
Q2720003	15790
Q27222233	46725059
Q2722803	47139484
Q2723742	488689
Q2725382	632468
Q2729463	46579987
Q2732846	new
Q27336057	47015546
Q273655	46507307
Q2737226	49118
Q27381231	46707224
Q2738168	973141
Q2742139	47143518
Q2742656	72000
Q2742916	51892033
Q2743384	47124260
Q27438456	45444341
Q27438696	92953
Q27438711	45279227
Q27438854	45279259
Q27438856	47184609
Q27438927	46719366
Q2747544	52214625
Q2757128	46498509
Q275737	31086507
Q27631013	1241823
Q2763701	46556279
Q2764458	new
Q27664224	15337
Q2767054	63701
Q27685078	1746
Q27736	92622
Q27768148	47015164
Q2779382	40997491
Q27839147	46461019
Q27870169	21393
Q27881665	47181793
Q27895194	new
Q27895707	6767028
Q2789944	45509196
Q2791719	872322
Q27920057	46448947
Q27925949	46447699
Q27949282	45416005
Q27950086	16749
Q27954962	52589286
Q2795848	46556278
Q27971571	56309
Q27972912	50253620
Q27983644	52616577
Q27987031	12112224
Q2798865	32519
Q27990038	52449563
Q27990041	new
Q28002143	28722
Q28002309	new
Q28008278	104066
Q28008562	97004
Q28028009	4896565
Q2803063	47160686
Q28038629	46452013
Q28058839	new
Q28063181	46703032
Q28101	32425
Q2810933	46495219
Q2813943	29984
Q28170411	new
Q28170488	new
Q28210	31983
Q2822132	597501
Q2822475	49369
Q2822501	45510340
Q2822503	9098621
Q2822504	45369718
Q2822626	46478932
Q2822948	51614971
Q28304847	new
Q2830631	80147
Q2832077	46564579
Q28342595	54649
Q2834271	910083
Q28343082	23769463
Q28345654	47073074
Q28346248	104813
Q2834855	113123
Q28370143	45632
Q28371802	47141053
Q2839724	47154874
Q28432832	46704631
Q28432839	41380
Q28432858	47180554
Q284644	47140362
Q28466614	2757989
Q2850145	47124924
Q2851430	16191
Q285192	47117226
Q28524	1746
Q28599550	45328813
Q28607999	47368477
Q2861228	27100
Q2866318	2872764
Q286775	22541
Q2868401	45328037
Q2868514	416207
Q2868518	639264
Q2872596	47112596
Q28731103	21553
Q28735296	new
Q2875136	112706
Q28797445	46577783
Q2879990	47114020
Q2880447	46571837
Q28808714	47159733
Q2881204	65941
Q28817349	51516001
Q28821044	47157661
Q2883028	47140761
Q288311	97150
Q28866553	new
Q2886902	2906985
Q288827	53808
Q2888828	46587995
Q2890026	47154835
Q28915	45511010
Q28916724	47363870
Q2892789	301084
Q28932985	3259711
Q2894193	5470141
Q28946615	21655
Q28953	914
Q28960	46585609
Q28967075	96332
Q289849	4855134
Q2899106	5612167
Q2900744	17417
Q29017566	4919817
Q29032502	46724878
Q290354	47114559
Q290557	29548
Q290676	18993
Q2907307	60331
Q29075969	40949
Q291100	1283235
Q29111320	97515
Q2911624	10539
Q2914680	46555753
Q291548	32534
Q291636	50423
Q291743	47135315
Q291778	47161219
Q2918890	105546
Q2919476	2923807
Q2920683	1122761
Q292074	18149050
Q292341	59111
Q292351	46573148
Q292483	47152916
Q2926073	39429
Q292797	583320
Q292956	45509362
Q293289	5651837
Q2934341	1086594
Q2936166	21375755
Q2936584	45276600
Q29372962	52742219
Q2941020	46789552
Q2943924	47175531
Q2946204	27498
Q2946337	58998034
Q2955866	202948
Q29562059	12064384
Q29565219	1270870
Q2957612	534428
Q2957774	264
Q29588749	46552225
Q2963950	795390
Q2964420	9842
Q2964569	51891918
Q29647213	46852005
Q296910	58239
Q29747144	31340
Q2978690	47393126
Q2978736	588657
Q2978738	586881
Q2978808	5527909
Q2982638	4129881
Q2984100	46790728
Q2984541	793394
Q2984595	47136894
Q29908311	88952
Q29908771	47073069
Q2990943	6956948
Q29937893	76018
Q2995440	54701
Q2998103	43321
Q2998753	47127825
Q30034351	new
Q3004825	1146826
Q3005143	47109788
Q30058447	34123
Q30061607	40274
Q3006443	2685603
Q3007828	47381
Q3007993	93654
Q3008773	47066286
Q3009515	47077263
Q30113530	30127
Q30128271	47160834
Q3013288	65889
Q3013613	46470928
Q3017019	9568
Q3017191	27830
Q3018540	37775
Q3018556	57490
Q3021782	6803036
Q30223956	new
Q30225104	new
Q3024376	57693984
Q3024630	100553
Q3024661	62651
Q3028724	11815889
Q3029018	46582668
Q3029037	91141
Q30310456	47180370
Q30317026	new
Q30323178	658155
Q3040018	5470913
Q3040180	19358
Q3042133	46508949
Q3046817	110106
Q3046964	46556958
Q3049245	47077359
Q3049501	47077366
Q3055705	524
Q305654	337451
Q30591479	2568148
Q3059469	46819531
Q30603603	60822
Q3060418	1144715
Q3061809	2575606
Q3064729	47136323
Q3072816	47122037
Q3076543	47120691
Q30766114	32023149
Q3079266	299081
Q3084730	582420
Q3090671	47126588
Q309387	51516508
Q309498	16400
Q309499	47117006
Q309538	974139
Q309858	107370
Q309928	47183872
Q310363	12810
Q310366	5123055
Q310368	47157293
Q310438	28260
Q310457	46587978
Q310591	47130823
Q310593	928118
Q310745	46481728
Q310882	39836632
Q310936	30099
Q310964	38797
Q311032	100735
Q311086	47161227
Q311127	2874530
Q311202	6374832
Q3112313	40999204
Q311373	47112568
Q311463	47124168
Q311677	47134696
Q311714	9807
Q311774	29993
Q311790	59595
Q31201726	6272768
Q312194	47105685
Q312349	35792
Q3139737	47014620
Q3140913	51267388
Q3141887	46753356
Q3144009	597199
Q3162785	10177
Q316342	45510679
Q3169613	49421449
Q3171007	58024
Q3171274	new
Q3172773	46460139
Q3175608	47013680
Q31848	47352931
Q31856	973051
Q3190385	596721
Q3195486	47117979
Q3198347	49288805
Q3198953	46449953
Q3200507	49848
Q3201833	38584
Q3203049	49557
Q3204765	45328898
Q3204964	4902628
Q3230113	91748
Q3232897	47110909
Q32351335	50109205
Q3236710	47139792
Q3240999	46450437
Q324132	676
Q3241818	30059
Q3242635	2669509
Q3258796	46986230
Q3264619	66020
Q3265394	47160860
Q3267934	46556155
Q3268508	61753
Q3280428	47126596
Q3280835	29423
Q3281935	584815
Q32850709	52192552
Q32851696	51610858
Q32852712	49996393
Q3291163	92943
Q3291604	594912
Q3291700	46619
Q3294028	47007134
Q3308362	26282
Q3309492	29330
Q3310354	27691
Q3310526	24727
Q3311055	47114652
Q3314230	47114556
Q3314243	47114300
Q3315778	47135734
Q3317141	46452833
Q33176262	46464403
Q33188008	12132059
Q3320241	10889
Q3321264	46580977
Q3322781	47146224
Q332469	47157485
Q3326413	new
Q3331896	50236
Q3335408	47146131
Q3335845	2888897
Q3335868	47123566
Q3336658	1117359
Q3337898	17561
Q3338520	2892060
Q33474530	49995154
Q3348720	478524
Q3360483	46504623
Q3360755	23630
Q3368007	48956730
Q3368027	46483163
Q3369339	47125808
Q336963	21606
Q3385410	45320991
Q3392032	47111039
Q339210	new
Q3395540	47033496
Q3398229	4646
Q3406453	47118487
Q3410308	50121
Q3412249	4976323
Q3419046	48497280
Q34211770	92444
Q3430149	583199
Q3431772	47161421
Q343251	101257
Q34346943	47181193
Q3437200	51531865
Q3441629	240734
Q3442095	16612
Q3447912	46721894
Q3455879	47041979
Q3456208	45328920
Q3460329	45318455
Q3460539	45328241
Q3466310	28184
Q3467204	4705746
Q3467512	45328831
Q3472523	47161009
Q3476564	51857761
Q3485032	5516843
Q3489113	47077643
Q3489730	2912226
Q3493092	582048
Q3495891	114566
Q3498384	51614902
Q35007262	21525
Q3512321	45365552
Q3516967	43034
Q3519464	46585572
Q3523518	87356
Q3528365	55617716
Q35322027	new
Q3539561	new
Q3542251	45275713
Q354257	41696
Q3543163	47041830
Q3543241	46556092
Q3543477	46555683
Q3544665	46555936
Q3545503	71136
Q3545626	46555896
Q3545695	19445
Q3545844	51261326
Q3545891	new
Q3545923	46555745
Q3552434	46475654
Q3556237	33463546
Q356144	2885946
Q3567349	25568755
Q3575728	10026
Q3595850	819890
Q3603394	3098397
Q3603920	2508673
Q36050	32667
Q3607124	21580871
Q3613	27907
Q3613782	47170287
Q3616637	56876242
Q3624862	39279382
Q36308478	7106
Q3632553	18099
Q3633139	47128137
Q3664457	45292356
Q36789830	49280
Q368955	47123277
Q3692647	51383457
Q3692651	50346
Q3693796	46545760
Q3694977	new
Q3698486	46494613
Q3698683	46450820
Q3700086	47139840
Q37027513	new
Q3703964	46459928
Q3705489	46710707
Q3705571	46711245
Q3706132	46723966
Q3707607	57785
Q3714443	52588774
Q3714492	46512107
Q3715785	52261350
Q3716278	50386
Q3719119	51044
Q3719975	46954466
Q3731685	46447477
Q3734125	46461953
Q3737588	596575
Q3740279	16611
Q3740972	51266075
Q3741023	46447729
Q3752324	47139492
Q3752801	47119481
Q3755532	68899
Q375593	45509804
Q3759393	95801
Q3759606	new
Q3759620	35104
Q3760359	21460
Q3761158	46588007
Q3764156	47160665
Q3767504	1156984
Q3768060	20949
Q3775608	new
Q3775758	47141054
Q377999	114536
Q37803536	6134998
Q3782762	98032
Q3784433	52774348
Q3785152	46507478
Q3785404	46450520
Q3787492	46474830
Q3787755	56932
Q37948118	55690530
Q3797110	46474825
Q3804892	47031863
Q3805407	46474824
Q3808855	46531933
Q3809761	97998
Q38117103	new
Q3815718	47124741
Q3819952	1541
Q3821981	28324
Q3827647	49289356
Q3829243	45502599
Q3831105	2602478
Q3833200	46569421
Q3841040	52866
Q38423030	47125128
Q38468071	46472607
Q385259	485033
Q38582799	91920
Q385912	47177847
Q3862782	97813
Q386535	5126
Q38704650	2895809
Q3878696	new
Q3880753	new
Q38822	47032554
Q388267	47114776
Q388277	47146788
Q3886694	55702459
Q38876708	new
Q3894984	47141980
Q3895189	45276
Q3896287	53044
Q389935	46712005
Q3899726	3093107
Q3903852	3139618
Q3906027	47162118
Q3906531	30106
Q3906575	29398
Q3906635	29986
Q39074283	32023138
Q39120998	639211
Q39135140	46549918
Q3915922	35323758
Q3917102	1489
Q3917473	53018
Q3918536	50803
Q3919979	3091792
Q3920165	new
Q3920716	new
Q3920999	49102
Q3924079	583244
Q3924795	45510253
Q3925171	1046242
Q39257461	5438991
Q39277316	301425
Q3932182	44107
Q39326570	50294403
Q3934682	29401
Q39360346	50133397
Q3939622	46549264
Q3946732	9092033
Q39487350	52779898
Q39488	48852
Q39510556	594731
Q3953427	46547709
Q3966622	20988
Q3966626	46708658
Q39719909	93485
Q39776138	47117848
Q3978390	47173138
Q39814612	1106910
Q3997075	46551876
Q3998994	47069461
Q3999088	46450745
Q4000264	46549831
Q4000533	46554300
Q4001082	46550309
Q40029048	47118478
Q4005738	46550728
Q4006482	22206
Q4008294	46552440
Q4009419	46553828
Q4010080	49422706
Q4010358	47068638
Q4010489	46550182
Q4010976	46553924
Q4011248	46550110
Q40131458	46479686
Q4015369	46550361
Q4021752	74174
Q4024164	47116750
Q4033396	55600779
Q4034791	106805
Q4035717	46848776
Q4036815	3223088
Q4036982	414747
Q4037290	73077
Q4037311	47155485
Q4037324	110476
Q4038598	11479
Q4040620	54658
Q4040817	53236
Q4042783	46835196
Q4043938	new
Q4044530	11880361
Q4046912	46803695
Q4047334	new
Q4047354	2892109
Q4047603	32031
Q4048022	46788528
Q4049129	89787
Q4049521	46788562
Q40497664	46506927
Q4050095	46827978
Q4050288	new
Q4051684	52622289
Q4062836	5670249
Q40632917	47180967
Q40632927	10146
Q40651502	39280262
Q4066520	1335074
Q40687890	2541194
Q4095578	792411
Q4112184	1151280
Q41151454	42257346
Q4115212	45319857
Q41153043	new
Q41153353	new
Q4115399	12403
Q41154716	new
Q41155631	new
Q41158613	new
Q4115870	45321348
Q41158759	46483817
Q41166899	46504306
Q4116902	1114003
Q4117721	416090
Q4118130	1115263
Q4118972	54469
Q4119036	56295
Q4119088	21190
Q4119131	56248
Q4119182	83887
Q4119274	54464
Q4119328	79925
Q4119427	18343
Q4119561	45319439
Q4119869	32335
Q4119983	84418
Q4120289	45320833
Q4120302	45320909
Q4121093	54483
Q41216082	12353
Q41217169	new
Q41220615	4721974
Q4122354	47136278
Q4123974	46494198
Q4138567	60020
Q4140826	67470
Q4141140	46960288
Q41486097	47180877
Q41550614	93687
Q41555919	96543
Q41579	7916
Q41584471	96631
Q4172516	31611
Q4172524	16391
Q41791904	90330
Q4179839	46977040
Q41804901	911881
Q41804904	905822
Q4182058	19096
Q4182249	88818
Q4189481	243411
Q4191071	6047864
Q4192375	51515654
Q4194453	71531
Q4194527	1007417
Q4204376	2888594
Q42150129	new
Q4223120	2903021
Q42308902	46839590
Q42385	484592
Q42406613	new
Q42415900	80519
Q42418832	new
Q4246293	29906
Q4246983	108518
Q4247492	46585971
Q42499129	new
Q42535916	52778531
Q42550432	893197
Q42584770	45279206
Q42584777	39280040
Q4261139	52780657
Q4268607	1085041
Q42731810	50148351
Q4273216	103817
Q42787221	47018228
Q42791622	10670
Q4280447	585387
Q42809359	51615937
Q42858598	596340
Q4286257	43142
Q4287719	9088412
Q4290323	18009
Q4290562	46542361
Q4291877	43127
Q4292542	51547826
Q42929429	43470
Q42935037	52190157
Q429405	95883
Q4299320	84
Q4300417	51547821
Q430301	46974924
Q4304477	new
Q4305052	39859
Q4306468	52781163
Q4308480	46540119
Q4308504	4929937
Q43246496	89470
Q43299060	75550
Q43299260	75256
Q4332893	21345
Q43375271	52561413
Q43375530	50148616
Q43376356	90398
Q43421171	47180803
Q43421175	47180728
Q4347716	46570744
Q4348944	64829
Q4354408	974651
Q4355277	580844
Q4355400	83951
Q4357861	109379
Q4377549	46818790
Q4386113	46725267
Q43992379	96843
Q44143133	49901930
Q4419875	62709
Q4466486	46528929
Q4470188	46504983
Q44720	405611
Q44729526	3137167
Q4473225	46521448
Q44740559	46552947
Q4475784	46505775
Q4475962	46521447
Q4476425	46502364
Q4477758	46502750
Q44782363	92922
Q44789	72690
Q4479263	46503144
Q4480418	46503012
Q4481521	46504554
Q4484312	46504522
Q4484848	46506693
Q4485926	46502380
Q4492001	47140682
Q4515446	15283
Q45173906	90998
Q45190833	46553135
Q45243499	90223
Q4528410	47120673
Q45320633	new
Q45333404	92348
Q4538293	51891923
Q4546969	61443
Q4547324	14537
Q4568539	14404
Q45723347	6819065
Q45889982	11318
Q45890862	84911
Q45902649	55600891
Q46109	46710763
Q46208039	47180517
Q46320815	93184
Q4633556	108953
Q4634156	1163920
Q4636591	1163922
Q4648985	1162906
Q4652146	1163928
Q4653368	47123278
Q46609629	46581728
Q46611314	344909
Q46674974	8807432
Q4671435	46449732
Q4671651	3477567
Q4671710	34438
Q4671891	74394
Q4671894	92738
Q4671976	73817
Q4672045	47166467
Q4672063	4971434
Q4673501	3867355
Q4673507	47110956
Q4674095	26459
Q4674609	47142529
Q4676827	46722658
Q4678994	597687
Q4681933	47110473
Q4681938	47073905
Q4682081	47109396
Q4687634	43635366
Q4691346	70660
Q4692851	6117118
Q4692852	51118021
Q469636	41554
Q47062319	79658
Q47088130	47141462
Q4711900	47142535
Q4725637	29613
Q4726218	54389
Q4726221	47109381
Q4726703	46787099
Q472943	28149
Q47337966	6269559
Q4739493	48404
Q4742417	47132438
Q4747170	583150
Q4750570	47280
Q4751178	97156
Q4751397	new
Q47520288	47180565
Q47528116	15977
Q4754656	48955
Q4765335	47143490
Q4766804	46460663
Q4767895	100729
Q4771265	20977
Q4771924	51516059
Q4773790	new
Q4774634	46785338
Q4774635	34490
Q4774903	4685396
Q4779558	47149
Q4780161	46783841
Q4780163	34094
Q4780584	34345
Q4780587	47141358
Q4783547	51528560
Q4783564	49869769
Q4784455	38961
Q4789237	596244
Q4789276	46562885
Q4792042	46721898
Q4794501	21580
Q4795343	37096
Q4797645	new
Q4806098	47109653
Q4810659	47173774
Q4810669	new
Q4810740	59016474
Q4810928	56380
Q4811178	47018599
Q4811179	102706
Q4811265	640267
Q4813020	47116758
Q4815749	47120677
Q4815935	21583
Q4817492	90980
Q4817493	25803
Q48188050	91061
Q48280115	902593
Q4830440	53129
Q4838110	new
Q4840048	36604
Q4845211	47046908
Q4848407	66371
Q48600950	52511830
Q48623557	75991
Q4865776	45509216
Q48784003	56889425
Q4882696	47020236
Q4883994	new
Q4886471	587353
Q48868144	47180545
Q48880918	47180580
Q4891642	47096147
Q48971751	51516598
Q48972602	2666248
Q48972733	49097849
Q48973058	51516428
Q48973872	684732
Q48973998	46907028
Q48995568	46549777
Q4899859	47110492
Q490401	47062405
Q49063434	46507467
Q49076407	108081
Q4914230	33506
Q4918688	2890106
Q4919867	64764
Q4922253	46584362
Q4926345	46584854
Q4938963	47136585
Q4939996	21014
Q4941199	46784504
Q49424742	51516172
Q49424747	51516173
Q49424756	51857294
Q49429398	51857290
Q49446804	51516243
Q49447856	51516488
Q49447968	48636170
Q49447989	49292811
Q49447993	51516472
Q49450332	49292740
Q49451585	48955192
Q49451998	1036360
Q49452809	50959768
Q49452894	51516006
Q49452931	51516010
Q49453607	51516218
Q49453983	50414129
Q49454092	49168139
Q4945582	new
Q49457855	49168196
Q4947231	47129164
Q4948271	46780177
Q49514790	51857323
Q49515169	48899708
Q49515262	51857027
Q49515265	51857028
Q49515520	51857331
Q49516206	51857683
Q49518856	5118965
Q49519804	5428591
Q49522561	5477737
Q49522994	49907831
Q49526419	46508987
Q49532076	1043852
Q49532764	51516138
Q49533102	51516276
Q49533956	51516109
Q49534001	2666250
Q49534076	48513197
Q49534080	51516299
Q49534590	2666738
Q49534786	47368512
Q49534860	51857259
Q49535317	51857679
Q4953581	47157004
Q4953600	47141347
Q49536784	51516014
Q4954404	47142422
Q49560770	986568
Q4957898	1149167
Q49593879	49996138
Q49600201	910715
Q49623874	51516436
Q49623975	49286659
Q49624056	47598339
Q49624229	49292843
Q49624274	51516200
Q49624322	51516605
Q49624326	51516606
Q49624332	51857687
Q49628101	49085325
Q49631017	917928
Q4965742	new
Q4972610	46453433
Q4982603	47017972
Q4982615	38484357
Q499086	4841
Q4991585	46477401
Q4996373	100093
Q4996990	47140080
Q4998974	78249
Q4999373	46779370
Q5002691	20350
Q5015895	22254
Q5017039	107311
Q5018540	101333
Q502030	21375614
Q5022117	47142833
Q5024481	46477418
Q5024697	2908705
Q5024699	46723926
Q5026030	47137865
Q5026086	46491130
Q5026880	28047
Q5026892	47116719
Q5027907	16809
Q5028561	8911818
Q5028572	52758053
Q50289176	6832561
Q5030298	21053
Q5032175	new
Q5032268	47140081
Q50326225	47180595
Q50366275	6161576
Q50388135	52215203
Q50398812	11660899
Q50407092	52223760
Q50407094	52223761
Q50407329	52223474
Q50413055	46480663
Q50419315	52584585
Q5042345	46496643
Q5045294	47109477
Q5045752	47140450
Q5047079	46474833
Q5047738	8803562
Q5049369	61939
Q5051456	46465310
Q5053544	16495
Q5053564	56960
Q5054407	31708
Q5055080	46549542
Q5055708	582482
Q5056125	46469837
Q505943	114070
Q5060573	46471802
Q5063331	54575
Q5063699	60136
Q5063755	51547094
Q5063823	64121
Q5064220	46545226
Q5064261	18404
Q5064600	49268
Q5065497	47154161
Q5066645	57709
Q5066689	13280
Q5066732	new
Q50687862	3127257
Q50687875	3127266
Q50694460	52728499
Q50698160	4341999
Q5073689	46790528
Q50740894	46538754
Q50742873	49872164
Q50748787	new
Q50750474	new
Q50750477	new
Q50750615	new
Q50750628	46531934
Q50750649	new
Q50750664	new
Q50750705	new
Q50753276	52297626
Q50755056	new
Q50755373	55696463
Q50755382	49795999
Q50755414	new
Q50755429	new
Q50755438	new
Q50755446	new
Q50755455	new
Q50755464	new
Q50755475	new
Q50755482	new
Q50755500	new
Q50755508	new
Q50759161	new
Q50775275	3312442
Q50775359	49868241
Q50813202	52753830
Q50813207	45444896
Q50813213	83592
Q50813220	52761257
Q50813228	52210721
Q50813243	47014864
Q50813253	new
Q50813268	new
Q50813277	46482008
Q50813283	46490887
Q50839533	1115299
Q50840789	1120955
Q50840995	47119323
Q50842853	5018897
Q50845572	1293989
Q508616	31037778
Q50885824	1259626
Q50888513	47125124
Q50901027	47116063
Q50907847	50268879
Q50969642	5335636
Q50976084	5227543
Q50976439	5708745
Q50977397	50475906
Q50979148	5238757
Q50986279	321261
Q50987349	5438185
Q51002286	47163341
Q51012256	50132320
Q5101280	46579873
Q5101422	47139632
Q5102735	46788630
Q5102904	47141785
Q510296	113706
Q5104499	13437
Q5104503	46851357
Q51056917	50138775
Q5109183	47173363
Q5113838	97549
Q5114980	3018225
Q5119958	4902713
Q5124937	47141123
Q5129654	62416
Q5132315	39920986
Q5137139	4883183
Q51382731	35216938
Q5139170	90004
Q5140323	47145709
Q5140763	46588552
Q5141588	52204174
Q5141685	415521
Q5141852	39957654
Q5142989	51283528
Q514417	47137728
Q5145151	51283593
Q5147851	483405
Q5147979	49806771
Q5150233	38151
Q515267	581953
Q5152842	94490
Q5155262	49101106
Q5155718	49101274
Q5157700	51284014
Q515830	37111
Q5159189	71627
Q5159915	16019
Q5160678	51283848
Q5161448	49691749
Q5162147	4846322
Q5162649	49101206
Q5163679	47016901
Q5164515	51283940
Q5164716	49101261
Q5165945	51283452
Q5168404	51283562
Q5168676	49101201
Q5169551	620625
Q5171721	48896817
Q5173748	46609
Q5173768	4324121
Q5173793	47148545
Q5179178	396423
Q5179956	45396166
Q518234	39334
Q5182513	488288
Q51840777	new
Q5184096	46486
Q51844089	39083
Q5186470	new
Q5187280	47142313
Q5189797	60530
Q5190560	44935
Q5190759	90065
Q5190878	46926393
Q5190953	22824
Q5190987	46788886
Q5191	6927
Q5191055	4828893
Q5191078	89217
Q5191613	47071041
Q5194800	13142
Q5195876	16100
Q5197425	1087281
Q5199025	46977498
Q5199326	1396618
Q5199331	60961
Q5200256	51532780
Q5201044	46723953
Q52045702	5123855
Q5208900	39895684
Q52153662	46531467
Q52153663	46531463
Q52160061	new
Q5219416	71644
Q5219436	47145580
Q5219781	38126
Q5220085	52576295
Q5220183	29526
Q5220318	47111628
Q5220368	6276287
Q5220957	47112994
Q5221043	47117221
Q5221092	2899595
Q5221598	47138237
Q5222240	46708613
Q5222804	580811
Q5222932	47142501
Q5224312	4162144
Q5224598	47116751
Q5224926	47109159
Q5225206	47124712
Q5227591	6270564
Q5228004	16602
Q5228980	19611
Q5232022	46458577
Q5232320	100375
Q5234174	12280
Q5234471	64345
Q5234567	47142374
Q5235855	47143531
Q5235884	46845922
Q5235896	47145425
Q5238192	new
Q524818	539875
Q5256765	472575
Q5256779	47128315
Q5257104	15672
Q52577575	49995152
Q52577581	51516191
Q5264604	79576
Q5264629	47166354
Q526640	110049
Q5266972	104005
Q5270277	22481
Q5272055	68632
Q5272098	67208
Q5272406	47141937
Q5273881	467511
Q5274008	45645
Q5274275	46488430
Q5274277	2911277
Q5278351	75910
Q5278564	46872120
Q5279870	47138868
Q5279998	60945
Q5280036	47116767
Q5281454	46556268
Q5281455	21182
Q5281672	17469
Q5282091	49099758
Q5283372	46553296
Q5283625	47110462
Q5289068	47164777
Q5289089	47142839
Q5294268	46544948
Q5294311	47071474
Q5294329	new
Q529584	47175702
Q5298952	8695301
Q529976	47148662
Q5304627	47180925
Q5304629	90905
Q5310852	46758407
