taxonID	EOLid
Q15733664	46478549
Q15733676	105842
Q157347	635264
Q15735864	46851352
Q15736152	47346899
Q15736427	3364167
Q157417	704089
Q15745407	55632088
Q157503	17822
Q157505	72718
Q15756262	46808787
Q15756518	81135
Q157569	592486
Q157643	585266
Q157652	new
Q157665	47152134
Q1577189	1142970
Q157868	61693
Q157923	646897
Q157924	1123468
Q158009	11850705
Q158032	47121169
Q1580329	19320
Q158217	4864963
Q158253	51323
Q1583107	47078402
Q158313	585020
Q15831682	41299
Q158341	47151875
Q158343	24185
Q158365	628233
Q15840619	46588120
Q15846501	58006
Q158610	47128802
Q15861095	9473
Q158657	629943
Q15867290	46547669
Q15868159	46946314
Q15868928	16273
Q15868950	51512568
Q15869235	35810
Q15872063	10567
Q15872405	new
Q15873810	46539972
Q1587462	6856
Q15875554	46806382
Q15880413	98505
Q15881036	46540434
Q15881283	45512470
Q15885576	46854652
Q15890740	109032
Q158939	585660
Q15898839	13200
Q15898854	6629078
Q15898960	46853074
Q15901814	59236
Q15904489	46529334
Q159076	47132707
Q159148	1120347
Q159152	47161111
Q159165	5161447
Q15925340	1156279
Q15925566	52639
Q159262	596237
Q159275	1082596
Q15928023	47133041
Q15930699	5676130
Q15931230	55589
Q1593676	64572
Q15940376	47149275
Q15940645	71266
Q15941273	47131474
Q15941332	47131921
Q15941939	46532022
Q15943539	47126505
Q15943885	47154485
Q15943989	102459
Q15944645	47155460
Q15944926	86111
Q15946232	6360399
Q15951043	86529
Q15951378	107302
Q15951470	47143408
Q15951507	37729
Q15951526	47141294
Q15951544	2896071
Q15951554	4217147
Q15951571	38367
Q15951597	74835
Q15951612	30683562
Q15951744	87569
Q15952699	29696
Q15952749	29836
Q15952859	38786
Q15952941	29480
Q15953332	29841
Q15955481	47141415
Q15955500	49606
Q15955573	5115890
Q15955593	48846
Q15956131	47136321
Q15956156	51564
Q15957027	47347148
Q15957678	51640
Q15958293	47135999
Q15958331	47136007
Q15960490	47157175
Q15963215	3783332
Q15963889	47139872
Q15964042	47139627
Q159654	47135386
Q15967823	108596
Q15972195	46977623
Q15972202	47137619
Q15972316	5339571
Q15974772	64910
Q15974785	54861
Q15974891	61683
Q15977350	46531056
Q159795	580941
Q15979713	47540
Q15983678	23725
Q159842	578464
Q15985040	53860
Q15985287	46585617
Q1601345	46787155
Q1602871	47162203
Q16029481	22351
Q16034798	47122746
Q16054726	47140726
Q16054811	15722
Q160585	478840
Q160895	47158110
Q1610174	46707513
Q161066	47121827
Q161110	47121536
Q16111601	57805
Q16114556	78329
Q1611947	21408
Q161308	47112588
Q161577	46525951
Q161633	583376
Q161675	61026
Q161681	594875
Q161948	47131481
Q1619550	46559661
Q162036	47155892
Q162097	24731
Q16235252	46724175
Q16240750	45510306
Q16262821	113843
Q16262824	47142854
Q16262846	6274555
Q16266780	9052
Q16267095	47117409
Q16269384	47174435
Q16269591	47145570
Q162902	61136
Q1629444	5869520
Q16294898	37974
Q16294915	47142763
Q16295143	59404
Q16295185	75070
Q16295201	47141620
Q16295369	25730
Q16295445	29640
Q16295530	70512
Q163062	1004053
Q163076	486258
Q163123	488381
Q163137	61980
Q163178	588074
Q16320272	47124999
Q16320366	26584
Q16324641	20561
Q16334360	47121791
Q16334389	71814
Q16335007	56936
Q1633841	2903446
Q163675	596486
Q16372976	47112963
Q16383388	1136302
Q16385006	202742
Q16390171	47130905
Q163915	72159
Q164167	35138
Q1642983	59379
Q16448725	90694
Q164728	585272
Q164772	703648
Q1650125	22026
Q1651414	45509064
Q165260	25595
Q16526719	47178578
Q16527731	83659
Q16528286	18852
Q1653146	4971285
Q165315	39838061
Q16546279	54632
Q16550453	46724884
Q16576011	46706344
Q16588950	62340
Q16595510	15721
Q16602074	45388
Q16613820	2527051
Q16631784	9899
Q16663642	46805287
Q16705779	47120699
Q16726094	47120078
Q16726096	47120080
Q16726099	47120063
Q16735836	32006
Q16738158	47140292
Q16744762	30593
Q16746726	61202
Q16747310	47109072
Q16753424	47149919
Q16802145	45510082
Q1681735	47150078
Q16828495	19723
Q16830241	5140581
Q16834069	new
Q16852604	101256
Q16860818	332769
Q16860943	50230993
Q16862877	53025
Q16874423	46725060
Q16874512	1396917
Q16875643	103296
Q16879067	80135
Q16879998	47119544
Q16880316	47161211
Q16910445	46545316
Q16911326	73264
Q16914330	47179323
Q16916703	57603
Q16917914	46801531
Q16934696	51508325
Q16948627	90084
Q16960056	86017
Q16963445	59872
Q16964187	18582
Q16964516	21619
Q16966159	5226845
Q16967838	46868124
Q16973904	49875855
Q16975280	1120406
Q16976235	46710718
Q16983012	53296
Q16984413	973475
Q16984769	11098
Q16984779	46547224
Q16988111	22775
Q16989130	46703021
Q16992074	50154
Q16992105	new
Q16992580	51500695
Q16993123	46886376
Q17000305	45315722
Q17023046	6077500
Q17024152	6080516
Q17043204	6083239
Q17047001	47170577
Q17048233	597226
Q1708308	10778
Q17092469	47048864
Q17118885	47164049
Q17120364	597759
Q17126407	47032695
Q17126823	9114533
Q17131252	18817968
Q17131911	31088281
Q17134513	6096890
Q17134626	49998026
Q17134814	1054465
Q17135679	46466854
Q17135936	6095585
Q17138449	2907838
Q17139594	49900018
Q17141123	630776
Q17150288	49525800
Q17151904	51516263
Q17156478	47122956
Q17156971	49321956
Q17164362	47120448
Q17167662	82420
Q17185175	49911803
Q17185339	47172660
Q17196331	6100977
Q17196344	6098505
Q17196544	50532670
Q17196630	6095018
Q17196811	6094628
Q17196849	6108259
Q17196949	44449629
Q17197021	596652
Q17197022	6130807
Q17198593	47173254
Q17203071	883171
Q17203526	890227
Q1721438	1559
Q17234871	5501730
Q17235108	249949
Q17235180	50363608
Q17236141	488016
Q17237480	50104856
Q17237490	488205
Q17237731	634427
Q17237874	50153889
Q17237887	47135796
Q17238020	5200212
Q17238428	50155127
Q17240491	484677
Q17240550	584199
Q17240944	636444
Q17241882	583640
Q17242499	5241338
Q17242856	595323
Q17243368	5030841
Q17244142	5242072
Q17244331	23597120
Q17244375	5719452
Q17244428	5501041
Q17244618	6959448
Q17244736	486278
Q17245263	2891772
Q17245576	50111233
Q17245682	8695334
Q17245737	588522
Q17245806	300893
Q17246134	792477
Q17246257	5219947
Q17246377	5182694
Q17246645	633292
Q17246860	8695322
Q17246956	596213
Q17247337	51845597
Q17247374	51845593
Q17247564	1153357
Q17247566	623028
Q17247614	413545
Q17247910	50360193
Q17248088	50360173
Q17248356	50112995
Q17248415	49074709
Q17248429	50360170
Q17249024	6846210
Q17249083	5226371
Q17249179	5173187
Q17249282	792453
Q17249602	47380211
Q17250445	50358172
Q17250537	2907110
Q17251970	482183
Q17251999	584023
Q17255094	47163519
Q17255421	487754
Q17261137	49910865
Q17266886	54655
Q17271385	12073768
Q17271968	75859
Q17271973	4343499
Q17275623	47178002
Q17276677	46976918
Q17277089	73415
Q17277205	46960293
Q17279761	47178668
Q17280003	47179122
Q17280075	47179090
Q17280081	47178948
Q17280092	47176003
Q17280193	54137
Q17280226	47174731
Q17280721	47177033
Q17280725	47178669
Q17280728	93375
Q17280820	47177320
Q17281332	47176761
Q17281540	891081
Q17282326	891041
Q17282611	47177844
Q17282715	47179200
Q17283147	26896
Q17283190	47176500
Q17283197	47176608
Q17283481	47176448
Q17285269	47177189
Q17285612	47179087
Q17285862	47177079
Q17285870	88973
Q17286364	47178670
Q17286905	47178234
Q17290462	47176005
Q17292581	new
Q17293113	929661
Q17293736	604238
Q17301808	38988
Q17302340	new
Q17304919	new
Q17304954	new
Q17304985	58462
Q17304993	93322
Q17315724	62395
Q17317929	16539
Q17318461	88748
Q17318945	47179140
Q17325249	new
Q17340756	31184652
Q173612	1308046
Q17363926	32387416
Q17378139	2915047
Q17378195	20918
Q17378199	50118
Q17378200	46708253
Q17379642	47052143
Q17379647	29898
Q17379707	46723841
Q17379791	56757
Q17379805	46724158
Q17379816	46562953
Q17386824	47136305
Q17387029	46705097
Q17389366	47136110
Q17389556	46809227
Q1739062	47161225
Q17392977	46710708
Q17396923	48483
Q17397572	64367
Q17397573	46803240
Q17399496	50229072
Q17399790	19829
Q17399966	5701925
Q17400198	32887
Q17400207	29563
Q17401752	5059765
Q17401871	47134721
Q17405678	3772986
Q17410335	5160875
Q17420135	2984014
Q17420550	3035979
Q17425670	76031
Q17429651	5738264
Q17429906	49169909
Q17430351	50610269
Q17431613	46943546
Q17437985	47122992
Q17438192	47122961
Q17452161	47132382
Q17452284	47127809
Q17457020	643619
Q17457769	47130756
Q17458705	104262
Q17459048	47139868
Q17464154	864278
Q17464211	852289
Q17464228	419310
Q17464253	47175716
Q17464256	925942
Q17464289	860402
Q17464390	890184
Q17464498	48999806
Q17464582	420917
Q17464639	855593
Q17464677	17142712
Q17464860	50668228
Q17464936	47176563
Q17465013	48903546
Q17465037	47176506
Q17465057	861992
Q17465400	853935
Q17465412	923411
Q17465504	887098
Q17465520	47178168
Q17465767	925202
Q17465975	926419
Q17465987	47178212
Q17465997	419329
Q17466075	47176198
Q17466978	922875
Q17468127	924694
Q17468467	419273
Q17468753	47177895
Q17469174	5494938
Q17484429	46557204
Q17484636	47117431
Q17485043	19626
Q17487514	46469530
Q17504625	46787041
Q17504909	new
Q17522621	114482
Q1755146	46581916
Q17553023	46776914
Q17558170	5419635
Q175585	104129
Q17559464	88864
Q17559707	91850
Q1756020	46794231
Q17561501	16973
Q1756153	21113
Q17561768	46846145
Q17562950	5731214
Q17564135	47108551
Q17565601	5229057
Q17565758	50199989
Q17565955	5405656
Q17566041	47110161
Q1756728	46780571
Q17573408	5424859
Q17573779	483662
Q17574598	47123909
Q17574932	47124508
Q1757681	47140296
Q1757714	32547
Q1757756	19033
Q17578977	584721
Q17579074	47124445
Q17579316	2889394
Q17579608	5392870
Q17581631	5469538
Q17581751	5469036
Q17583150	50192911
Q17583208	5426148
Q17583599	582108
Q17584334	46809151
Q1758959	new
Q17589902	28780
Q17601719	582077
Q17601739	50190352
Q17602176	582933
Q17602572	5497660
Q1760497	20831
Q1760995	48580
Q1761019	20320
Q1761605	46802112
Q1762051	20813
Q17634328	5227416
Q1763479	80850
Q1763493	46866541
Q17636572	new
Q1764182	46803912
Q1764290	48695
Q1765000	62435
Q1765838	46706497
Q1766149	33279
Q1766333	584516
Q1767020	15687
Q1767132	47153688
Q17679732	19819928
Q17682025	6932837
Q17682308	486642
Q1768280	8535742
Q17683141	5643826
Q17683144	5644002
Q17683255	5644034
Q1768585	46791342
Q17713028	596783
Q17713229	577888
Q17714324	578575
Q17734612	19756
Q17739089	468934
Q17746065	468901
Q17746276	50460617
Q17777426	1247075
Q17780587	47126733
Q17780590	583091
Q1778576	478
Q17796519	5517737
Q17812334	5707907
Q17812417	50416960
Q17812865	584904
Q178235	2
Q17835409	47158749
Q178592	404
Q17986800	46509633
Q180041	new
Q18009040	48237457
Q18009346	5543619
Q18009369	47111663
Q18010177	47111256
Q18010261	47111642
Q18010415	582447
Q18011915	9438
Q18012498	6265376
Q18012650	46942398
Q18033659	47107044
Q18033740	50631401
Q18034456	50631385
Q18034713	10495
Q18035789	5480887
Q18036847	49895177
Q18036884	596625
Q18037332	491360
Q18037418	5478169
Q18059652	330816
Q18069000	47171001
Q18073990	5402595
Q18074444	5336079
Q18074835	47171499
Q18074960	5510097
Q18075204	5624329
Q18075946	50401356
Q18076990	585262
Q18077880	5396997
Q18078038	48906553
Q1807827	46566526
Q18079281	130326
Q18080615	5325194
Q18081361	5327871
Q18082880	1054366
Q18083751	5513294
Q18083849	484966
Q18084298	39954266
Q18088127	61861
Q1808823	46556180
Q18088391	5170001
Q18088443	11494
Q18088462	new
Q18091569	45279162
Q18092022	42090
Q18092100	46525807
Q18092124	45502549
Q18092222	46537429
Q18092477	15549574
Q18093240	111869
Q18093259	57344656
Q1809339	45284459
Q18094074	108929
Q18094945	68164
Q18100231	11756
Q18103028	9098629
Q18104497	101658
Q18104509	42462
Q18104789	16373452
Q18105275	71875
Q18106925	new
Q18107066	3096223
Q18107138	new
Q18107148	90449
Q18108276	new
Q18108297	22074513
Q18108608	79723
Q18108678	new
Q18108837	3279789
Q18112869	2907504
Q18113001	83706
Q18113090	17719446
Q18141379	new
Q18156006	51508898
Q18159462	46510132
Q18168789	11940213
Q18169086	47033323
Q1817604	108063
Q18177023	48456
Q18177268	46471532
Q18197550	51015911
Q18199216	46566564
Q1820184	47184529
Q18215502	new
Q18229095	23349
Q18232210	50367077
Q18240811	46853379
Q18241139	53557
Q18249245	47181633
Q18250088	18921
Q1825098	1010912
Q1828247	47154065
Q18283753	28022
Q18285106	19233
Q18289564	46785754
Q18289582	96107
Q18324119	61640
Q18324742	47151116
Q1832620	1046953
Q18331866	72160
Q18335777	47154225
Q18335991	46576541
Q18338064	47155480
Q18340099	4874765
Q18340755	53633
Q18340802	47113161
Q18341413	47151321
Q18347500	3364531
Q18349301	47021916
Q18351183	52585438
Q18351630	47014488
Q18359117	97742
Q1836652	6668348
Q18382622	49905238
Q18383163	50177476
Q18385474	47094935
Q18389121	44513316
Q18390059	10079
Q18390588	12938
Q18391460	90050
Q18392594	73862
Q18394916	89468
Q18398427	51615000
Q18402507	new
Q18415558	new
Q18437792	47180987
Q18440548	47180956
Q18457898	new
Q18463575	46779992
Q18500775	46778877
Q18506107	9831
Q18507163	47180511
Q18507199	96796
Q18507217	44904
Q18507234	10047
Q18507302	10136
Q18509098	52289599
Q18510042	23125
Q18511121	29619
Q18511478	new
Q18518457	51881223
Q18518888	14471
Q18518951	51430746
Q18519118	58318
Q18519503	61585
Q18519822	46493400
Q18519982	new
Q18520777	46491508
Q18521220	46775228
Q18522101	new
Q18522530	46830
Q18522889	72455
Q18523654	95287
Q18523778	new
Q1856753	23767694
Q18578844	46480823
Q18580672	7160265
Q18581408	3039334
Q18581689	46477757
Q18581894	46470984
Q18581905	4860885
Q18582132	46701276
Q18582366	4308851
Q18583659	3008983
Q18584503	46480804
Q18585798	10565
Q18585855	new
Q18586697	46469200
Q18587090	new
Q18587613	46462599
Q18587938	46447873
Q18589212	46472494
Q18591471	90750
Q18594596	46550581
Q18594652	46524980
Q18594715	72314
Q18594810	new
Q18596506	4861392
Q18598670	9096628
Q18600167	45328439
Q18600386	52898
Q18601102	48896850
Q18601132	19129
Q18601195	100859
Q1860430	46706602
Q18604636	10307097
Q18606178	46554766
Q18606581	97445
Q18606952	45396229
Q18607120	2908618
Q18608370	46724417
Q18615815	5346533
Q18616004	21538
Q18616032	18392
Q18616040	45321364
Q18616093	46489396
Q18616499	61794
Q18616745	27415
Q18616886	45328452
Q18617001	19037
Q18620984	new
Q1862566	46466699
Q18637049	105735
Q18637116	new
Q18641807	62157
Q1865206	53570
Q18677057	46801467
Q18679786	110917
Q187014	1605
Q18710238	51126
Q18710314	47031500
Q18711742	47073883
Q18711814	91409
Q18711821	47073908
Q18711948	46477843
Q18718832	97340
Q18729885	9049106
Q18746752	25065
Q18748434	46563005
Q18752022	1330553
Q1876697	54070
Q18783513	99927
Q18784221	46512241
Q18810191	47121784
Q1882036	46552948
Q188360	265
Q1885044	47160594
Q188614	581528
Q1886337	51361
Q1886599	21278
Q1887351	46556280
Q18952	36
Q1898022	60771
Q19001320	46552460
Q19006882	47010159
Q1900906	46580694
Q1911502	3035993
Q1913200	9090736
Q1919895	9090751
Q1920672	47160641
Q19283300	2892826
Q19315815	113954
Q1932304	23809673
Q1934172	47160871
Q1934223	46788658
Q1934283	47173375
Q19361742	46846690
Q1936276	51383128
Q1936309	23974
Q1936676	46555829
Q1938012	47120402
Q1938278	47164086
Q1938302	2750091
Q1938435	18346
Q1938846	47011756
Q19390015	46806802
Q194025	934
Q19402629	4299808
Q1940601	72203
Q1941136	47107576
Q1941790	40103089
Q19428503	89519
Q1943519	4967376
Q1944256	110514
Q1944262	4920987
Q1946085	105212
Q1947035	21220
Q1949541	68102
Q1951656	3014422
Q1951679	45511447
Q1952376	42630713
Q1954952	97266
Q1955875	28234
Q19591336	4249293
Q19597758	4861193
Q1960850	46571218
Q1964247	47129323
Q1964338	71416
Q19647130	46724671
Q19647141	47184965
Q19684421	47182118
Q19715340	new
Q19715814	new
Q19716600	new
Q19717467	55702527
Q19717489	75884
Q19724895	47077695
Q19728044	47164449
Q19741912	47155615
Q19756508	97263
Q19766046	21062
Q19772374	13310841
Q19774023	55079
Q19796216	75549
Q19796905	52426362
Q19798125	5425400
Q19799401	46522102
Q1981007	47155295
Q19816493	37978
Q19817156	11154
Q19832468	46723888
Q19839104	3395507
Q19848534	50294399
Q19848810	468239
Q19851012	15754
Q19853901	449255
Q1985447	16455
Q1987898	5115633
Q1988221	47141487
Q19891374	40001414
Q19896789	46952465
Q19921992	16397
Q1993799	59243361
Q20010651	8803737
Q20010887	46589316
Q2003240	14554
Q2003393	21124
Q20060475	49869919
Q20065293	48887605
Q20081044	47857
Q20087036	256940
Q20087043	1129846
Q20087064	3716157
Q20087409	46488836
Q20087516	51547817
Q20087565	110898
Q20087695	2888273
Q20087804	28524
Q20087854	79244
Q20087934	47119377
Q20087966	47123280
Q20088087	53801
Q20088100	47123279
Q20088116	202747
Q20155649	47183815
Q2016157	46705728
Q20173922	6472749
Q2019812	98275
Q20203649	47109410
Q2020783	1660
Q20245156	46473454
Q2030539	5866814
Q2031123	92322
Q2031606	34989
Q2031925	47031470
Q203547	1018
Q2036404	46571132
Q203648	47124113
Q2039140	47132683
Q2041055	47135760
Q2043080	51892112
Q2049744	11990511
Q2050924	38290
Q205256	56214
Q20526151	97782
Q2053057	46556234
Q2053716	new
Q2056201	34714
Q20643853	303
Q20644734	29725
Q2065116	3089081
Q20651485	46808543
Q20655893	46472355
Q20656046	52203836
Q20665332	84932
Q20666981	113089
Q20667040	new
Q20672818	38377
Q20680281	5006087
Q2068837	46705588
Q206998	47148860
Q20707658	11906666
Q20720402	37824
Q20722070	23792147
Q20725596	47181406
Q20738636	57341610
Q20743602	19474
Q20808	new
Q20819719	47056434
Q2082228	9970
Q2084514	635175
Q2084764	103812
Q20856068	11517
Q2086405	11221
Q20869932	new
Q20870023	new
Q20870033	new
Q20870037	55702726
Q20870829	new
Q20870846	new
Q20870880	new
Q20870896	new
Q20870911	55702615
Q20871290	new
Q20871332	new
Q20871334	55702619
Q20871381	new
Q20871389	55702617
Q20871393	55702618
Q20871627	new
Q20871673	72155
Q20871774	new
Q20871819	new
Q20871820	55702625
Q20871838	new
Q20871877	new
Q20871902	new
Q20872508	new
Q20872513	new
Q20872560	new
Q2087279	46937352
Q20872809	new
Q20872972	new
Q20873049	new
Q20873099	new
Q20873105	new
Q20873115	new
Q20873155	new
Q20873207	new
Q20873763	46465646
Q20873866	new
Q20876441	new
Q20877467	new
Q20877552	new
Q20877829	51128086
Q20878923	55702508
Q20882354	new
Q20882358	new
Q20885970	new
Q20886276	new
Q20886449	55702515
Q20886667	55702539
Q20886685	55702541
Q2089264	18858
Q20895853	3261031
Q20946	30121
Q209602	2646078
Q2096035	4193353
Q2096492	872381
Q20965673	15865
Q20965767	22911
Q20965785	47107872
Q20965924	1130102
Q20965932	1129955
Q20965934	1129953
Q20965935	259016
Q20965944	1130053
Q20965959	259223
Q20965961	1130070
Q20966434	46934298
Q20971310	46585944
Q20973497	46469181
Q20974264	16351
Q20974480	19685
Q20974778	46978236
Q20974898	81132
Q20974936	3032485
Q20975105	22325
Q20975587	74681
Q20975611	13726
Q20975906	37511
Q20977793	47072977
Q20977817	38543
Q20977826	46486306
Q20978749	57939746
Q20979227	9115044
Q20979466	101815
Q20979694	52226749
Q20979814	49424177
Q20980584	8879787
Q20980590	46924092
Q20982254	46477680
Q20983176	5709627
Q20983644	46807490
Q20984705	46947910
Q20984753	85461
Q20984788	37507
Q20986321	46986115
Q20986392	85907
Q20986483	46554473
Q20986801	52781321
Q20986851	21308
Q20987027	87366
Q20987037	84523
Q20987163	51265781
Q20987176	101678
Q20987188	16565
Q20987195	36829
Q20987200	19112
Q20987206	46556144
Q20987209	76290
Q20987217	30798
Q20987228	6659353
Q20987310	56243
Q20987831	86054
Q20988040	78421
Q20988108	4720762
Q20988254	46779987
Q20988328	46801416
Q20988547	19437
Q20988845	46487802
Q20988878	46816964
Q20989205	102931
Q20989211	46585546
Q20989220	21668330
Q21001994	37232
Q21008962	46863259
Q21011701	45277050
Q21026848	29522
Q210320	35512
Q2105113	new
Q21071165	43999780
Q21078560	98335
Q21078562	11916240
Q21078674	3127149
Q2108101	15701836
Q21088431	new
Q21126	579212
Q21130	47160673
Q21157284	1091775
Q2116194	93252
Q2118603	1129955
Q2119650	new
Q212032	83228
Q21213712	90434
Q21213855	4335184
Q21214439	96845
Q21214662	51516725
Q21215987	51547388
Q21217164	3276229
Q21218521	98089
Q21222126	10064
Q21224332	47082074
Q21224741	new
Q21224955	97589
Q21225301	46544824
Q21226358	47480919
Q2122916	47073705
Q21229853	8933687
Q21249157	2875984
Q21272958	413850
Q21287021	6112154
Q21334488	92193
Q21345006	90029
Q21352683	86298
Q21352693	87246
Q21352717	47482838
Q21355104	98322
Q21355588	46497344
Q21356313	46934242
Q21356369	38510
Q21358870	46554072
Q21361180	8973191
Q21361289	46841478
Q21363112	4942653
Q21364230	46788907
Q21364460	73619
Q21365137	new
Q21365384	52589050
Q21365722	77765
Q21366169	new
Q21366657	46511034
Q21367139	new
Q21367358	3770363
Q21369043	9628
Q21382029	46588086
Q21397750	11871
Q21397883	2952483
Q21399129	47180466
Q21399992	47181179
Q2142520	51891904
Q21438731	new
Q21438742	new
Q21438850	46468945
Q21438910	45317036
Q21438916	45318226
Q21438922	45317897
Q21438925	45317864
Q21438976	23769730
Q21439039	new
Q21439042	48589
Q21439045	8894901
Q21439048	new
Q21439054	new
Q21439057	51538230
Q21439074	46847346
Q21439159	new
Q21439160	46566389
Q21439162	45502673
Q21439192	new
Q21439195	new
Q21439202	new
Q21439208	55696486
Q21439227	3126727
Q21439248	54007
Q21439317	55568661
Q21439351	new
Q21439363	54376499
Q21439366	55696463
Q21439373	new
Q21439376	55696463
Q21439381	new
Q21439425	new
Q21439457	107774
Q21439593	47659283
Q21439676	new
Q21439710	52741090
Q21439721	46930961
Q21439765	new
Q21439820	new
Q21439875	47037700
Q21439954	77077
Q21439981	45317805
Q21439983	new
Q21440012	new
Q21440065	new
Q21440184	46519170
Q21440342	39372
Q21440382	40873
Q21440431	new
Q21440436	90637
Q21440453	51538228
Q21440457	46779043
Q21440461	55696463
Q21440463	53596
Q21440472	46920763
Q21440519	57167
Q21440556	46525950
Q21440558	8894848
Q21440568	new
Q21440649	new
Q21440675	54132
Q21440678	46914312
Q21440681	52761109
Q21440687	55696463
Q21440705	55696463
Q21440714	new
Q21440735	new
Q21440758	new
Q21440771	new
Q21440842	46790753
Q21440859	58972202
Q21440911	47180542
Q21440918	48753900
Q21440940	38196442
Q21440947	38196438
Q21440956	45320771
Q21440959	38196444
Q21440963	45320183
Q21440979	112241
Q21440995	new
Q21441005	49586
Q21441013	112735
Q21441106	52227428
Q21441141	16346451
Q21441191	56325
Q21441194	74223
Q21441207	new
Q21441318	45316932
Q21441343	46776484
Q21441377	46770310
Q21441378	19113
Q21441397	new
Q21441504	13284
Q21441509	new
Q2144152	14026104
Q21441626	55696463
Q21441674	45317663
Q21441726	new
Q21441808	39275616
Q21441821	new
Q21441865	83138
Q21442002	46556199
Q21442116	72806
Q21442217	new
Q21442318	45502501
Q21442985	75854
Q21442994	31945
Q21442999	47183206
Q21443238	46452016
Q21443278	61982
Q21444059	108227
Q21444070	90880
Q21444074	85911
Q21444075	85887
Q21444079	84207
Q21444155	85981
Q21444203	87944
Q21444273	46585613
Q21444328	47166444
Q21444390	16738
Q21444438	46541341
Q21444453	46495715
Q21444462	52767800
Q21444486	46540421
Q21444501	49811089
Q21444534	new
Q21444553	61480
Q21444562	29069
Q21444572	5510709
Q21444577	93535
Q21444601	75586
Q21444618	52773744
Q21444660	86145
Q21444686	6270577
Q21444696	new
Q21444767	75509
Q21444864	46587514
Q21444886	13718
Q21444917	93439
Q21444961	new
Q21445052	85900
Q21445222	46526006
Q21445247	46986234
Q21445248	46986236
Q21445251	46986235
Q21445254	46986241
Q21445256	46986246
Q21446944	45420505
Q21446975	78262
Q21447146	2852968
Q21447214	new
Q2147082	108120
Q2148224	583582
Q21491951	12141630
Q21500237	new
Q21521465	107998
Q2153566	32766
Q2156282	38591064
Q21566569	70615
Q21583171	89460
Q21583388	10474
Q21584271	10715
Q2158843	47351176
Q21597758	86332
Q216113	23806525
Q21666180	47078297
Q2167047	46567434
Q21680420	new
Q21694507	22246
Q21711036	50609081
Q21711743	new
Q2171188	36232
Q21732711	90018
Q217336	51856892
Q217350	602722
Q21769877	47015301
Q2178568	46761528
Q21804588	45318051
Q21820589	45321726
Q2183732	46582175
Q2183754	new
Q2184397	47056286
Q218482	47149754
Q2186198	27846
Q2189342	46507274
Q2189869	9090971
Q2191516	47052061
Q219224	700872
Q21953054	50368215
Q21955211	47043005
Q219666	47136173
Q2198078	1018399
Q2198308	4976340
Q2199758	9091012
Q2202118	51892036
Q22039623	19726
Q22043348	1083152
Q2206133	46552442
Q22078	47140731
Q22105020	46771309
Q22105351	46447566
Q22106504	16098
Q22106526	95281
Q22108330	55696463
Q22110996	45259535
Q22111753	23228973
Q22111765	398540
Q22112555	26089
Q22113012	46568297
Q22113323	26314
Q2212850	45327836
Q2213084	430
Q221563	7106
Q22286833	972226
Q22287109	6384920
Q2230769	46556132
Q2231847	46556118
Q2232325	46581243
Q22328172	45329001
Q223302	45513841
Q2234016	416028
Q2234141	45518605
Q2234462	23810955
Q2234786	107854
Q2234832	91666
Q2235255	64473
Q2236142	6271818
Q2244723	4977430
Q2248627	108484
Q2249440	51891925
Q2249724	46566331
Q2253277	47146899
Q2253527	47179313
Q2260419	46937402
Q2264864	6375414
Q22662452	47146886
Q22669020	12038923
Q2267687	46492949
Q2269950	9090978
Q22708	2634372
Q2273442	51891967
Q2280061	9092001
Q2280169	46979472
Q2286111	1336641
Q228637	46508970
Q22911978	28056
Q2291919	56925820
Q22927432	46484072
Q22942979	46590861
Q22943469	62208
Q22943835	6816184
Q22943962	62276
Q22944140	46591132
Q22944418	46590977
Q22944878	39303906
Q22952521	46556617
Q2296480	97462
Q2297568	47160531
Q2297709	new
Q22979470	46545567
Q22980237	46557082
Q2298272	47134823
Q22983603	new
Q22983783	62421
Q22984036	47092887
Q22984226	62511
Q22984340	19425
Q22984923	new
Q22985027	46701295
Q2299456	4976242
Q2299558	47128906
Q2300380	47044172
Q23006590	52576684
Q2300696	4976253
Q23012754	9151187
Q23019308	49527
Q2302720	16143
Q2302897	46474536
Q23043848	new
Q23043998	31263552
Q23045731	46547126
Q23045786	46498376
Q23045816	45410656
Q23048251	46588794
Q2305786	55635607
Q23070154	12090
Q23070191	90067
Q23070841	47076752
Q23070860	47277190
Q23070867	46592335
Q23070869	89717
Q23070874	100752
Q23070897	12059
Q23072957	46701237
Q23072985	41598595
Q2309051	2750064
Q23110657	26388
Q231550	8705
Q2317783	46765092
Q23196949	8807156
Q23198218	new
Q23198458	54382
Q2330927	51892029
Q2331022	4976342
Q2339987	29502
Q2341570	5124584
Q2343499	4976297
Q2346291	37981
Q2346527	57973347
Q2356249	484668
Q2356320	47155495
Q2358106	47160551
Q2360683	new
Q2364222	47181556
Q2364622	47161420
Q23655276	46588617
Q2367487	95874
Q2367663	50517
Q2371001	47120858
Q2372406	47111621
Q2373477	9090755
Q2373568	1046653
Q23749618	46589046
Q23759714	46590585
Q23759722	47091355
Q23759743	36984
Q23760176	62657
Q23761581	39306495
Q23766759	35362847
Q23768669	47094912
Q2377398	47160495
Q23776053	36568
Q2378417	3697856
Q23802085	46724134
Q23817738	new
Q238258	new
Q23829169	89934
Q23829516	47080761
Q23829654	12805
Q2383656	2879892
Q2386180	28884
Q23890433	60012751
