taxonID	furtherInformationURL	scientificName	taxonRank
1040100103	http://www.fao.org/fishery/species/12657/en	Heterodontus japonicus (Macleay, 1884) 	species
4220200310	http://www.fao.org/fishery/species/18186/en	Mesoplodon layardii (Gray, 1865) 	species
1050200502	http://www.fao.org/fishery/species/2004/en	Notorynchus cepedianus (Péron, 1807) 	species
4220402805	http://www.fao.org/fishery/species/18212/en	Lagenorhynchus cruciger (Quoy &amp; Gaimard, 1824) 	species
1950100101	http://www.fao.org/fishery/species/3379/en	Lophius piscatorius (Linnaeus, 1758) 	species
3161003801	http://www.fao.org/fishery/species/3533/en	Aulacomya ater (Molina, 1782) 	species
1780800401	http://www.fao.org/fishery/species/3341/en	Anoplopoma fimbria (Pallas, 1814) 	species
1830201102	http://www.fao.org/fishery/species/3358/en	Glyptocephalus cynoglossus (Linnaeus, 1758) 	species
1480500404	http://www.fao.org/fishery/species/3026/en	Merluccius bilinearis (Mitchill, 1814) 	species
1400200201	http://www.fao.org/fishery/species/2957/en	Cyprinus carpio (Linnaeus, 1758) 	species
2311100404	http://www.fao.org/fishery/species/2630/en	Portunus trituberculatus (Miers, 1876) 	species
4230300101	http://www.fao.org/fishery/species/18166/en	Eubalaena glacialis (Muller, 1776) 	species
1750102501	http://www.fao.org/fishery/species/2494/en	Katsuwonus pelamis (Linnaeus, 1758) 	species
1080402801	http://www.fao.org/fishery/species/3667/en	Furgaleus macki (Whitley, 1943) 	species
1480401501	http://www.fao.org/fishery/species/3016/en	Pollachius virens (Linnaeus, 1758) 	species
4070100101	http://www.fao.org/fishery/species/18206/en	Enhydra lutris (Linnaeus, 1758) 	species
1060800301	http://www.fao.org/fishery/species/2798/en	Lamna nasus (Bonnaterre, 1788) 	species
1070200203	http://www.fao.org/fishery/species/13944/en	Orectolobus ornatus (De Vis, 1883) 	species
1090300410	http://www.fao.org/fishery/species/15422/en	Squatina nebulosa (Regan, 1906) 	species
4220601801	http://www.fao.org/fishery/species/2742/en	Monodon monoceros (Linnaeus, 1758) 	species
