taxonID	furtherInformationURL	parentNameUsageID	scientificName	higherClassification	EOLid
04b54991eb631c1366e4eaaabe7694c8	http://www.protisten.de/gallery-ALL/995-Euastrum-ansatum.html	desmidiales-desmidiaceae	Euastrum ansatum RALFS var. ansatum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	2490384
52dcd751b95b1f31438ce5bf4f893aa6	http://www.protisten.de/gallery-ALL/997-Euastrum-ansatum-rhomboidale.html	desmidiales-desmidiaceae	Euastrum ansatum var. rhomboidale	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnematophyceae|Zygnematophycidae|Desmidiales|Desmidiaceae	
a5562ae3caeb24a805c90bcde6286c25	http://www.protisten.de/gallery-ALL/1003-Euastrum-attenuatum.html	desmidiales-desmidiaceae	Euastrum attenuatum WOLLE var. splendens (F.E.FRITSCH & RICH.) GRÖNBLAD	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	47169632
f6561f1e856085d1b43585a70379e4b3	http://www.protisten.de/gallery-ALL/1005-Euastrum-bidentatum.html	desmidiales-desmidiaceae	Euastrum bidentatum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
9b333567e8c14df8878bd6ae15315a43	http://www.protisten.de/gallery-ALL/1006-Euastrum-binale-gutwinskii.html	desmidiales-desmidiaceae	Euastrum binale var. gutwinskii	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
db5e6afebfe6cc51c45279ecc8ddc84b	http://www.protisten.de/gallery-ALL/1009-Euastrum-coeselii.html	desmidiales-desmidiaceae	Euastrum coeselii	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
9977d9e529fbece222b046007b34aa31	http://www.protisten.de/gallery-ALL/1010-Euastrum-crameri.html	desmidiales-desmidiaceae	Euastrum crameri RACIB.	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
8460f7519ecbf4ccf071bc5fc6521c68	http://www.protisten.de/gallery-ALL/1012-Euastrum-crassum.html	desmidiales-desmidiaceae	Euastrum crassum (BREB.) KÜTZ.	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
996247346545d406e1052ac6c3e7edf6	http://www.protisten.de/gallery-ALL/1014-Euastrum-crassum.html	desmidiales-desmidiaceae	Euastrum crassum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
56bf77d9cc94f9fbebbc8ab47095aac3	http://www.protisten.de/gallery-ALL/1016-Euastrum-didelta.html	desmidiales-desmidiaceae	Euastrum didelta	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
3181132964bc0b5252cb6bca122f432d	http://www.protisten.de/gallery-ALL/1018-Euastrum-elegans.html	desmidiales-desmidiaceae	Euastrum elegans (BREB.) KÜTZ.	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
ca4af88ecfea29fbc8f2a0798401b963	http://www.protisten.de/gallery-ALL/1020-Euastrum-gemmatum.html	desmidiales-desmidiaceae	Euastrum gemmatum (BREB.) BREB. var. alatum KOSSINSAJA	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
386147a83a4986716002757e321b5b1d	http://www.protisten.de/gallery-ALL/1022-Euastrum-germanicum.html	desmidiales-desmidiaceae	Euastrum germanicum (SCHMIDLE) WILLI KRIEG.	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
f2b486928a1d8d78ac00b36b8c04debd	http://www.protisten.de/gallery-ALL/1024-Euastrum-humerosum.html	desmidiales-desmidiaceae	Euastrum humerosum RALFS	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
6688977632fb1e93c8562fa887ad29ce	http://www.protisten.de/gallery-ALL/1026-Euastrum-humerosum.html	desmidiales-desmidiaceae	Euastrum humerosum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnematophyceae|Zygnematophycidae|Desmidiales|Desmidiaceae	
6c26fd8df642337aaa8626da40a2406d	http://www.protisten.de/gallery-ALL/1033-Euastrum-intermedium.html	desmidiales-desmidiaceae	Euastrum intermedium CLEVE	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
9b63c86fda286e67fb8a433da513a133	http://www.protisten.de/gallery-ALL/1035-Euastrum-luetkemuelleri-var-carniolicum.html	desmidiales-desmidiaceae	Euastrum luetkemuelleri var. carniolicum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnematophyceae|Zygnematophycidae|Desmidiales|Desmidiaceae	
6aab49f085346d73d6554071e0bbb07e	http://www.protisten.de/gallery-ALL/1036-Euastrum-neosinuosum.html	desmidiales-desmidiaceae	Euastrum neosinuosum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnematophyceae|Zygnematophycidae|Desmidiales|Desmidiaceae	
8f23ba6e119cbb703618dd68bbfa3958	http://www.protisten.de/gallery-ALL/1041-Euastrum-oblongum.html	desmidiales-desmidiaceae	Euastrum oblongum (GREV.) RALFS ex RALFS	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
20be87c7b43bcd669cc7d8019afbfb66	http://www.protisten.de/gallery-ALL/1043-Euastrum-oblongum.html	desmidiales-desmidiaceae	Euastrum oblongum	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	
e61b233502a7405eb16a312d75137fc7	http://www.protisten.de/gallery-ALL/1050-Euastrum-pseudotuddalense.html	desmidiales-desmidiaceae	Euastrum pseudotuddalense	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnematophyceae|Zygnematophycidae|Desmidiales|Desmidiaceae	
65d695956e037c258266764bb4f7bc7f	http://www.protisten.de/gallery-ALL/1051-Euastrum-verrucosum.html	desmidiales-desmidiaceae	Euastrum verrucosum EHRENB. f. groenlandicum (LARSEN) WILLI KRIEG.	Eucaryota|Archaeplastida|Chloroplastida|Streptophyta|Zygnemophyceae|Zygnemophycidae|Desmidiales|Desmidiaceae	913339
deb2bb9ade38fa461332f17c3660edce	http://www.protisten.de/gallery-ALL/1052-Eucampia-zodiacus.html	hemiaulales-hemiaulaceae	Eucampia zodiacus	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Mediophyceae|Biddulphiophycidae|Hemiaulales|Hemiaulaceae	
a411deec2acec626227be04ac8f81ec5	http://www.protisten.de/gallery-ALL/1057-Eudorina-elegans.html	chlamydomonadales-volvocaceae	Eudorina elegans	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Chlamydomonadales|Volvocaceae	
chlamydomonadales-volvocaceae		chlorophyceae-chlamydomonadales	Volvocaceae	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Chlamydomonadales	
07d8273b3459408333cb26431fe4a85c	http://www.protisten.de/gallery-ALL/1062-Eufolliculina-moebiusi.html	heterotrichida-folliculinidae	Eufolliculina moebiusi	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Postciliodesmatophora|Heterotrichea|Heterotrichida|Folliculinidae	
c598f438cfa8b594c3e033eaba3006a5	http://www.protisten.de/gallery-ALL/1106-Eufolliculina-uhligi.html	heterotrichida-folliculinidae	Eufolliculina uhligi	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Postciliodesmatophora|Heterotrichea|Heterotrichida|Folliculinidae	
9a6d27e715ce1c1ee6e853ea040e649a	http://www.protisten.de/gallery-ALL/1115-Euglena-spec.html	euglenales-euglenaceae	Euglena	Eucaryota|Excavates|Discoba|Euglenozoa|Euglenida|Spirocuta|Euglenophyceae|Euglenales|Euglenaceae	
euglenales-euglenaceae		euglenophyceae-euglenales	Euglenaceae	Eucaryota|Excavates|Discoba|Euglenozoa|Euglenida|Spirocuta|Euglenophyceae|Euglenales	
c3aaa5a710780db4a5eddeb7d775be56	http://www.protisten.de/gallery-ALL/1122-Euglena-gracilis.html	euglenales-euglenaceae	Euglena gracilis	Eucaryota|Excavates|Discoba|Euglenozoa|Euglenida|Spirocuta|Euglenophyceae|Euglenales|Euglenaceae	
5c716df006a6f5515e554c71c5c9eb95	http://www.protisten.de/gallery-ALL/1133-Euglena-sanguinea.html	euglenales-euglenaceae	Euglena sanguinea	Eucaryota|Excavates|Discoba|Euglenozoa|Euglenida|Spirocuta|Euglenophyceae|Euglenales|Euglenaceae	
c97ffa64e9ad808427f161f85007993a	http://www.protisten.de/gallery-ALL/1136-Euglenid-cyst.html	euglenales-euglenaceae	Euglenid cyst	Eucaryota|Excavates|Discoba|Euglenozoa|Euglenida|Spirocuta|Euglenophyceae|Euglenales|Euglenaceae	
b5025e3a5a2b9c949e9e36c5b15aa10c	http://www.protisten.de/gallery-ALL/1138-Euglypha-acanthophora.html	euglyphida-euglyphidae	Euglypha acanthophora	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Imbricatea|Silicofilosea|Euglyphida|Euglyphidae	
euglyphida-euglyphidae		silicofilosea-euglyphida	Euglyphidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Imbricatea|Silicofilosea|Euglyphida	
df1c215f798869aa6a6acdbc57cac7ef	http://www.protisten.de/gallery-ALL/1142-Euglypha-ciliata.html	euglyphida-euglyphidae	Euglypha ciliata	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Imbricatea|Silicofilosea|Euglyphida|Euglyphidae	
9b413827cd3e93daca41ea0ab359f70a	http://www.protisten.de/gallery-ALL/1143-Euglypha-cristata.html	euglyphida-euglyphidae	Euglypha cristata	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Imbricatea|Silicofilosea|Euglyphida|Euglyphidae	
5a80097ec6689f4f2bd54887b147bd01	http://www.protisten.de/gallery-ALL/1145-Euglypha-tuberculata.html	euglyphida-euglyphidae	Euglypha tuberculata	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Cercozoa|Imbricatea|Silicofilosea|Euglyphida|Euglyphidae	
96530acb5569eeacd845ba403a1836e3	http://www.protisten.de/gallery-ALL/1147-Eunotia-arcus.html	eunotiales-eunotinaceae	Eunotia arcus	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Eunotiales|Eunotinaceae	
bacillariophycidae-eunotiales		bacillariophyceae-bacillariophycidae	Eunotiales	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae	
eunotiales-eunotinaceae		bacillariophycidae-eunotiales	Eunotinaceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Eunotiales	
3045859686c021e8b7b80fd14652ef8c	http://www.protisten.de/gallery-ALL/1151-Euplotes-spec.html	euplotina-euplotidae	Euplotes	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Hypotrichia|Euplotida|Euplotina|Euplotidae	
euplotina-euplotidae		euplotida-euplotina	Euplotidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Hypotrichia|Euplotida|Euplotina	
7c75e7ccb9f00ad530466322b94d76de	http://www.protisten.de/gallery-ALL/1152-Euplotes-affinis.html	euplotina-euplotidae	Euplotes affinis	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Hypotrichia|Euplotida|Euplotina|Euplotidae	
c7323dd1e84a999b2262c584881b1415	http://www.protisten.de/gallery-ALL/1153-Euplotes-daidaleos.html	euplotina-euplotidae	Euplotes daidaleos	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Spirotrichea|Hypotrichia|Euplotida|Euplotina|Euplotidae	
b36411bfa69cb3bb5563d6ff1761d1de	http://www.protisten.de/gallery-ALL/1154-Filinia-longiseta.html	flosculariaceae-trochosphaeridae	Filinia longiseta	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata|Rotifera|Flosculariaceae|Trochosphaeridae	
rotifera-flosculariaceae		syndermata-rotifera	Flosculariaceae	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata|Rotifera	
flosculariaceae-trochosphaeridae		rotifera-flosculariaceae	Trochosphaeridae	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata|Rotifera|Flosculariaceae	
f8749f4c479196785d42f6310499bd4a	http://www.protisten.de/gallery-ALL/1156-Teleostei-egg.html	neopterygii-teleostei	Fischei - Teleostei egg	Eucaryota|Opisthokonta|Metazoa|Bilateria|Deuterostomia|Chrodata|Vertrebrata|Gnathostomata|Osteichthyes|Actinopterygii|Actinopteri|Neopterygii|Teleostei	
deuterostomia-chrodata		bilateria-deuterostomia	Chrodata	Eucaryota|Opisthokonta|Metazoa|Bilateria|Deuterostomia	
chrodata-vertrebrata		deuterostomia-chrodata	Vertrebrata	Eucaryota|Opisthokonta|Metazoa|Bilateria|Deuterostomia|Chrodata	
vertrebrata-gnathostomata		chrodata-vertrebrata	Gnathostomata	Eucaryota|Opisthokonta|Metazoa|Bilateria|Deuterostomia|Chrodata|Vertrebrata	
gnathostomata-osteichthyes		vertrebrata-gnathostomata	Osteichthyes	Eucaryota|Opisthokonta|Metazoa|Bilateria|Deuterostomia|Chrodata|Vertrebrata|Gnathostomata	
osteichthyes-actinopterygii		gnathostomata-osteichthyes	Actinopterygii	Eucaryota|Opisthokonta|Metazoa|Bilateria|Deuterostomia|Chrodata|Vertrebrata|Gnathostomata|Osteichthyes	
actinopterygii-actinopteri		osteichthyes-actinopterygii	Actinopteri	Eucaryota|Opisthokonta|Metazoa|Bilateria|Deuterostomia|Chrodata|Vertrebrata|Gnathostomata|Osteichthyes|Actinopterygii	
actinopteri-neopterygii		actinopterygii-actinopteri	Neopterygii	Eucaryota|Opisthokonta|Metazoa|Bilateria|Deuterostomia|Chrodata|Vertrebrata|Gnathostomata|Osteichthyes|Actinopterygii|Actinopteri	
neopterygii-teleostei		actinopteri-neopterygii	Teleostei	Eucaryota|Opisthokonta|Metazoa|Bilateria|Deuterostomia|Chrodata|Vertrebrata|Gnathostomata|Osteichthyes|Actinopterygii|Actinopteri|Neopterygii	
2490e36379716580f7c7a51fa60d3e61	http://www.protisten.de/gallery-ALL/1157-Floscularia-ringens.html	flosculariacea-flosculariidae	Floscularia ringens	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata|Rotifera|Flosculariacea|Flosculariidae	1062138
rotifera-flosculariacea		syndermata-rotifera	Flosculariacea	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata|Rotifera	
flosculariacea-flosculariidae		rotifera-flosculariacea	Flosculariidae	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Gnathifera|Syndermata|Rotifera|Flosculariacea	
d95f6b98ae0576ba9e74c18936768a5a	http://www.protisten.de/gallery-ALL/1160-Folliculina-boltoni.html	heterotrichida-folliculinidae	Folliculina boltoni	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Postciliodesmatophora|Heterotrichea|Heterotrichida|Folliculinidae	
40fd047023b59143e0b376f9c5713b1a	http://www.protisten.de/gallery-ALL/1161-Folliculina-simplex.html	heterotrichida-folliculinidae	Folliculina simplex	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Postciliodesmatophora|Heterotrichea|Heterotrichida|Folliculinidae	
69933a63fe0d2a30caa0500dae9fbf93	http://www.protisten.de/gallery-ALL/1167-Foraminifera-spec.html	retaria-foraminifera	Foraminifera	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Rhizaria|Retaria|Foraminifera	
bc65bc69d8ead9beb47dbeac1c0d33a0	http://www.protisten.de/gallery-ALL/1168-Fragilaria-islandica.html	fragilariales-fragilariaceae	Fragilaria islandica	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Fragilariophyceae|Fragilariophycidae|Fragilariales|Fragilariaceae	
c881b98da00dc1e871bb75b4aef046a1	http://www.protisten.de/gallery-ALL/1170-Fragilaria-lemanensis.html	licmophorales-ulnariaceae	Fragilaria lemanensis	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Fragilariophyceae|Fragilariophycidae|Licmophorales|Ulnariaceae	
fragilariophycidae-licmophorales		fragilariophyceae-fragilariophycidae	Licmophorales	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Fragilariophyceae|Fragilariophycidae	
licmophorales-ulnariaceae		fragilariophycidae-licmophorales	Ulnariaceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Fragilariophyceae|Fragilariophycidae|Licmophorales	
09351b9655773e4b0c1dcb265be44d0f	http://www.protisten.de/gallery-ALL/1172-Franceia-javanica.html	oocystaceae-oocystoideae	Franceia javanica	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Trebouxiophyceae|Chlorellales|Oocystaceae|Oocystoideae	
oocystaceae-oocystoideae		chlorellales-oocystaceae	Oocystoideae	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Trebouxiophyceae|Chlorellales|Oocystaceae	
da8c1702dcceefab9dbdea44225cd645	http://www.protisten.de/gallery-ALL/1173-Franceia-ovalis.html	oocystaceae-oocystoideae	Franceia ovalis	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Trebouxiophyceae|Chlorellales|Oocystaceae|Oocystoideae	
18a1dade9451f6cb828fac798482031d	http://www.protisten.de/gallery-ALL/1175-Fredericella-sultana.html	plumatellida-fredericellidae	Fredericella sultana	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Bryozoa|Phylactolaemata|Plumatellida|Fredericellidae	
bryozoa-phylactolaemata		spiralia-bryozoa	Phylactolaemata	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Bryozoa	
phylactolaemata-plumatellida		bryozoa-phylactolaemata	Plumatellida	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Bryozoa|Phylactolaemata	
plumatellida-fredericellidae		phylactolaemata-plumatellida	Fredericellidae	Eucaryota|Opisthokonta|Metazoa|Bilateria|Protostomia|Spiralia|Bryozoa|Phylactolaemata|Plumatellida	
5da4b993c8255b8fd6718623226b92ae	http://www.protisten.de/gallery-ALL/1177-Frontonia-leucas.html	peniculida-frontoniidae	Frontonia leucas	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Hymenostomatida|Peniculida|Frontoniidae	
oligohymenophorea-hymenostomatida		intramacronucleata-oligohymenophorea	Hymenostomatida	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea	
hymenostomatida-peniculida		oligohymenophorea-hymenostomatida	Peniculida	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Hymenostomatida	
peniculida-frontoniidae		hymenostomatida-peniculida	Frontoniidae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Ciliophora|Intramacronucleata|Oligohymenophorea|Hymenostomatida|Peniculida	
5ce0491a2a55529896420312035db9fa	http://www.protisten.de/gallery-ALL/1180-Galeripora-arenaria.html	sphaerothecina-arcellidae	Galeripora arenaria	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha|Sphaerothecina|Arcellidae	
cb8f73c6636950d0854a087e667e1a30	http://www.protisten.de/gallery-ALL/1181-Galeripora-discoides.html	sphaerothecina-arcellidae	Galeripora discoides	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha|Sphaerothecina|Arcellidae	
62b5caf167eb5d5722e358da02b152b3	http://www.protisten.de/gallery-ALL/1183-Gibbocarina-gracilis.html	hyalospheniformes-hyalospheniidae	Gibbocarina gracilis	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha|Hyalospheniformes|Hyalospheniidae	
glutinoconcha-hyalospheniformes		arcellinida-glutinoconcha	Hyalospheniformes	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha	
hyalospheniformes-hyalospheniidae		glutinoconcha-hyalospheniformes	Hyalospheniidae	Eucaryota|Amoebozoa|Tubulinea|Elardia|Arcellinida|Glutinoconcha|Hyalospheniformes	
24fe7e1f55fc7a02a88384abe32201e6	http://www.protisten.de/gallery-ALL/1189-Glaucocystis-nostochinearum.html	glaucocystophytaceae-cyanophoraceae	Glaucocystis nostochinearum	Eucaryota|Archaeplastida|Glaucophyta|Glaucocystophytaceae|Cyanophoraceae	
bf0a283474ebf88d81062d83a43110cc	http://www.protisten.de/gallery-ALL/1196-Glaucosphaera-vacuolata.html	glaucosphaerales-glaucosphaeraceae	Glaucosphaera vacuolata	Eucaryota|Archaeplastida|Rhodophyta|Rhodellophyceae|Glaucosphaerales|Glaucosphaeraceae	
rhodophyta-rhodellophyceae		archaeplastida-rhodophyta	Rhodellophyceae	Eucaryota|Archaeplastida|Rhodophyta	
rhodellophyceae-glaucosphaerales		rhodophyta-rhodellophyceae	Glaucosphaerales	Eucaryota|Archaeplastida|Rhodophyta|Rhodellophyceae	
glaucosphaerales-glaucosphaeraceae		rhodellophyceae-glaucosphaerales	Glaucosphaeraceae	Eucaryota|Archaeplastida|Rhodophyta|Rhodellophyceae|Glaucosphaerales	
19cefa3959a9a378048021e3a02b3576	http://www.protisten.de/gallery-ALL/1200-Glenodinium-cinctum.html	peridiniales-glenodiniaceae	Glenodinium cinctum	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Dinophyceae|Peridiniales|Glenodiniaceae	
dinophyceae-peridiniales		alveolata-dinophyceae	Peridiniales	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Dinophyceae	
peridiniales-glenodiniaceae		dinophyceae-peridiniales	Glenodiniaceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Alveolata|Dinophyceae|Peridiniales	
8477c725722b299bb6b1d8e2c2aa43a3	http://www.protisten.de/gallery-ALL/1218-Glochiococcus-aciculiferus.html	oocystales-oocystaceae	Glochiococcus aciculiferus	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Trebouxiophyceae|Oocystales|Oocystaceae	
trebouxiophyceae-oocystales		chlorophyta-trebouxiophyceae	Oocystales	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Trebouxiophyceae	
oocystales-oocystaceae		trebouxiophyceae-oocystales	Oocystaceae	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Trebouxiophyceae|Oocystales	
725756adaa07873a4d645b4089ea2b97	http://www.protisten.de/gallery-ALL/1223-Gloeocystis-botryoides.html	sphaeropleales-radiococcaceae	Gloeocystis botryoides	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Sphaeropleales|Radiococcaceae	
sphaeropleales-radiococcaceae		chlorophyceae-sphaeropleales	Radiococcaceae	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Sphaeropleales	
838018dc42f8eb28da6c005c57f02e2c	http://www.protisten.de/gallery-ALL/1224-Golenkinia-spec.html	chlamydomonadales-golenkiniaceae	Golenkinia	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Chlamydomonadales|Golenkiniaceae	
chlamydomonadales-golenkiniaceae		chlorophyceae-chlamydomonadales	Golenkiniaceae	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Chlamydomonadales	
edde6bacc49291d1e8622b759d44de59	http://www.protisten.de/gallery-ALL/1226-Golenkinia-radiata.html	chlamydomonadales-golenkiniaceae	Golenkinia radiata	Eucaryota|Archaeplastida|Chloroplastida|Chlorophyta|Chlorophyceae|Chlamydomonadales|Golenkiniaceae	921427
3a3dcfc9a9397352a05095a64d634013	http://www.protisten.de/gallery-ALL/1229-Gomphonema-spec.html	cymbellales-gomphonemataceae	Gomphonema	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Cymbellales|Gomphonemataceae	
cymbellales-gomphonemataceae		bacillariophycidae-cymbellales	Gomphonemataceae	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Cymbellales	
508ac621e0ead876fbd09cc9b579f578	http://www.protisten.de/gallery-ALL/1232-Gomphonema-micropus.html	cymbellales-gomphonemataceae	Gomphonema micropus	Eucaryota|SAR (Stramenopiles, Alveolates, Rhizaria)|Stramenopiles|Ochrophyta|Bacillariophyta|Bacillariophyceae|Bacillariophycidae|Cymbellales|Gomphonemataceae	
c86454995a93b62416193137c80c22bc	http://www.protisten.de/gallery-ALL/1233-Gomphosphaeria-aponina.html	chroococcales-gomphosphaeriaceae	Gomphosphaeria aponina	Bacteria|Cyanobacteria|Oscillatoriophycideae|Chroococcales|Gomphosphaeriaceae	
chroococcales-gomphosphaeriaceae		oscillatoriophycideae-chroococcales	Gomphosphaeriaceae	Bacteria|Cyanobacteria|Oscillatoriophycideae|Chroococcales	
