Label	URI
Hedges, L.	http://eol.org/schema/terms/Hedges_L
Chutipong, W.	http://eol.org/schema/terms/Chutipong_W
Linkie, M.	http://eol.org/schema/terms/Linkie_M
Tantipisanuh, N.	http://eol.org/schema/terms/Tantipisanuh_N
Haidir, I.A.	http://eol.org/schema/terms/Haidir_IA
Ruedas, L.	http://eol.org/schema/terms/Ruedas_L
Maryanto, I.	http://eol.org/schema/terms/Maryanto_I
Maharandatunkamsi, D.	http://eol.org/schema/terms/Maharandatunkamsi_D
de la Maza-Benignos, M.	http://eol.org/schema/terms/de_la_Maza-Benignos_M
Lambarri Martínez, C.	http://eol.org/schema/terms/Lambarri_Martínez_C
Espinosa Pérez, H.	http://eol.org/schema/terms/Espinosa-Perez_H
Schmitter-Soto, J.	http://eol.org/schema/terms/Schmitter-Soto_J
Zhou, W.	http://eol.org/schema/terms/Zhou_W
Zhao, H.	http://eol.org/schema/terms/Zhao_H
Cui, K.	http://eol.org/schema/terms/Cui_K
Marinho, F.	http://eol.org/schema/terms/Marinho_F
Martin, R.	http://eol.org/schema/terms/Martin_R
Finucci, B.	http://eol.org/schema/terms/Finucci_B
Guallart, J.	http://eol.org/schema/terms/Guallart_J
White, W.T.	http://eol.org/schema/terms/White_WT
Rabiei, A.	http://eol.org/schema/terms/Rabiei_A
Daujat, J.	http://eol.org/schema/terms/Daujat_J
Baker, K.	http://eol.org/schema/terms/Baker_K
Radloff, F.	http://eol.org/schema/terms/Radloff_F
Cowell, C.	http://eol.org/schema/terms/Cowell_C
Peinke, D.	http://eol.org/schema/terms/Peinke_D
Dalton, D.	http://eol.org/schema/terms/Dalton_D
Kotze, A.	http://eol.org/schema/terms/Kotze_A
Kerley, G.	http://eol.org/schema/terms/Kerley_G
Pethiyagoda, R.	http://eol.org/schema/terms/Pethiyagoda_R
Benzie, J.	http://eol.org/schema/terms/Benzie_J
McKnight, M.	http://eol.org/schema/terms/McKnight_M
Canty, P.	http://eol.org/schema/terms/Canty_P
Brandle, R.	http://eol.org/schema/terms/Brandle_R
Robinson, A.	http://eol.org/schema/terms/Robinson_A
Watson, M.	http://eol.org/schema/terms/Watson_M
Taylor, P.J.	http://eol.org/schema/terms/Taylor_PJ
Patton J.	http://eol.org/schema/terms/Patton_J
McCarthy, T.	http://eol.org/schema/terms/McCarthy_T
McDonough, C.	http://eol.org/schema/terms/McDonough_C
Bermúdez Larrazabal, L.	http://eol.org/schema/terms/Bermúdez_Larrazabal_L
Trujillo, F.	http://eol.org/schema/terms/Trujillo_F
Smith, P.	http://eol.org/schema/terms/Smith_P
Oakwood, M.	http://eol.org/schema/terms/Oakwood_M
Raharivololona, B.	http://eol.org/schema/terms/Raharivololona_B
Manjary, D.	http://eol.org/schema/terms/Manjary_D
Aylward, M.	http://eol.org/schema/terms/Aylward_M
Ravelomandrato, F.	http://eol.org/schema/terms/Ravelomandrato_F
Michael, D.	http://eol.org/schema/terms/Michael_D
Gillespie, G.	http://eol.org/schema/terms/Gillespie_G
Hoskin, C.	http://eol.org/schema/terms/Hoskin_C
Couper, P.	http://eol.org/schema/terms/Couper_P
Amey, A.	http://eol.org/schema/terms/Amey_A
Bergallo, H.	http://eol.org/schema/terms/Bergallo_H
Williams, M.C.	http://eol.org/schema/terms/Williams_MC
Butynski, T.	http://eol.org/schema/terms/Butynski_T
Hoeck, H.	http://eol.org/schema/terms/Hoeck_H
Dowsett-Lemaire, F.	http://eol.org/schema/terms/Dowsett-Lemaire_F
Ziembicki, M.	http://eol.org/schema/terms/Ziembicki_M
Porolak, G.	http://eol.org/schema/terms/Porolak_G
Dieterlen. F.	http://eol.org/schema/terms/Dieterlen_F
Gonzalez-Porter, G.P.	http://eol.org/schema/terms/Gonzalez-Porter_GP
Van Dijk, P.P.	http://eol.org/schema/terms/Van_Dijk_PP
Tiwari, M.	http://eol.org/schema/terms/Tiwari_M
Girondot, M.	http://eol.org/schema/terms/Girondot_M
Nel, R.	http://eol.org/schema/terms/Nel_R
Dobbs, K.	http://eol.org/schema/terms/Dobbs_K
Miller, J.	http://eol.org/schema/terms/Miller_J
Limpus, C.	http://eol.org/schema/terms/Limpus_C
Turvey, S.T.	http://eol.org/schema/terms/Turvey_ST
Preece, R.C.	http://eol.org/schema/terms/Preece_RC
Ellis, S.	http://eol.org/schema/terms/Ellis_S
Talukdar, B.	http://eol.org/schema/terms/Talukdar_B
Putra, R.	http://eol.org/schema/terms/Putra_R
Ramono, W.	http://eol.org/schema/terms/Ramono_W
Sunarto, S.	http://eol.org/schema/terms/Sunarto_S
NatureServe	http://eol.org/schema/terms/NatureServe
Mathai, J.	http://eol.org/schema/terms/Mathai_J
Pippard, H.	http://eol.org/schema/terms/Pippard_H
Reis, R.	http://eol.org/schema/terms/Reis_R
Lima, F.	http://eol.org/schema/terms/Lima_F
Ishii, N.	http://eol.org/schema/terms/Ishii_N
Wahle, R.	http://eol.org/schema/terms/Wahle_R
Roth, E.	http://eol.org/schema/terms/Roth_E
Horner, P.	http://eol.org/schema/terms/Horner_P
Frey, J.	http://eol.org/schema/terms/Frey_J
Ahmad, A.B.	http://eol.org/schema/terms/Ahmad_AB
Ho, J.K.I.	http://eol.org/schema/terms/Ho_JKI
De Mattia, W.	http://eol.org/schema/terms/De_Mattia_W
Frest, T.	http://eol.org/schema/terms/Frest_T
Ibáñez, M.	http://eol.org/schema/terms/Ibanez_M
Eversole, A.G.	http://eol.org/schema/terms/Eversole_AG
Bonaccorso, F.J.	http://eol.org/schema/terms/Bonaccorso_FJ
Sinaga, U.	http://eol.org/schema/terms/Sinaga_U
Fisher, D.	http://eol.org/schema/terms/Fisher_D
Pollom, R.	http://eol.org/schema/terms/Pollom_R
Sorensen, M.	http://eol.org/schema/terms/Sorensen_M
Blakemore, R.	http://eol.org/schema/terms/Blakemore_R
Costa, L.P.	http://eol.org/schema/terms/Costa_LP
Rudolf, E.	http://eol.org/schema/terms/Rudolf_E
Brock, P.	http://eol.org/schema/terms/Brock_P
Danielczak, A.	http://eol.org/schema/terms/Danielczak_A
Lyal, C.	http://eol.org/schema/terms/Lyal_C
Marsh, H.	http://eol.org/schema/terms/Marsh_H
Sobtzick, S.	http://eol.org/schema/terms/Sobtzick_S
Hodgson, A.	http://eol.org/schema/terms/Hodgson_A
Kwan, D.	http://eol.org/schema/terms/Kwan_D
Leite-Pitman, M.R.P.	http://eol.org/schema/terms/Leite-Pitman_MRP
Williams, R.S.R.	http://eol.org/schema/terms/Williams_RSR
Cossios, D.	http://eol.org/schema/terms/Cossios_D
Dalponte, J.C.	http://eol.org/schema/terms/Dalponte_JC
Simaika, J.P.	http://eol.org/schema/terms/Simaika_JP
Loss, C.	http://eol.org/schema/terms/Loss_C
Pineda, W.	http://eol.org/schema/terms/Pineda_W
Zwick, P.	http://eol.org/schema/terms/Zwick_P
Paltridge, R.	http://eol.org/schema/terms/Paltridge_R
Catt, G.	http://eol.org/schema/terms/Catt_G
Zichy-Woinarski, J.	http://eol.org/schema/terms/Zichy-Woinarski_J
Andriafidison, D.	http://eol.org/schema/terms/Andriafidison_D
Andrianaivoarivelo, R.	http://eol.org/schema/terms/Andrianaivoarivelo_R
Kofoky, A.	http://eol.org/schema/terms/Kofoky_A
Picot, M.	http://eol.org/schema/terms/Picot_M
Ranivo, J.	http://eol.org/schema/terms/Ranivo_J
Ratrimomanarivo, F.H.	http://eol.org/schema/terms/Ratrimomanarivo_FH
Razafimanahaka, J.	http://eol.org/schema/terms/Razafimanahaka_J
Vyas, R.	http://eol.org/schema/terms/Vyas_R
Thakur, S.	http://eol.org/schema/terms/Thakur_S
Giri, V.	http://eol.org/schema/terms/Giri_V
Das, A.	http://eol.org/schema/terms/Das_A
Deepak, V.	http://eol.org/schema/terms/Deepak_V
Aengals, A.	http://eol.org/schema/terms/Aengals_A
Jiang, Z.	http://eol.org/schema/terms/Jiang_Z
Jaafar, Z.	http://eol.org/schema/terms/Jaafar_Z
Kamal, M.M.	http://eol.org/schema/terms/Kamal_MM
Rathbun, G.B.	http://eol.org/schema/terms/Rathbun_GB
Smit-Robinson, H.	http://eol.org/schema/terms/Smit-Robinson_H
Williams, C.	http://eol.org/schema/terms/Williams_C
de Silva, S.	http://eol.org/schema/terms/de_Silva_S
Kumar, A.	http://eol.org/schema/terms/Kumar_A
Baskaran, N.	http://eol.org/schema/terms/Baskaran_N
Yoganand, K.	http://eol.org/schema/terms/Yoganand_K
Menon, V.	http://eol.org/schema/terms/Menon_V
Vidya, T.N.C.	http://eol.org/schema/terms/Vidya_TNC
Goossens, B.	http://eol.org/schema/terms/Goossens_B
Bogan, A.	http://eol.org/schema/terms/Bogan_A
Zima, J.	http://eol.org/schema/terms/Zima_J
Goodman, S.	http://eol.org/schema/terms/Goodman_S
Jenkins, R.K.B.	http://eol.org/schema/terms/Jenkins_RKB
Francis, C.M.	http://eol.org/schema/terms/Francis_CM
Van Veen, F.	http://eol.org/schema/terms/Van_Veen_F
Horwitz, P.	http://eol.org/schema/terms/Horwitz_P
Burnham, Q.	http://eol.org/schema/terms/Burnham_Q
Doroff, A.	http://eol.org/schema/terms/Doroff_A
Burdin, A.	http://eol.org/schema/terms/Burdin_A
Knapp, L.	http://eol.org/schema/terms/Knapp_L
Mohd-Azlan, J.	http://eol.org/schema/terms/Mohd-Azlan_J
Adleson, S.	http://eol.org/schema/terms/Adleson_S
Wilson, Z.	http://eol.org/schema/terms/Wilson_Z
Tolson, P.	http://eol.org/schema/terms/Tolson_P
Rodriguez, C.	http://eol.org/schema/terms/Rodriguez_C
Tolson, P.J.	http://eol.org/schema/terms/Tolson_PJ
Paulson, D. R.	http://eol.org/schema/terms/Paulson_DR
Sosa-Cordero, E.	http://eol.org/schema/terms/Sosa-Cordero_E
Russell, B.	http://eol.org/schema/terms/Russell_B
Fennessy, S.	http://eol.org/schema/terms/Fennessy_S
Pollard, D.A.	http://eol.org/schema/terms/Pollard_DA
Samoilys, M.	http://eol.org/schema/terms/Samoilys_M
Afonso, P.	http://eol.org/schema/terms/Afonso_P
Francour, P.	http://eol.org/schema/terms/Francour_P
Barreiros, J.	http://eol.org/schema/terms/Barreiros_J
Aguilar-Perera, A.	http://eol.org/schema/terms/Aguilar-Perera_A
Bertoncini, A.A.	http://eol.org/schema/terms/Bertoncini_AA
Ferreira, B.	http://eol.org/schema/terms/Ferreira_B
Seddon. M.B.	http://eol.org/schema/terms/Seddon_MB
Tanshi, I.	http://eol.org/schema/terms/Tanshi_I
Mickelburgh, S.	http://eol.org/schema/terms/Mickelburgh_S
Shoeman, C.	http://eol.org/schema/terms/Shoeman_C
Coroiu, I.	http://eol.org/schema/terms/Coroiu_I
Milne, D.J.	http://eol.org/schema/terms/Milne_DJ
Soisook, P.	http://eol.org/schema/terms/Soisook_P
González, E.M.	http://eol.org/schema/terms/González_EM
Reardon, T.	http://eol.org/schema/terms/Reardon_T
Jacobs, D.	http://eol.org/schema/terms/Jacobs_D
Barataud, M.	http://eol.org/schema/terms/Barataud_M
Fukui, D.	http://eol.org/schema/terms/Fukui_D
Huang, J.C.-C.	http://eol.org/schema/terms/Huang_JC-C
Benda, P.	http://eol.org/schema/terms/Benda_P
Kebede, F.	http://eol.org/schema/terms/Kebede_F
Yohannes, H.	http://eol.org/schema/terms/Yohannes_H
Low Mackey, B.	http://eol.org/schema/terms/Low_Mackey_B
Hrabar, H.	http://eol.org/schema/terms/Hrabar_H
Rubenstein, D.	http://eol.org/schema/terms/Rubenstein_D
Davidson, ZD	http://eol.org/schema/terms/Davidson_ZD
King, S.R.B.	http://eol.org/schema/terms/King_SRB
Ginsberg, J.	http://eol.org/schema/terms/Ginsberg_J
Woodfine, T.	http://eol.org/schema/terms/Woodfine_T
Moehlman, P.D.	http://eol.org/schema/terms/Moehlman_PD
Kaczensky, P.	http://eol.org/schema/terms/Kaczensky_P
Lkhagvasuren, B.	http://eol.org/schema/terms/Lkhagvasuren_B
Pereladova, O.	http://eol.org/schema/terms/Pereladova_O
Hemami, M.	http://eol.org/schema/terms/Hemami_M
Bouskila, A.	http://eol.org/schema/terms/Bouskila_A
Reading, R.	http://eol.org/schema/terms/Reading_R
Shah, N.	http://eol.org/schema/terms/Shah_N
St. Louis, A.	http://eol.org/schema/terms/St_Louis_A
Qureshi, Q.	http://eol.org/schema/terms/Qureshi_Q
Kang, A.	http://eol.org/schema/terms/Kang_A
Yanlin, L.	http://eol.org/schema/terms/Yanlin_L
East, R.	http://eol.org/schema/terms/East_R
Rubenstein, D.I.	http://eol.org/schema/terms/Rubenstein_DI
Muntifering, J.	http://eol.org/schema/terms/Muntifering_J
Kolberg, H.	http://eol.org/schema/terms/Kolberg_H
Uiseb, K.	http://eol.org/schema/terms/Uiseb_K
Novellie, P.	http://eol.org/schema/terms/Novellie_P
Boyd, L.	http://eol.org/schema/terms/Boyd_L
Zimmermann, W.	http://eol.org/schema/terms/Zimmermann_W
Kendall, B.E.	http://eol.org/schema/terms/Kendall_BE
Feh, C.	http://eol.org/schema/terms/Feh_C
Maes, D.	http://eol.org/schema/terms/Maes_D
Sasic, M.	http://eol.org/schema/terms/Sasic_M
Verstrael, T.	http://eol.org/schema/terms/Verstrael_T
Warren, M.	http://eol.org/schema/terms/Warren_M
Settele, J.	http://eol.org/schema/terms/Settele_J
Mesa-Salazar, L.	http://eol.org/schema/terms/Mesa-Salazar_L
Alonso, J. C.	http://eol.org/schema/terms/Alonso_J_C
Mojica, J.	http://eol.org/schema/terms/Mojica_J
Chaloupka, M.	http://eol.org/schema/terms/Chaloupka_M
Bolten, A.	http://eol.org/schema/terms/Bolten_A
Dutton, P.	http://eol.org/schema/terms/Dutton_P
Musick, J.	http://eol.org/schema/terms/Musick_J
Shanker, K.	http://eol.org/schema/terms/Shanker_K
Donnelly, N.	http://eol.org/schema/terms/Donnelly_N
Leuteritz, T.	http://eol.org/schema/terms/Leuteritz_T
Garcia, G.	http://eol.org/schema/terms/Garcia_G
Lang, A.	http://eol.org/schema/terms/Lang_A
Weller, D.	http://eol.org/schema/terms/Weller_D
Mate, B.	http://eol.org/schema/terms/Mate_B
Alves, N.	http://eol.org/schema/terms/Alves_N
Coughran, J.	http://eol.org/schema/terms/Coughran_J
Furse, J.	http://eol.org/schema/terms/Furse_J
Lawler, S.	http://eol.org/schema/terms/Lawler_S
Fukushima, C.	http://eol.org/schema/terms/Fukushima_C
Mendoza, J.	http://eol.org/schema/terms/Mendoza_J
West, R.	http://eol.org/schema/terms/West_R
Longhorn, S.	http://eol.org/schema/terms/Longhorn_S
Rivera Téllez, E.	http://eol.org/schema/terms/Rivera_Téllez_E
Henriques, S.	http://eol.org/schema/terms/Henriques_S
Cardoso, P.	http://eol.org/schema/terms/Cardoso_P
Seppälä, S.	http://eol.org/schema/terms/Seppälä_S
Hending, D.	http://eol.org/schema/terms/Hending_D
Semel, B.	http://eol.org/schema/terms/Semel_B
Zaonarivelo, J.	http://eol.org/schema/terms/Zaonarivelo_J
Razafindramanana, J.	http://eol.org/schema/terms/Razafindramanana_J
Rakotondrabe, R.	http://eol.org/schema/terms/Rakotondrabe_R
Roullet, D.	http://eol.org/schema/terms/Roullet_D
Irwin, M.	http://eol.org/schema/terms/Irwin_M
King, T.	http://eol.org/schema/terms/King_T
Ravoloharimanitra, M.	http://eol.org/schema/terms/Ravoloharimanitra_M
Tecot, S.	http://eol.org/schema/terms/Tecot_S
Borgerson, C.	http://eol.org/schema/terms/Borgerson_C
Donati, G.	http://eol.org/schema/terms/Donati_G
Johnson, S.	http://eol.org/schema/terms/Johnson_S
Ravaloharimanitra, M.	http://eol.org/schema/terms/Ravaloharimanitra_M
Volampeno, S.	http://eol.org/schema/terms/Volampeno_S
Wright, P.	http://eol.org/schema/terms/Wright_P
Birkinshaw, C.	http://eol.org/schema/terms/Birkinshaw_C
Ludovic, R.	http://eol.org/schema/terms/Ludovic_R
Ratsimbazafy, J.	http://eol.org/schema/terms/Ratsimbazafy_J
Balestri, M.	http://eol.org/schema/terms/Balestri_M
Campera, M.	http://eol.org/schema/terms/Campera_M
Hyde Roberts, S.	http://eol.org/schema/terms/Hyde_Roberts_S
Račevska, E.	http://eol.org/schema/terms/Račevska_E
Ravoahangy, A.	http://eol.org/schema/terms/Ravoahangy_A
Chikhi, L.	http://eol.org/schema/terms/Chikhi_L
Le Pors, B.	http://eol.org/schema/terms/Le_Pors_B
Ralison, J.	http://eol.org/schema/terms/Ralison_J
Randrianambinina, B.	http://eol.org/schema/terms/Randrianambinina_B
Randriatahina, G.	http://eol.org/schema/terms/Randriatahina_G
Rasamimananana, H.	http://eol.org/schema/terms/Rasamimananana_H
Rasoloharijaona, S.	http://eol.org/schema/terms/Rasoloharijaona_S
Ratelolahy, F.	http://eol.org/schema/terms/Ratelolahy_F
Seiler, M.	http://eol.org/schema/terms/Seiler_M
Clarke, T.	http://eol.org/schema/terms/Clarke_T
Heriniaina, R.	http://eol.org/schema/terms/Heriniaina_R
Stone, E.	http://eol.org/schema/terms/Stone_E
Conyers, J.	http://eol.org/schema/terms/Conyers_J
Wingate, D.	http://eol.org/schema/terms/Wingate_D
Sweeney, K.	http://eol.org/schema/terms/Sweeney_K
Pineda, J.	http://eol.org/schema/terms/Pineda_J
Lima, E.	http://eol.org/schema/terms/Lima_E
Vincent, A.	http://eol.org/schema/terms/Vincent_A
Westrip, J.R.S.	http://eol.org/schema/terms/Westrip_JRS
Grice, H.	http://eol.org/schema/terms/Grice_H
Hall, P.	http://eol.org/schema/terms/Hall_P
Rosa, A.	http://eol.org/schema/terms/Rosa_A
Marini-Filho, O.	http://eol.org/schema/terms/Marini-Filho_O
Mega, N.	http://eol.org/schema/terms/Mega_N
Suter, P.	http://eol.org/schema/terms/Suter_P
Tomovic, J.	http://eol.org/schema/terms/Tomovic_J
Falniowski, A.	http://eol.org/schema/terms/Falniowski_A
Sanderson, J.	http://eol.org/schema/terms/Sanderson_J
Bao, W.	http://eol.org/schema/terms/Bao_W
Abdukadir, A.	http://eol.org/schema/terms/Abdukadir_A
Shi, K.	http://eol.org/schema/terms/Shi_K
Jathana, D.	http://eol.org/schema/terms/Jathana_D
Baral, H.	http://eol.org/schema/terms/Baral_H
Sliwa, A.	http://eol.org/schema/terms/Sliwa_A
Ghadirian, T.	http://eol.org/schema/terms/Ghadirian_T
Appel, A.	http://eol.org/schema/terms/Appel_A
Banfield, L.	http://eol.org/schema/terms/Banfield_L
Sher Shah, M.	http://eol.org/schema/terms/Sher_Shah_M
Wacher, T.	http://eol.org/schema/terms/Wacher_T
Wilson, B.	http://eol.org/schema/terms/Wilson_B
Küsters, M.	http://eol.org/schema/terms/Küsters_M
Tordiffe, A.	http://eol.org/schema/terms/Tordiffe_A
Rintelen, T.	http://eol.org/schema/terms/Rintelen_T
Braulik, G.	http://eol.org/schema/terms/Braulik_G
de A. Goonatilake, W.L.D.P.T.S.	http://eol.org/schema/terms/de_A_Goonatilake_WLDPTS
Brady, L.	http://eol.org/schema/terms/Brady_L
Carpenter, A.	http://eol.org/schema/terms/Carpenter_A
Sobel, J.	http://eol.org/schema/terms/Sobel_J
Masters, J.	http://eol.org/schema/terms/Masters_J
Pimley, E.	http://eol.org/schema/terms/Pimley_E
Bearder, S.	http://eol.org/schema/terms/Bearder_S
West, D.	http://eol.org/schema/terms/West_D
Franklin, P.	http://eol.org/schema/terms/Franklin_P
Ling, N.	http://eol.org/schema/terms/Ling_N
Allibone, R.	http://eol.org/schema/terms/Allibone_R
Crow, S.	http://eol.org/schema/terms/Crow_S
Closs, G.	http://eol.org/schema/terms/Closs_G
David, B.	http://eol.org/schema/terms/David_B
Gibson, C.	http://eol.org/schema/terms/Gibson_C
Champion, P.	http://eol.org/schema/terms/Champion_P
Swartz, E.	http://eol.org/schema/terms/Swartz_E
Surrey, G.	http://eol.org/schema/terms/Surrey_G
Cooper, D.	http://eol.org/schema/terms/Cooper_D
Morgan, D.L.	http://eol.org/schema/terms/Morgan_DL
Beatty, S.	http://eol.org/schema/terms/Beatty_S
Quaglietta, L.	http://eol.org/schema/terms/Quaglietta_L
Vega-Cendejas, M.	http://eol.org/schema/terms/Vega-Cendejas_M
Matamoros, W.A.	http://eol.org/schema/terms/Matamoros_WA
Espinosa-Perez, H.	http://eol.org/schema/terms/Espinosa-Perez_H
Meredith, C.R.	http://eol.org/schema/terms/Meredith_CR
Lang, B.	http://eol.org/schema/terms/Lang_B
Pollock, C.M.	http://eol.org/schema/terms/Pollock_CM
Feulner, G.R.	http://eol.org/schema/terms/Feulner_GR
Lang, J.	http://eol.org/schema/terms/Lang_J
Chowfin, S.	http://eol.org/schema/terms/Chowfin_S
Bayshal, A.	http://eol.org/schema/terms/Bayshal_A
Gill, I.	http://eol.org/schema/terms/Gill_I
Mallapur, G.	http://eol.org/schema/terms/Mallapur_G
Stevenson, C.	http://eol.org/schema/terms/Stevenson_C
Vashistha, G.	http://eol.org/schema/terms/Vashistha_G
Gaubert, P.	http://eol.org/schema/terms/Gaubert_P
Angelici, F.M.	http://eol.org/schema/terms/Angelici_FM
Young, R.	http://eol.org/schema/terms/Young_R
Tapia, W.	http://eol.org/schema/terms/Tapia_W
Caccone, A.	http://eol.org/schema/terms/Caccone_A
Gibbs, J.P.	http://eol.org/schema/terms/Gibbs_JP
Cayot, L.J.	http://eol.org/schema/terms/Cayot_LJ
Soarimalala, V.	http://eol.org/schema/terms/Soarimalala_V
Hafner, D.	http://eol.org/schema/terms/Hafner_D
Amr, Z.	http://eol.org/schema/terms/Amr_Z
Kock, D.	http://eol.org/schema/terms/Kock_D
Muller, Z.	http://eol.org/schema/terms/Muller_Z
Bercovitch, F.	http://eol.org/schema/terms/Bercovitch_F
Brand, R.	http://eol.org/schema/terms/Brand_R
Brown, D.	http://eol.org/schema/terms/Brown_D
Brown, M.	http://eol.org/schema/terms/Brown_M
Bolger, D.	http://eol.org/schema/terms/Bolger_D
Carter, K.	http://eol.org/schema/terms/Carter_K
Deacon, F.	http://eol.org/schema/terms/Deacon_F
Fennessy, J.	http://eol.org/schema/terms/Fennessy_J
Lee, D.	http://eol.org/schema/terms/Lee_D
Marais, A.	http://eol.org/schema/terms/Marais_A
Strauss, M.	http://eol.org/schema/terms/Strauss_M
Tutchings, A.	http://eol.org/schema/terms/Tutchings_A
Wube, T.	http://eol.org/schema/terms/Wube_T
Görföl, T.	http://eol.org/schema/terms/Görföl_T
Minton, G.	http://eol.org/schema/terms/Minton_G
Olson, P.	http://eol.org/schema/terms/Olson_P
Pike, D.	http://eol.org/schema/terms/Pike_D
Desportes, G.	http://eol.org/schema/terms/Desportes_G
Lumbantobing, D.	http://eol.org/schema/terms/Lumbantobing_D
Compagno, L.J.V.	http://eol.org/schema/terms/Compagno_LJV
Tennessen, K.	http://eol.org/schema/terms/Tennessen_K
Quah, E.	http://eol.org/schema/terms/Quah_E
Palomo-Ramos, R.	http://eol.org/schema/terms/Palomo-Ramos_R
Ríos-Arana, J.	http://eol.org/schema/terms/Ríos-Arana_J
Goode, E.V.	http://eol.org/schema/terms/Goode_EV
Bergl, R.A.	http://eol.org/schema/terms/Bergl_RA
Strindberg, S.	http://eol.org/schema/terms/Strindberg_S
Breuer, T.	http://eol.org/schema/terms/Breuer_T
Greer, D.	http://eol.org/schema/terms/Greer_D
Jeffery, K.	http://eol.org/schema/terms/Jeffery_K
Stokes, E.	http://eol.org/schema/terms/Stokes_E
de la Sancha, N.	http://eol.org/schema/terms/de_la_Sancha_N
Costa, L.	http://eol.org/schema/terms/Costa_L
Ventura, J.	http://eol.org/schema/terms/Ventura_J
López Fuster, M.	http://eol.org/schema/terms/López_Fuster_M
Carmignotto, A.P.	http://eol.org/schema/terms/Carmignotto_AP
Ferguson, A.	http://eol.org/schema/terms/Ferguson_A
Kiszka, J.	http://eol.org/schema/terms/Kiszka_J
Muller, C.J.	http://eol.org/schema/terms/Muller_CJ
Window, J.	http://eol.org/schema/terms/Window_J
Miller, R.M.	http://eol.org/schema/terms/Miller_RM
Abramov, A.V.	http://eol.org/schema/terms/Abramov_AV
Durden, L.	http://eol.org/schema/terms/Durden_L
Bowen, D.	http://eol.org/schema/terms/Bowen_D
Hearthstone, E.	http://eol.org/schema/terms/Hearthstone_E
Andrianoely, D.	http://eol.org/schema/terms/Andrianoely_D
Otero-Jiménez, B.J.	http://eol.org/schema/terms/Otero-Jiménez_BJ
Lauterbur, M.E.	http://eol.org/schema/terms/Lauterbur_ME
Frasier, C.L.	http://eol.org/schema/terms/Frasier_CL
Louis, E.E.	http://eol.org/schema/terms/Louis_EE
Dolch, R.	http://eol.org/schema/terms/Dolch_R
Randrianarimanana, L.	http://eol.org/schema/terms/Randrianarimanana_L
Eppley, T.M.	http://eol.org/schema/terms/Eppley_TM
Duya, P.	http://eol.org/schema/terms/Duya_P
Balete, D.S.	http://eol.org/schema/terms/Balete_DS
Ramayla, S.P.	http://eol.org/schema/terms/Ramayla_SP
Laleye, P.	http://eol.org/schema/terms/Laleye_P
Contreras-MacBeath, T.	http://eol.org/schema/terms/Contreras-MacBeath_T
Paguntalan, L.M.	http://eol.org/schema/terms/Paguntalan_LM
Scotson, L.	http://eol.org/schema/terms/Scotson_L
Fredriksson, G.	http://eol.org/schema/terms/Fredriksson_G
Augeri, D.	http://eol.org/schema/terms/Augeri_D
Cheah, C.	http://eol.org/schema/terms/Cheah_C
Wai-Ming, W.	http://eol.org/schema/terms/Wai-Ming_W
Garshelis, D.L.	http://eol.org/schema/terms/Garshelis_DL
Lutz, M.L.	http://eol.org/schema/terms/Lutz_ML
Charrier, M.	http://eol.org/schema/terms/Charrier_M
Muñoz-Alons, A.	http://eol.org/schema/terms/Muñoz-Alons_A
Marquez, L.C.	http://eol.org/schema/terms/Marquez_LC
Frost, D.R.	http://eol.org/schema/terms/Frost_DR
Gadsden, H.	http://eol.org/schema/terms/Gadsden_H
Neiber, M.T.	http://eol.org/schema/terms/Neiber_MT
Alempath, M.	http://eol.org/schema/terms/Alempath_M
Rice, C.	http://eol.org/schema/terms/Rice_C
Al-Rawahi, H.	http://eol.org/schema/terms/Al-Rawahi_H
Al-Rasbi, A.	http://eol.org/schema/terms/Al-Rasbi_A
Al-Fazari, W.	http://eol.org/schema/terms/Al-Fazari_W
Chreiki, M.K.	http://eol.org/schema/terms/Chreiki_MK
Sathyakumar, S.	http://eol.org/schema/terms/Sathyakumar_S
Lingyun, X.	http://eol.org/schema/terms/Lingyun_X
Bhatnagar, Y.V.	http://eol.org/schema/terms/Bhatnagar_YV
Le Feuvre, M.C.	http://eol.org/schema/terms/Le_Feuvre_MC
Shelley, J.	http://eol.org/schema/terms/Shelley_J
Caso, A.	http://eol.org/schema/terms/Caso_A
de Oliveira, T.	http://eol.org/schema/terms/de_Oliveira_T
Carvajal, S.V.	http://eol.org/schema/terms/Carvajal_SV
Royer, E.	http://eol.org/schema/terms/Royer_E
Shuey, J.	http://eol.org/schema/terms/Shuey_J
Banks, P.	http://eol.org/schema/terms/Banks_P
Samudio, R.	http://eol.org/schema/terms/Samudio_R
Barnett, A.	http://eol.org/schema/terms/Barnett_A
Cheok, J.	http://eol.org/schema/terms/Cheok_J
Tanaka, S.	http://eol.org/schema/terms/Tanaka_S
Walker, T.I.	http://eol.org/schema/terms/Walker_TI
Ransom, C.	http://eol.org/schema/terms/Ransom_C
Robinson, P.T.	http://eol.org/schema/terms/Robinson_PT
Lewison, R.	http://eol.org/schema/terms/Lewison_R
Barrio, J.	http://eol.org/schema/terms/Barrio_J
Nuñez, A.	http://eol.org/schema/terms/Nuñez_A
Regidor, H.A.	http://eol.org/schema/terms/Regidor_HA
Fuentes-Allende, N.	http://eol.org/schema/terms/Fuentes-Allende_N
Corti, P.	http://eol.org/schema/terms/Corti_P
Díaz, N.	http://eol.org/schema/terms/Díaz_N
