Label	URI
Michael Chou and Ann T. Chang	http://eol.org/schema/terms/Amphibiaweb_Michael_Chou and_Ann_T_Chang
Michael Li	http://eol.org/schema/terms/Amphibiaweb_Michael_Li
Michelle Fremming	http://eol.org/schema/terms/Amphibiaweb_Michelle_Fremming
Michelle Gin	http://eol.org/schema/terms/Amphibiaweb_Michelle_Gin
Michelle Iwaki	http://eol.org/schema/terms/Amphibiaweb_Michelle_Iwaki
Michelle Knapp	http://eol.org/schema/terms/Amphibiaweb_Michelle_Knapp
Michelle Koo	http://eol.org/schema/terms/Amphibiaweb_Michelle_Koo
Michelle S. Koo	http://eol.org/schema/terms/Amphibiaweb_Michelle_Koo
Miguel Vences	http://eol.org/schema/terms/Amphibiaweb_Miguel_Vences
Mikel Busto Gonzalez	http://eol.org/schema/terms/Amphibiaweb_Mikel_Busto_Gonzalez
Miko Thule	http://eol.org/schema/terms/Amphibiaweb_Miko_Thule
Mingna (Vicky) Zhuang	http://eol.org/schema/terms/Amphibiaweb_Mingna_Zhuang
Mingna Zhuang	http://eol.org/schema/terms/Amphibiaweb_Mingna_Zhuang
Mirco Sole	http://eol.org/schema/terms/Amphibiaweb_Mirco_Sole
Misaki Yonashiro	http://eol.org/schema/terms/Amphibiaweb_Misaki_Yonashiro
Mohammed Firoz Ahmed	http://eol.org/schema/terms/Amphibiaweb_Mohammed_Firoz_Ahmed
Monique Picon	http://eol.org/schema/terms/Amphibiaweb_Monique_Picon
N. M. Belfiore	http://eol.org/schema/terms/Amphibiaweb_N_M_Belfiore
Nalani Schnell	http://eol.org/schema/terms/Amphibiaweb_Nalani_Schnell
Nancy L. Staub	http://eol.org/schema/terms/Amphibiaweb_Nancy_L_Staub
Naomi Cummings	http://eol.org/schema/terms/Amphibiaweb_Naomi_Cummings
Natalie Levy	http://eol.org/schema/terms/Amphibiaweb_Natalie_Levy
Nathan Van Patten	http://eol.org/schema/terms/Amphibiaweb_Nathan_Van_Patten
Nery Castillo	http://eol.org/schema/terms/Amphibiaweb_Nery_Castillo
Nichole Winters	http://eol.org/schema/terms/Amphibiaweb_Nichole_Winters
Nicolas Berry	http://eol.org/schema/terms/Amphibiaweb_Nicolas_Berry
Nicole Duong	http://eol.org/schema/terms/Amphibiaweb_Nicole_Duong
Nydia Mora	http://eol.org/schema/terms/Amphibiaweb_Nydia_Mora
O. Fuentes	http://eol.org/schema/terms/Amphibiaweb_O_Fuentes
Olivia Lim	http://eol.org/schema/terms/Amphibiaweb_Olivia_Lim
Omar Malik	http://eol.org/schema/terms/Amphibiaweb_Omar_Malik
P. Horner	http://eol.org/schema/terms/Amphibiaweb_P_Horner
P. Robertson	http://eol.org/schema/terms/Amphibiaweb_P_Robertson
Pearl Holmes	http://eol.org/schema/terms/Amphibiaweb_Pearl_Holmes
Peera Chantasirisivisal	http://eol.org/schema/terms/Amphibiaweb_Peera_Chantasirivisal
Peera Chantasirivisal	http://eol.org/schema/terms/Amphibiaweb_Peera_Chantasirivisal
Peng Zhang	http://eol.org/schema/terms/Amphibiaweb_Peng_Zhang
peter Janzen	http://eol.org/schema/terms/Amphibiaweb_peter_Janzen
Phil Bishop	http://eol.org/schema/terms/Amphibiaweb_Phil_Bishop
Philip Choy	http://eol.org/schema/terms/Amphibiaweb_Philip_Choy
Philippe J.R. Kok	http://eol.org/schema/terms/Amphibiaweb_Philippe_JR_Kok
Phillip Skipwith	http://eol.org/schema/terms/Amphibiaweb_Phillip_Skipwith
Phoebe Lehmann	http://eol.org/schema/terms/Amphibiaweb_Phoebe_Lehmann
Phung Nguyen	http://eol.org/schema/terms/Amphibiaweb_Phung_Nguyen
Pierre Fidenci	http://eol.org/schema/terms/Amphibiaweb_Pierre_Fidenci
Prathna Mehta	http://eol.org/schema/terms/Amphibiaweb_Prathna_Mehta
Quinn Morgan	http://eol.org/schema/terms/Amphibiaweb_Quinn_Morgan
R. Goldingay	http://eol.org/schema/terms/Amphibiaweb_R_Goldingay
R. Retallick	http://eol.org/schema/terms/Amphibiaweb_R_Retallick
Raahil Malhotra	http://eol.org/schema/terms/Amphibiaweb_Raahil_Malhotra
Rachel Alexis de Jesus Parungao	http://eol.org/schema/terms/Amphibiaweb_Rachel_Alexis_de_Jesus_Parungao
Rachel Alsheikh	http://eol.org/schema/terms/Amphibiaweb_Rachel_Alsheikh
Rachel Anderson	http://eol.org/schema/terms/Amphibiaweb_Rachel_Anderson
Rachel Calhoun	http://eol.org/schema/terms/Amphibiaweb_Rachel_Calhoun
Rachel Ferris	http://eol.org/schema/terms/Amphibiaweb_Rachel_Ferris
Rachel Wagley	http://eol.org/schema/terms/Amphibiaweb_Rachel_Wagley
Rae Purington	http://eol.org/schema/terms/Amphibiaweb_Rae_Purington
Raffael Ernst	http://eol.org/schema/terms/Amphibiaweb_Raffael_Ernst
Raul E. Diaz	http://eol.org/schema/terms/Amphibiaweb_Raul_E_Diaz
Raúl Maneyro	http://eol.org/schema/terms/Amphibiaweb_Raúl_Maneyro
Rebecca A. Doubledee	http://eol.org/schema/terms/Amphibiaweb_Rebecca_A_Doubledee
Rebecca Buer	http://eol.org/schema/terms/Amphibiaweb_Rebecca_Buer
Rebecca Doubledee	http://eol.org/schema/terms/Amphibiaweb_Rebecca_Doubledee
Rebecca Kittel	http://eol.org/schema/terms/Amphibiaweb_Rebecca_Kittel
Rebecca Koch	http://eol.org/schema/terms/Amphibiaweb_Rebecca_Koch
Rebecca Spranger	http://eol.org/schema/terms/Amphibiaweb_Rebecca_Spranger
Richard M. Lehtinen	http://eol.org/schema/terms/Amphibiaweb_Richard_M_Lehtinen
Riley David Kermanian	http://eol.org/schema/terms/Amphibiaweb_Riley_David_Kermanian
Rina Lu	http://eol.org/schema/terms/Amphibiaweb_Rina_Lu
Riya Kurian	http://eol.org/schema/terms/Amphibiaweb_Riya_Kurian
Robert Perrot	http://eol.org/schema/terms/Amphibiaweb_Robert_Perrot
Robin Kurian Abraham	http://eol.org/schema/terms/Amphibiaweb_Robin_Kurian_Abraham
Rosalynn Sarvi	http://eol.org/schema/terms/Amphibiaweb_Rosalynn_Sarvi
Ruby Rebensdorf	http://eol.org/schema/terms/Amphibiaweb_Ruby_Rebensdorf
Ruoshi Huang	http://eol.org/schema/terms/Amphibiaweb_Ruoshi_Huang
Rupi Mudan	http://eol.org/schema/terms/Amphibiaweb_Rupi_Mudan
Ryan Kerney	http://eol.org/schema/terms/Amphibiaweb_Ryan_Kerney
Ryen Morey	http://eol.org/schema/terms/Amphibiaweb_Ryen_Morey
S. Lo Brutto	http://eol.org/schema/terms/Amphibiaweb_S_Lo_Brutto
S. Schoville	http://eol.org/schema/terms/Amphibiaweb_S_Schoville
S. V. Krishnamurthy	http://eol.org/schema/terms/Amphibiaweb_S_V_Krishnamurthy
Sabine Eger	http://eol.org/schema/terms/Amphibiaweb_Sabine_Eger
Sam McNally	http://eol.org/schema/terms/Amphibiaweb_Sam_McNally
Samantha Morco	http://eol.org/schema/terms/Amphibiaweb_Samantha_Morco
Sandya Iyer	http://eol.org/schema/terms/Amphibiaweb_Sandya_Iyer
Sara Nece	http://eol.org/schema/terms/Amphibiaweb_Sara_Nece
Sara Remmes	http://eol.org/schema/terms/Amphibiaweb_Sara_Remmes
Sarah Ahmed	http://eol.org/schema/terms/Amphibiaweb_Sarah_Ahmed
Sarah Graber	http://eol.org/schema/terms/Amphibiaweb_Sarah_Graber
Sarah Ng	http://eol.org/schema/terms/Amphibiaweb_Sarah_Ng
Sarah Richman	http://eol.org/schema/terms/Amphibiaweb_Sarah_Richman
Sarai Acosta	http://eol.org/schema/terms/Amphibiaweb_Sarai_Acosta
Sasha Norwood	http://eol.org/schema/terms/Amphibiaweb_Sasha_Norwood
Savannah Gulley	http://eol.org/schema/terms/Amphibiaweb_Savannah_Gulley
Scott Francis Silva	http://eol.org/schema/terms/Amphibiaweb_Scott_Francis_Silva
Sean Ashley Calalang	http://eol.org/schema/terms/Amphibiaweb_Sean_Ashley_Calalang
Sean B. Reilly	http://eol.org/schema/terms/Amphibiaweb_Sean_B_Reilly
Sean D. Schoville	http://eol.org/schema/terms/Amphibiaweb_Sean_D_Schoville
Sean Rovito	http://eol.org/schema/terms/Amphibiaweb_Sean_Rovito
Sean Schoville	http://eol.org/schema/terms/Amphibiaweb_Sean_Schoville
Serena Terry	http://eol.org/schema/terms/Amphibiaweb_Serena_Terry
Sergius L. Kuzmin	http://eol.org/schema/terms/Amphibiaweb_Sergius_L_Kuzmin
Shakil Huq	http://eol.org/schema/terms/Amphibiaweb_Shakil_Huq
Sharon Liu	http://eol.org/schema/terms/Amphibiaweb_Sharon_Liu
Shaw McMahon	http://eol.org/schema/terms/Amphibiaweb_Shaw_McMahon
Shawn Wright	http://eol.org/schema/terms/Amphibiaweb_Shawn_Wright
Shea Nolan	http://eol.org/schema/terms/Amphibiaweb_Shea_Nolan
Shellie Pick	http://eol.org/schema/terms/Amphibiaweb_Shellie_Pick
Shelly Lyser	http://eol.org/schema/terms/Amphibiaweb_Shelly_Lyser
Sierra Raby	http://eol.org/schema/terms/Amphibiaweb_Sierra_Raby
Sijie Mao	http://eol.org/schema/terms/Amphibiaweb_Sijie_Mao
Simon Scarpetta	http://eol.org/schema/terms/Amphibiaweb_Simon_Scarpetta
Sofia Prado-Irwin	http://eol.org/schema/terms/Amphibiaweb_Sofia_Prado-Irwin
Stavi R. Tennenbaum	http://eol.org/schema/terms/Amphibiaweb_Stavi_R_Tennenbaum
Stella Kim	http://eol.org/schema/terms/Amphibiaweb_Stella_Kim
Stephanie Ung	http://eol.org/schema/terms/Amphibiaweb_Stephanie_Ung
Stephen C. Richter	http://eol.org/schema/terms/Amphibiaweb_Stephen_C_Richter
Steven Micheletti	http://eol.org/schema/terms/Amphibiaweb_Steven_Micheletti
Sunny Shah	http://eol.org/schema/terms/Amphibiaweb_Sunny_Shah
Susanne Fritz	http://eol.org/schema/terms/Amphibiaweb_Susanne_Fritz
Sushil K. Dutta	http://eol.org/schema/terms/Amphibiaweb_Sushil_K_Dutta
T. Ulmar Grafe	http://eol.org/schema/terms/Amphibiaweb_T_Ulmar_Grafe
Taha Jabbar	http://eol.org/schema/terms/Amphibiaweb_Taha_Jabbar
Tamar Garcia	http://eol.org/schema/terms/Amphibiaweb_Tamar_Garcia
Tate Tunstall	http://eol.org/schema/terms/Amphibiaweb_Tate_Tunstall
Taylor Bonnet	http://eol.org/schema/terms/Amphibiaweb_Taylor_Bonnet
Taylor Gullett	http://eol.org/schema/terms/Amphibiaweb_Taylor_Gullett
Teresa West	http://eol.org/schema/terms/Amphibiaweb_Teresa_West
Theresa Ly	http://eol.org/schema/terms/Amphibiaweb_Theresa_Ly
Thi Ngo	http://eol.org/schema/terms/Amphibiaweb_Thi_Ngo
Tim S. Lee	http://eol.org/schema/terms/Amphibiaweb_Tim_S_Lee
Todd Pierson	http://eol.org/schema/terms/Amphibiaweb_Todd_Pierson
Tony Alexander	http://eol.org/schema/terms/Amphibiaweb_Tony_Alexander
Tracy Rosenthal	http://eol.org/schema/terms/Amphibiaweb_Tracy_Rosenthal
Tracy T. Tran	http://eol.org/schema/terms/Amphibiaweb_Tracy_T_Tran
Trautz	http://eol.org/schema/terms/Amphibiaweb_Trautz
Travis Kirk	http://eol.org/schema/terms/Amphibiaweb_Travis_Kirk
Trevor Clark	http://eol.org/schema/terms/Amphibiaweb_Trevor_Clark
Twan Leeders	http://eol.org/schema/terms/Amphibiaweb_Twan_Leeders
Tyler Maddalon	http://eol.org/schema/terms/Amphibiaweb_Tyler_Maddalon
Tyler Smith	http://eol.org/schema/terms/Amphibiaweb_Tyler_Smith
Vance T. Vredenburg	http://eol.org/schema/terms/Amphibiaweb_Vance_Vredenburg
Vance Vredenburg	http://eol.org/schema/terms/Amphibiaweb_Vance_Vredenburg
Vanessa Lovenburg	http://eol.org/schema/terms/Amphibiaweb_Vanessa_Lovenburg
Volker H. W. Rudolf	http://eol.org/schema/terms/Amphibiaweb_Volker_H_W_Rudolf
W. Osborne	http://eol.org/schema/terms/Amphibiaweb_W_Osborne
Walter Hödl	http://eol.org/schema/terms/Amphibiaweb_Walter_Hödl
Wendy Chen	http://eol.org/schema/terms/Amphibiaweb_Wendy_Chen
William Duellman	http://eol.org/schema/terms/Amphibiaweb_William_Duellman
William E Duellman	http://eol.org/schema/terms/Amphibiaweb_William_Duellman
William E. Duellman	http://eol.org/schema/terms/Amphibiaweb_William_Duellman
William E. Magnusson	http://eol.org/schema/terms/Amphibiaweb_William_E_Magnusson
William Leonard	http://eol.org/schema/terms/Amphibiaweb_William_Leonard
William P. Leonard	http://eol.org/schema/terms/Amphibiaweb_William_P_Leonard
Wilson Xieu	http://eol.org/schema/terms/Amphibiaweb_Wilson_Xieu
Wouter Beukema	http://eol.org/schema/terms/Amphibiaweb_Wouter_Beukema
Xi Zhai	http://eol.org/schema/terms/Amphibiaweb_Xi_Zhai
Yair Chaver	http://eol.org/schema/terms/Amphibiaweb_Yair_Chaver
Yao Saephan	http://eol.org/schema/terms/Amphibiaweb_Yao_Saephan
Yik Hei Sung	http://eol.org/schema/terms/Amphibiaweb_Yik_Hei_Sung
Yuezhao Wang	http://eol.org/schema/terms/Amphibiaweb_Yuezhao_Wang
Yunke Wu	http://eol.org/schema/terms/Amphibiaweb_Yunke_Wu
Zach Felix	http://eol.org/schema/terms/Amphibiaweb_Zach_Felix
Zachary P. Wetsel	http://eol.org/schema/terms/Amphibiaweb_Zachary_P_Wetsel
Zachary S. Morris	http://eol.org/schema/terms/Amphibiaweb_Zachary_S_Morris
Zaina Khan	http://eol.org/schema/terms/Amphibiaweb_Zaina_Khan
Zheng Oong	http://eol.org/schema/terms/Amphibiaweb_Zheng_Oong
Below added May 27, 2021:	
Peter Janzen	http://eol.org/schema/terms/Amphibiaweb_Peter_Janzen
Anna Doty	http://eol.org/schema/terms/Amphibiaweb_Anna_Doty
Fall 2013 URAPs	http://eol.org/schema/terms/Amphibiaweb_Fall_2013_URAPs
Kristoffer Patterson	http://eol.org/schema/terms/Amphibiaweb_Kristoffer_Patterson
Jared Brown	http://eol.org/schema/terms/Amphibiaweb_Jared_Brown
Veronica Pedraza	http://eol.org/schema/terms/Amphibiaweb_Veronica_Pedraza
Vanikaa Keswani	http://eol.org/schema/terms/Amphibiaweb_Vanikaa_Keswani
Arie van der Meijden	http://eol.org/schema/terms/Amphibiaweb_Arie_van_der_Meijden
Kevin Gin UC Berkeley URAP	http://eol.org/schema/terms/Amphibiaweb_Kevin_Gin_UC_Berkeley_URAP
Benjamin Fryer	http://eol.org/schema/terms/Amphibiaweb_Benjamin_Fryer
Evan Twomey	http://eol.org/schema/terms/Amphibiaweb_Evan_Twomey
Cheng Li	http://eol.org/schema/terms/Amphibiaweb_Cheng_Li
Ryan Reynolds	http://eol.org/schema/terms/Amphibiaweb_Ryan_Reynolds
Richard Gilbert	http://eol.org/schema/terms/Amphibiaweb_Richard_Gilbert
Kristen Slattery	http://eol.org/schema/terms/Amphibiaweb_Kristen_Slattery
Caitlin Garner	http://eol.org/schema/terms/Amphibiaweb_Caitlin_Garner
Alexa Mutti	http://eol.org/schema/terms/Amphibiaweb_Alexa_Mutti
Philippe J. R. Kok	http://eol.org/schema/terms/Amphibiaweb_Philippe_J._R._Kok
Kaera Utsumi	http://eol.org/schema/terms/Amphibiaweb_Kaera_Utsumi
Christina Scott	http://eol.org/schema/terms/Amphibiaweb_Christina_Scott
Erin Gawel	http://eol.org/schema/terms/Amphibiaweb_Erin_Gawel
Maddy Schwarz	http://eol.org/schema/terms/Amphibiaweb_Maddy_Schwarz
Valentina Bache-Rodriguez	http://eol.org/schema/terms/Amphibiaweb_Valentina_Bache-Rodriguez
Nelly Chow	http://eol.org/schema/terms/Amphibiaweb_Nelly_Chow
Gustavo Fermin	http://eol.org/schema/terms/Amphibiaweb_Gustavo_Fermin
Sean M. Rovito	http://eol.org/schema/terms/Amphibiaweb_Sean_M._Rovito
Katherine Montana	http://eol.org/schema/terms/Amphibiaweb_Katherine_Montana
Emir Gokce	http://eol.org/schema/terms/Amphibiaweb_Emir_Gokce
Megan Duncanson	http://eol.org/schema/terms/Amphibiaweb_Megan_Duncanson
Marcus Joyce	http://eol.org/schema/terms/Amphibiaweb_Marcus_Joyce
William Yoon Ho Byun	http://eol.org/schema/terms/Amphibiaweb_William_Yoon_Ho_Byun
Asako Miyakawa	http://eol.org/schema/terms/Amphibiaweb_Asako_Miyakawa
Kayla Friedrichsen	http://eol.org/schema/terms/Amphibiaweb_Kayla_Friedrichsen
Anne-Jieleth Fernandez	http://eol.org/schema/terms/Amphibiaweb_Anne-Jieleth_Fernandez
Ronald I. Crombie	http://eol.org/schema/terms/Amphibiaweb_Ronald_I._Crombie
Marvalee Wake	http://eol.org/schema/terms/Amphibiaweb_Marvalee_Wake
Jacob F. Brumley	http://eol.org/schema/terms/Amphibiaweb_Jacob_F._Brumley
Sky Button	http://eol.org/schema/terms/Amphibiaweb_Sky_Button
Shiran Hershcovich	http://eol.org/schema/terms/Amphibiaweb_Shiran_Hershcovich
Madeline C. Bantly	http://eol.org/schema/terms/Amphibiaweb_Madeline_C._Bantly
Amanda Baker	http://eol.org/schema/terms/Amphibiaweb_Amanda_Baker
Spencer J. Mennis	http://eol.org/schema/terms/Amphibiaweb_Spencer_J._Mennis
Anthony Gilbert	http://eol.org/schema/terms/Amphibiaweb_Anthony_Gilbert
Mark Mazza II	http://eol.org/schema/terms/Amphibiaweb_Mark_Mazza_II
Giulia B. de Gennaro	http://eol.org/schema/terms/Amphibiaweb_Giulia_B._de_Gennaro
Varad B. Giri	http://eol.org/schema/terms/Amphibiaweb_Varad_B._Giri
Hillary Krumbholz	http://eol.org/schema/terms/Amphibiaweb_Hillary_Krumbholz
Malachi Whitford	http://eol.org/schema/terms/Amphibiaweb_Malachi_Whitford
Barbara Carballo	http://eol.org/schema/terms/Amphibiaweb_Barbara_Carballo
Angelica Grunloh	http://eol.org/schema/terms/Amphibiaweb_Angelica_Grunloh
Yuezhao Wang Jinzhong Fu	http://eol.org/schema/terms/Amphibiaweb_Yuezhao_Wang_Jinzhong_Fu
Andrew Phennicie	http://eol.org/schema/terms/Amphibiaweb_Andrew_Phennicie
A. Beti	http://eol.org/schema/terms/Amphibiaweb_A._Beti
Jenifer Morgan-Davie	http://eol.org/schema/terms/Amphibiaweb_Jenifer_Morgan-Davie
peter janzen	http://eol.org/schema/terms/Amphibiaweb_peter_janzen
Sara Ramirez	http://eol.org/schema/terms/Amphibiaweb_Sara_Ramirez
K. R. McDonald	http://eol.org/schema/terms/Amphibiaweb_K._R._McDonald
R. A. Alford	http://eol.org/schema/terms/Amphibiaweb_R._A._Alford
Tania Pollak	http://eol.org/schema/terms/Amphibiaweb_Tania_Pollak
M. L	http://eol.org/schema/terms/Amphibiaweb_M._L
M. St	http://eol.org/schema/terms/Amphibiaweb_M._St
Zachary R. Lewis	http://eol.org/schema/terms/Amphibiaweb_Zachary_R._Lewis
Billy Mortola	http://eol.org/schema/terms/Amphibiaweb_Billy_Mortola
Jon-Karl Jennewein	http://eol.org/schema/terms/Amphibiaweb_Jon-Karl_Jennewein
Austin Winget	http://eol.org/schema/terms/Amphibiaweb_Austin_Winget
Rosalie Abeng	http://eol.org/schema/terms/Amphibiaweb_Rosalie_Abeng
Jacob Elstad	http://eol.org/schema/terms/Amphibiaweb_Jacob_Elstad
Sally Westcott	http://eol.org/schema/terms/Amphibiaweb_Sally_Westcott
Emily McCloskey	http://eol.org/schema/terms/Amphibiaweb_Emily_McCloskey
Karin Dove	http://eol.org/schema/terms/Amphibiaweb_Karin_Dove
Travis Winter	http://eol.org/schema/terms/Amphibiaweb_Travis_Winter
Celeste M. Dodge	http://eol.org/schema/terms/Amphibiaweb_Celeste_M._Dodge
Amanda D. Wong	http://eol.org/schema/terms/Amphibiaweb_Amanda_D._Wong
Jiří Moravec	http://eol.org/schema/terms/Amphibiaweb_Jiří_Moravec
Miquéias Ferrão	http://eol.org/schema/terms/Amphibiaweb_Miquéias_Ferrão
Regina Spranger	http://eol.org/schema/terms/Amphibiaweb_Regina_Spranger
Spencer Wong	http://eol.org/schema/terms/Amphibiaweb_Spencer_Wong
Sabrina Dunn	http://eol.org/schema/terms/Amphibiaweb_Sabrina_Dunn
Cooper Walton	http://eol.org/schema/terms/Amphibiaweb_Cooper_Walton
Skyler J. Kwan	http://eol.org/schema/terms/Amphibiaweb_Skyler_J._Kwan
Javier Moreno	http://eol.org/schema/terms/Amphibiaweb_Javier_Moreno
Jing Che	http://eol.org/schema/terms/Amphibiaweb_Jing_Che
Jenna Coates	http://eol.org/schema/terms/Amphibiaweb_Jenna_Coates
Margaret S. Gunzburger	http://eol.org/schema/terms/Amphibiaweb_Margaret_S._Gunzburger
John Abraham	http://eol.org/schema/terms/Amphibiaweb_John_Abraham
Shivani Pandare	http://eol.org/schema/terms/Amphibiaweb_Shivani_Pandare
Christopher Searcy	http://eol.org/schema/terms/Amphibiaweb_Christopher_Searcy
Tina Cheng	http://eol.org/schema/terms/Amphibiaweb_Tina_Cheng
Gururaja KV	http://eol.org/schema/terms/Amphibiaweb_Gururaja_KV
Prathik Kumar	http://eol.org/schema/terms/Amphibiaweb_Prathik_Kumar
Amanda Radel	http://eol.org/schema/terms/Amphibiaweb_Amanda_Radel
Ash Reining	http://eol.org/schema/terms/Amphibiaweb_Ash_Reining
Stephen Chu	http://eol.org/schema/terms/Amphibiaweb_Stephen_Chu
Torianna Green	http://eol.org/schema/terms/Amphibiaweb_Torianna_Green
Rachel L. Mueller	http://eol.org/schema/terms/Amphibiaweb_Rachel_L._Mueller
Samuel Malone	http://eol.org/schema/terms/Amphibiaweb_Samuel_Malone
Caroline Lewis	http://eol.org/schema/terms/Amphibiaweb_Caroline_Lewis
Jennifer Schoener	http://eol.org/schema/terms/Amphibiaweb_Jennifer_Schoener
Nathaniel Diede	http://eol.org/schema/terms/Amphibiaweb_Nathaniel_Diede
-end-	
